id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
35,Clay,Chemical,Arid,69,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,23C,Rare,GreenFields,Winter,131km,28%
36,Loamy,Chemical,Arid,61,Chemical Control - Organic Pesticides,Winter,Carrot,23C,Well-Done,AgriSeeds Co.,Autumn,130km,40%
37,Clay,Chemical,Temperate,85,Integrated Pest Management,Early Spring,Corn,20C,Rare,FarmGrow Inc.,Autumn,133km,78%
38,Saline,Compost,Tropical,61,Biological Control - Predatory Insects,Autumn,Potato,30C,Medium-Rare,AgriSeeds Co.,Winter,129km,26%
39,Loamy,Compost,Tropical,68,Chemical Control - Organic Pesticides,Winter,Potato,29C,Well-Done,GreenFields,Spring,131km,20%
40,Saline,Organic,Arid,70,Biological Control - Predatory Insects,Late Spring,Corn,22C,Rare,CropLife Solutions,Spring,134km,85%
41,Loamy,Chemical,Arid,75,Chemical Control - Organic Pesticides,Winter,Corn,20C,Rare,AgriSeeds Co.,Winter,133km,79%
42,Clay,Compost,Temperate,60,Biological Control - Predatory Insects,Winter,Lettuce,33C,Medium-Rare,AgriSeeds Co.,Spring,128km,66%
43,Sandy,Chemical,Arid,69,Chemical Control - Organic Pesticides,Early Summer,Wheat,26C,Medium,GreenFields,Summer,129km,78%
44,Sandy,Organic,Tropical,64,Integrated Pest Management,Autumn,Potato,29C,Medium-Rare,GreenFields,Winter,133km,54%
45,Saline,Compost,Temperate,60,Biological Control - Predatory Insects,Late Summer,Wheat,29C,Medium,FarmGrow Inc.,Spring,129km,36%
46,Clay,Compost,Arid,74,Chemical Control - Organic Pesticides,Early Spring,Lettuce,31C,Medium-Rare,FarmGrow Inc.,Summer,129km,82%
47,Saline,Chemical,Temperate,69,Biological Control - Predatory Insects,Early Spring,Lettuce,25C,Medium-Well,FarmGrow Inc.,Spring,132km,50%
48,Loamy,Compost,Arid,67,Integrated Pest Management,Late Spring,Potato,30C,Medium-Well,GreenFields,Summer,130km,58%
49,Saline,Chemical,Temperate,76,Biological Control - Predatory Insects,Autumn,Lettuce,22C,Medium-Rare,FarmGrow Inc.,Spring,130km,97%
50,Loamy,Compost,Arid,76,Chemical Control - Organic Pesticides,Late Summer,Carrot,24C,Rare,FarmGrow Inc.,Summer,131km,72%
51,Sandy,Compost,Temperate,85,Biological Control - Predatory Insects,Winter,Potato,28C,Medium-Rare,GreenFields,Winter,128km,22%
52,Clay,Compost,Arid,73,Integrated Pest Management,Early Summer,Potato,23C,Medium,GreenFields,Summer,131km,79%
53,Clay,Chemical,Temperate,75,Chemical Control - Synthetic Pesticides,Autumn,Potato,26C,Rare,GreenFields,Winter,131km,37%
54,Sandy,Chemical,Tropical,61,Chemical Control - Organic Pesticides,Late Summer,Potato,26C,Overdone,GreenFields,Summer,134km,66%
55,Saline,Organic,Tropical,82,Chemical Control - Synthetic Pesticides,Late Spring,Potato,32C,Medium-Well,AgriSeeds Co.,Autumn,131km,68%
56,Loamy,Chemical,Temperate,69,Chemical Control - Organic Pesticides,Late Summer,Wheat,29C,Medium,FarmGrow Inc.,Summer,129km,44%
57,Clay,Compost,Temperate,81,Chemical Control - Organic Pesticides,Late Summer,Potato,26C,Well-Done,AgriSeeds Co.,Autumn,131km,21%
58,Saline,Compost,Arid,69,Integrated Pest Management,Autumn,Lettuce,34C,Medium,GreenFields,Winter,130km,36%
59,Sandy,Organic,Arid,81,Biological Control - Predatory Insects,Late Summer,Carrot,20C,Rare,FarmGrow Inc.,Spring,128km,41%
60,Sandy,Organic,Tropical,69,Chemical Control - Synthetic Pesticides,Late Summer,Potato,24C,Rare,GreenFields,Winter,132km,35%
61,Clay,Compost,Arid,65,Integrated Pest Management,Autumn,Wheat,27C,Medium-Rare,FarmGrow Inc.,Autumn,133km,20%
62,Clay,Organic,Arid,75,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,26C,Overdone,GreenFields,Summer,129km,72%
63,Clay,Compost,Temperate,80,Biological Control - Predatory Insects,Early Spring,Lettuce,29C,Medium-Rare,AgriSeeds Co.,Spring,133km,86%
64,Clay,Compost,Temperate,81,Chemical Control - Organic Pesticides,Early Summer,Lettuce,23C,Rare,CropLife Solutions,Winter,132km,68%
65,Loamy,Chemical,Temperate,81,Chemical Control - Synthetic Pesticides,Early Spring,Corn,25C,Overdone,FarmGrow Inc.,Winter,128km,68%
66,Loamy,Compost,Temperate,77,Chemical Control - Organic Pesticides,Late Spring,Tomato,32C,Rare,AgriSeeds Co.,Autumn,134km,80%
67,Loamy,Chemical,Arid,63,Biological Control - Predatory Insects,Early Spring,Wheat,20C,Medium-Well,GreenFields,Winter,131km,45%
68,Saline,Chemical,Temperate,83,Integrated Pest Management,Autumn,Tomato,30C,Medium,FarmGrow Inc.,Autumn,128km,30%
69,Loamy,Chemical,Tropical,66,Chemical Control - Organic Pesticides,Late Summer,Tomato,31C,Rare,GreenFields,Winter,131km,77%
70,Loamy,Organic,Tropical,63,Integrated Pest Management,Early Summer,Corn,33C,Medium,GreenFields,Autumn,134km,37%
71,Loamy,Compost,Tropical,69,Integrated Pest Management,Autumn,Tomato,28C,Rare,AgriSeeds Co.,Spring,134km,38%
72,Clay,Compost,Tropical,74,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,32C,Rare,FarmGrow Inc.,Spring,134km,84%
73,Clay,Compost,Temperate,66,Chemical Control - Synthetic Pesticides,Late Summer,Corn,20C,Medium,FarmGrow Inc.,Spring,130km,57%
74,Clay,Compost,Temperate,69,Chemical Control - Organic Pesticides,Early Spring,Wheat,28C,Medium,GreenFields,Spring,131km,95%
75,Clay,Chemical,Temperate,74,Chemical Control - Organic Pesticides,Autumn,Wheat,24C,Medium-Rare,AgriSeeds Co.,Autumn,133km,29%
76,Saline,Compost,Arid,73,Biological Control - Predatory Insects,Early Summer,Wheat,20C,Rare,CropLife Solutions,Autumn,130km,46%
77,Clay,Chemical,Temperate,84,Chemical Control - Synthetic Pesticides,Late Summer,Potato,23C,Medium-Well,GreenFields,Winter,129km,44%
78,Sandy,Chemical,Arid,77,Integrated Pest Management,Early Spring,Wheat,24C,Well-Done,CropLife Solutions,Winter,128km,48%
79,Saline,Compost,Arid,80,Chemical Control - Organic Pesticides,Winter,Tomato,29C,Well-Done,AgriSeeds Co.,Autumn,131km,44%
80,Loamy,Chemical,Temperate,77,Chemical Control - Synthetic Pesticides,Early Summer,Potato,33C,Rare,FarmGrow Inc.,Spring,129km,97%
81,Saline,Organic,Temperate,77,Chemical Control - Organic Pesticides,Early Summer,Carrot,27C,Well-Done,AgriSeeds Co.,Spring,134km,61%
82,Loamy,Organic,Arid,76,Chemical Control - Organic Pesticides,Late Spring,Corn,21C,Rare,GreenFields,Summer,128km,88%
83,Saline,Compost,Arid,61,Chemical Control - Organic Pesticides,Winter,Potato,34C,Medium,AgriSeeds Co.,Spring,133km,55%
84,Clay,Chemical,Temperate,85,Chemical Control - Synthetic Pesticides,Late Spring,Potato,25C,Overdone,FarmGrow Inc.,Spring,129km,51%
85,Saline,Compost,Temperate,80,Integrated Pest Management,Early Spring,Corn,26C,Medium,GreenFields,Summer,129km,84%
86,Clay,Compost,Temperate,85,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,29C,Medium,FarmGrow Inc.,Winter,132km,58%
87,Saline,Chemical,Tropical,69,Integrated Pest Management,Early Spring,Potato,25C,Medium-Rare,FarmGrow Inc.,Summer,130km,48%
88,Saline,Compost,Arid,75,Chemical Control - Synthetic Pesticides,Autumn,Carrot,26C,Rare,AgriSeeds Co.,Summer,133km,59%
89,Loamy,Chemical,Tropical,70,Biological Control - Predatory Insects,Winter,Wheat,20C,Rare,AgriSeeds Co.,Summer,134km,44%
90,Saline,Chemical,Tropical,80,Integrated Pest Management,Late Spring,Wheat,22C,Medium-Rare,AgriSeeds Co.,Autumn,133km,76%
91,Clay,Chemical,Temperate,73,Chemical Control - Organic Pesticides,Autumn,Wheat,33C,Medium-Rare,AgriSeeds Co.,Spring,133km,57%
92,Clay,Chemical,Tropical,78,Integrated Pest Management,Late Summer,Tomato,33C,Rare,GreenFields,Summer,129km,31%
93,Clay,Compost,Arid,69,Biological Control - Predatory Insects,Late Summer,Tomato,24C,Medium,GreenFields,Winter,128km,93%
94,Clay,Compost,Temperate,76,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,23C,Medium-Well,FarmGrow Inc.,Winter,134km,77%
95,Sandy,Chemical,Tropical,73,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,26C,Rare,GreenFields,Autumn,132km,26%
96,Sandy,Organic,Tropical,73,Chemical Control - Organic Pesticides,Early Summer,Lettuce,27C,Overdone,GreenFields,Winter,134km,56%
97,Saline,Organic,Arid,74,Integrated Pest Management,Late Spring,Wheat,26C,Medium-Well,AgriSeeds Co.,Spring,132km,37%
98,Saline,Organic,Arid,81,Biological Control - Predatory Insects,Early Summer,Corn,29C,Medium-Rare,CropLife Solutions,Autumn,134km,78%
99,Saline,Compost,Arid,84,Biological Control - Predatory Insects,Early Summer,Potato,34C,Overdone,FarmGrow Inc.,Summer,132km,68%
100,Clay,Chemical,Temperate,79,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,34C,Medium,FarmGrow Inc.,Autumn,128km,70%
101,Clay,Organic,Tropical,85,Chemical Control - Organic Pesticides,Autumn,Potato,22C,Overdone,GreenFields,Spring,133km,55%
102,Saline,Compost,Arid,82,Chemical Control - Synthetic Pesticides,Late Spring,Wheat,23C,Overdone,CropLife Solutions,Spring,133km,98%
103,Sandy,Chemical,Temperate,80,Biological Control - Predatory Insects,Late Spring,Wheat,30C,Medium-Rare,GreenFields,Winter,129km,77%
104,Sandy,Compost,Tropical,60,Chemical Control - Organic Pesticides,Late Summer,Wheat,27C,Medium,CropLife Solutions,Spring,134km,39%
105,Clay,Compost,Tropical,72,Integrated Pest Management,Winter,Tomato,31C,Rare,FarmGrow Inc.,Autumn,134km,79%
106,Saline,Compost,Tropical,61,Integrated Pest Management,Autumn,Lettuce,21C,Well-Done,CropLife Solutions,Winter,133km,86%
107,Loamy,Organic,Temperate,72,Biological Control - Predatory Insects,Late Spring,Corn,28C,Rare,FarmGrow Inc.,Summer,132km,37%
108,Sandy,Compost,Temperate,78,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,21C,Overdone,GreenFields,Winter,132km,73%
109,Clay,Organic,Arid,64,Chemical Control - Organic Pesticides,Late Spring,Lettuce,22C,Medium-Well,FarmGrow Inc.,Summer,129km,52%
110,Loamy,Chemical,Tropical,78,Chemical Control - Organic Pesticides,Early Summer,Potato,26C,Well-Done,AgriSeeds Co.,Summer,128km,35%
111,Saline,Compost,Arid,75,Chemical Control - Organic Pesticides,Late Summer,Corn,28C,Well-Done,FarmGrow Inc.,Winter,133km,85%
112,Sandy,Compost,Arid,61,Integrated Pest Management,Early Spring,Corn,29C,Medium-Rare,AgriSeeds Co.,Spring,131km,23%
113,Saline,Organic,Temperate,74,Biological Control - Predatory Insects,Winter,Wheat,29C,Rare,GreenFields,Spring,133km,40%
114,Saline,Compost,Temperate,82,Chemical Control - Organic Pesticides,Autumn,Potato,24C,Well-Done,FarmGrow Inc.,Summer,132km,92%
115,Saline,Compost,Temperate,61,Integrated Pest Management,Early Spring,Wheat,23C,Rare,FarmGrow Inc.,Winter,134km,36%
116,Saline,Organic,Arid,83,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,21C,Overdone,CropLife Solutions,Winter,132km,86%
117,Clay,Compost,Arid,67,Biological Control - Predatory Insects,Early Spring,Tomato,30C,Medium-Rare,FarmGrow Inc.,Spring,130km,38%
118,Loamy,Compost,Tropical,75,Chemical Control - Organic Pesticides,Autumn,Carrot,27C,Medium-Rare,GreenFields,Spring,130km,63%
119,Saline,Organic,Arid,76,Biological Control - Predatory Insects,Winter,Corn,27C,Well-Done,GreenFields,Autumn,133km,80%
120,Loamy,Compost,Tropical,64,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,26C,Medium-Rare,FarmGrow Inc.,Winter,128km,35%
121,Saline,Chemical,Tropical,74,Biological Control - Predatory Insects,Early Spring,Potato,33C,Medium-Rare,GreenFields,Summer,130km,24%
122,Loamy,Organic,Arid,83,Biological Control - Predatory Insects,Early Summer,Lettuce,31C,Overdone,CropLife Solutions,Winter,132km,62%
123,Clay,Chemical,Temperate,84,Chemical Control - Synthetic Pesticides,Winter,Wheat,29C,Well-Done,CropLife Solutions,Autumn,128km,94%
124,Clay,Compost,Arid,84,Chemical Control - Organic Pesticides,Late Summer,Corn,31C,Overdone,FarmGrow Inc.,Winter,133km,60%
125,Clay,Compost,Temperate,74,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,33C,Medium-Rare,AgriSeeds Co.,Summer,129km,36%
126,Saline,Organic,Tropical,84,Chemical Control - Organic Pesticides,Early Summer,Corn,32C,Medium,GreenFields,Spring,129km,61%
127,Saline,Organic,Tropical,76,Biological Control - Predatory Insects,Early Spring,Tomato,20C,Overdone,CropLife Solutions,Autumn,133km,94%
128,Loamy,Organic,Temperate,70,Chemical Control - Organic Pesticides,Early Spring,Wheat,33C,Medium,CropLife Solutions,Summer,129km,65%
129,Saline,Organic,Tropical,62,Integrated Pest Management,Early Summer,Lettuce,22C,Medium,AgriSeeds Co.,Spring,134km,87%
130,Sandy,Chemical,Temperate,75,Biological Control - Predatory Insects,Autumn,Carrot,33C,Overdone,CropLife Solutions,Spring,133km,30%
131,Saline,Organic,Tropical,80,Chemical Control - Organic Pesticides,Early Summer,Tomato,31C,Medium-Well,GreenFields,Winter,132km,59%
132,Clay,Organic,Tropical,76,Biological Control - Predatory Insects,Early Spring,Corn,32C,Rare,FarmGrow Inc.,Winter,131km,53%
133,Loamy,Organic,Temperate,69,Integrated Pest Management,Winter,Tomato,32C,Medium-Rare,CropLife Solutions,Autumn,134km,38%
134,Clay,Chemical,Arid,79,Chemical Control - Organic Pesticides,Late Spring,Carrot,22C,Medium-Well,CropLife Solutions,Winter,134km,75%
135,Loamy,Organic,Tropical,72,Integrated Pest Management,Late Spring,Corn,21C,Overdone,AgriSeeds Co.,Spring,129km,71%
136,Saline,Compost,Tropical,72,Chemical Control - Organic Pesticides,Late Summer,Carrot,25C,Well-Done,AgriSeeds Co.,Autumn,133km,30%
137,Clay,Compost,Arid,81,Chemical Control - Organic Pesticides,Autumn,Tomato,29C,Overdone,FarmGrow Inc.,Spring,131km,40%
138,Sandy,Chemical,Tropical,73,Biological Control - Predatory Insects,Early Summer,Lettuce,34C,Medium-Well,AgriSeeds Co.,Winter,132km,63%
139,Clay,Compost,Arid,80,Biological Control - Predatory Insects,Autumn,Tomato,22C,Medium,AgriSeeds Co.,Spring,133km,39%
140,Loamy,Compost,Arid,83,Chemical Control - Synthetic Pesticides,Winter,Carrot,32C,Medium-Well,AgriSeeds Co.,Autumn,134km,21%
141,Sandy,Organic,Temperate,85,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,21C,Overdone,AgriSeeds Co.,Winter,134km,44%
142,Sandy,Compost,Temperate,64,Chemical Control - Organic Pesticides,Early Summer,Potato,25C,Overdone,GreenFields,Autumn,130km,97%
143,Saline,Chemical,Arid,63,Integrated Pest Management,Early Spring,Lettuce,30C,Rare,FarmGrow Inc.,Winter,130km,67%
144,Clay,Organic,Arid,82,Chemical Control - Synthetic Pesticides,Winter,Tomato,25C,Well-Done,FarmGrow Inc.,Autumn,132km,21%
145,Sandy,Organic,Temperate,85,Biological Control - Predatory Insects,Early Summer,Potato,21C,Well-Done,FarmGrow Inc.,Spring,131km,37%
146,Sandy,Chemical,Temperate,75,Integrated Pest Management,Early Summer,Carrot,31C,Medium,AgriSeeds Co.,Autumn,132km,42%
147,Loamy,Chemical,Tropical,68,Chemical Control - Organic Pesticides,Autumn,Carrot,26C,Medium,CropLife Solutions,Winter,134km,98%
148,Clay,Compost,Arid,64,Chemical Control - Organic Pesticides,Late Spring,Carrot,23C,Rare,CropLife Solutions,Winter,129km,65%
149,Loamy,Compost,Temperate,66,Biological Control - Predatory Insects,Autumn,Carrot,32C,Medium-Well,GreenFields,Winter,133km,48%
150,Loamy,Compost,Tropical,81,Integrated Pest Management,Late Summer,Carrot,20C,Medium-Well,CropLife Solutions,Winter,132km,32%
151,Loamy,Compost,Tropical,71,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,22C,Medium-Well,CropLife Solutions,Summer,132km,87%
152,Loamy,Organic,Arid,82,Biological Control - Predatory Insects,Late Spring,Wheat,26C,Rare,AgriSeeds Co.,Autumn,129km,34%
153,Clay,Compost,Temperate,79,Chemical Control - Organic Pesticides,Early Spring,Lettuce,28C,Medium-Well,CropLife Solutions,Summer,130km,27%
154,Sandy,Chemical,Temperate,82,Biological Control - Predatory Insects,Autumn,Carrot,26C,Medium-Rare,GreenFields,Winter,128km,36%
155,Loamy,Chemical,Temperate,84,Biological Control - Predatory Insects,Winter,Potato,27C,Rare,AgriSeeds Co.,Spring,128km,52%
156,Loamy,Organic,Tropical,78,Integrated Pest Management,Autumn,Wheat,26C,Medium,FarmGrow Inc.,Autumn,129km,35%
157,Sandy,Compost,Temperate,85,Biological Control - Predatory Insects,Late Summer,Corn,28C,Medium-Well,FarmGrow Inc.,Spring,131km,70%
158,Clay,Organic,Arid,85,Integrated Pest Management,Late Spring,Potato,31C,Well-Done,GreenFields,Autumn,132km,27%
159,Saline,Compost,Tropical,65,Chemical Control - Synthetic Pesticides,Early Summer,Carrot,22C,Rare,GreenFields,Spring,133km,72%
160,Clay,Chemical,Arid,65,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,22C,Medium-Well,AgriSeeds Co.,Autumn,132km,85%
161,Saline,Compost,Tropical,73,Chemical Control - Synthetic Pesticides,Early Spring,Corn,33C,Overdone,FarmGrow Inc.,Summer,133km,52%
162,Clay,Organic,Temperate,62,Integrated Pest Management,Early Spring,Tomato,21C,Well-Done,AgriSeeds Co.,Winter,134km,92%
163,Sandy,Organic,Temperate,83,Biological Control - Predatory Insects,Early Summer,Wheat,20C,Medium-Well,AgriSeeds Co.,Summer,132km,83%
164,Loamy,Chemical,Arid,79,Integrated Pest Management,Winter,Wheat,25C,Well-Done,CropLife Solutions,Spring,134km,89%
165,Saline,Compost,Tropical,77,Integrated Pest Management,Early Spring,Tomato,33C,Well-Done,GreenFields,Summer,134km,37%
166,Loamy,Compost,Tropical,83,Integrated Pest Management,Early Spring,Potato,26C,Medium,GreenFields,Winter,133km,85%
167,Sandy,Organic,Temperate,65,Chemical Control - Organic Pesticides,Early Spring,Carrot,33C,Well-Done,GreenFields,Spring,131km,68%
168,Saline,Organic,Arid,84,Chemical Control - Synthetic Pesticides,Late Spring,Corn,33C,Well-Done,AgriSeeds Co.,Autumn,134km,23%
169,Clay,Organic,Tropical,72,Chemical Control - Organic Pesticides,Early Spring,Tomato,28C,Overdone,AgriSeeds Co.,Spring,130km,77%
170,Loamy,Organic,Temperate,77,Biological Control - Predatory Insects,Winter,Tomato,31C,Medium-Well,AgriSeeds Co.,Summer,128km,66%
171,Loamy,Compost,Tropical,62,Chemical Control - Synthetic Pesticides,Early Summer,Carrot,22C,Well-Done,FarmGrow Inc.,Spring,134km,97%
172,Saline,Compost,Tropical,73,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,23C,Medium-Well,FarmGrow Inc.,Spring,131km,84%
173,Sandy,Chemical,Arid,64,Biological Control - Predatory Insects,Winter,Potato,31C,Medium-Well,FarmGrow Inc.,Spring,131km,20%
174,Sandy,Chemical,Temperate,73,Integrated Pest Management,Early Summer,Potato,25C,Medium-Rare,AgriSeeds Co.,Autumn,134km,33%
175,Clay,Organic,Arid,72,Integrated Pest Management,Late Spring,Wheat,23C,Medium-Well,AgriSeeds Co.,Spring,130km,85%
176,Clay,Chemical,Tropical,71,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,29C,Medium-Well,GreenFields,Winter,131km,32%
177,Sandy,Compost,Tropical,80,Biological Control - Predatory Insects,Late Summer,Carrot,34C,Medium,FarmGrow Inc.,Summer,133km,87%
178,Loamy,Organic,Temperate,75,Chemical Control - Synthetic Pesticides,Winter,Carrot,25C,Medium-Well,AgriSeeds Co.,Spring,129km,42%
179,Clay,Chemical,Temperate,79,Chemical Control - Organic Pesticides,Early Summer,Corn,26C,Overdone,AgriSeeds Co.,Autumn,133km,95%
180,Loamy,Chemical,Arid,82,Chemical Control - Organic Pesticides,Late Summer,Wheat,30C,Medium-Well,AgriSeeds Co.,Winter,133km,22%
181,Saline,Chemical,Arid,62,Integrated Pest Management,Autumn,Potato,23C,Medium-Well,FarmGrow Inc.,Autumn,132km,73%
182,Clay,Chemical,Arid,67,Chemical Control - Organic Pesticides,Late Spring,Carrot,22C,Medium,CropLife Solutions,Spring,130km,84%
183,Clay,Chemical,Arid,71,Biological Control - Predatory Insects,Late Spring,Tomato,21C,Medium,AgriSeeds Co.,Spring,129km,26%
184,Clay,Compost,Tropical,61,Biological Control - Predatory Insects,Autumn,Tomato,32C,Well-Done,CropLife Solutions,Spring,130km,57%
185,Clay,Chemical,Arid,71,Integrated Pest Management,Winter,Corn,29C,Rare,GreenFields,Autumn,131km,36%
186,Saline,Organic,Temperate,60,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,28C,Overdone,CropLife Solutions,Autumn,131km,79%
187,Loamy,Compost,Temperate,67,Integrated Pest Management,Winter,Corn,29C,Medium-Well,GreenFields,Autumn,133km,51%
188,Saline,Organic,Temperate,72,Chemical Control - Organic Pesticides,Autumn,Wheat,21C,Well-Done,AgriSeeds Co.,Summer,134km,43%
189,Clay,Compost,Tropical,72,Biological Control - Predatory Insects,Late Spring,Tomato,24C,Well-Done,CropLife Solutions,Spring,129km,82%
190,Sandy,Chemical,Arid,82,Chemical Control - Synthetic Pesticides,Winter,Tomato,27C,Overdone,CropLife Solutions,Spring,134km,46%
191,Loamy,Compost,Temperate,84,Chemical Control - Organic Pesticides,Early Spring,Corn,25C,Overdone,AgriSeeds Co.,Winter,128km,39%
192,Sandy,Organic,Tropical,82,Chemical Control - Synthetic Pesticides,Autumn,Carrot,30C,Well-Done,FarmGrow Inc.,Spring,133km,37%
193,Loamy,Organic,Arid,66,Biological Control - Predatory Insects,Autumn,Wheat,22C,Medium-Rare,AgriSeeds Co.,Winter,128km,36%
194,Sandy,Organic,Arid,66,Chemical Control - Organic Pesticides,Winter,Carrot,27C,Medium-Rare,GreenFields,Autumn,129km,75%
195,Saline,Compost,Tropical,75,Chemical Control - Organic Pesticides,Late Summer,Corn,25C,Medium-Rare,CropLife Solutions,Spring,130km,67%
196,Sandy,Organic,Arid,63,Chemical Control - Organic Pesticides,Late Spring,Lettuce,25C,Medium-Well,AgriSeeds Co.,Winter,128km,31%
