id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
53,Sandy,Organic,Arid,69,Integrated Pest Management,Late Summer,Tomato,31C,Overdone,GreenFields,Winter,128km,75%
54,Loamy,Compost,Tropical,83,Chemical Control - Organic Pesticides,Early Summer,Wheat,21C,Overdone,GreenFields,Spring,132km,100%
55,Saline,Compost,Temperate,80,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,30C,Rare,CropLife Solutions,Winter,128km,29%
56,Clay,Compost,Arid,62,Biological Control - Predatory Insects,Winter,Corn,20C,Medium-Well,AgriSeeds Co.,Spring,130km,27%
57,Saline,Compost,Temperate,84,Chemical Control - Organic Pesticides,Early Spring,Carrot,29C,Medium-Rare,AgriSeeds Co.,Winter,133km,41%
58,Saline,Organic,Temperate,62,Chemical Control - Synthetic Pesticides,Early Summer,Corn,33C,Medium-Rare,AgriSeeds Co.,Spring,128km,83%
59,Loamy,Organic,Temperate,65,Chemical Control - Synthetic Pesticides,Late Spring,Corn,29C,Rare,FarmGrow Inc.,Summer,132km,37%
60,Clay,Organic,Arid,64,Chemical Control - Organic Pesticides,Late Spring,Corn,26C,Rare,AgriSeeds Co.,Autumn,130km,94%
61,Saline,Compost,Arid,67,Chemical Control - Organic Pesticides,Early Summer,Corn,25C,Medium-Rare,FarmGrow Inc.,Summer,132km,80%
62,Sandy,Chemical,Tropical,84,Biological Control - Predatory Insects,Winter,Potato,31C,Medium,CropLife Solutions,Autumn,129km,34%
63,Loamy,Compost,Tropical,76,Biological Control - Predatory Insects,Late Spring,Corn,34C,Medium,FarmGrow Inc.,Autumn,132km,90%
64,Saline,Organic,Arid,64,Biological Control - Predatory Insects,Late Spring,Potato,21C,Medium-Rare,GreenFields,Winter,133km,93%
65,Clay,Chemical,Tropical,69,Chemical Control - Synthetic Pesticides,Early Spring,Potato,23C,Rare,CropLife Solutions,Summer,129km,77%
66,Clay,Chemical,Temperate,74,Biological Control - Predatory Insects,Late Spring,Lettuce,29C,Medium,GreenFields,Winter,130km,45%
67,Sandy,Compost,Arid,71,Biological Control - Predatory Insects,Early Summer,Corn,25C,Medium,AgriSeeds Co.,Spring,130km,99%
68,Loamy,Compost,Tropical,71,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,20C,Rare,AgriSeeds Co.,Summer,132km,46%
69,Sandy,Organic,Arid,62,Biological Control - Predatory Insects,Early Summer,Lettuce,23C,Medium-Rare,FarmGrow Inc.,Summer,128km,98%
70,Saline,Compost,Temperate,62,Chemical Control - Synthetic Pesticides,Late Spring,Corn,20C,Medium-Well,GreenFields,Summer,134km,63%
71,Sandy,Chemical,Arid,65,Chemical Control - Organic Pesticides,Autumn,Potato,33C,Medium,AgriSeeds Co.,Spring,128km,81%
72,Clay,Compost,Tropical,83,Integrated Pest Management,Late Summer,Tomato,26C,Overdone,FarmGrow Inc.,Autumn,129km,38%
73,Sandy,Organic,Tropical,76,Chemical Control - Organic Pesticides,Late Summer,Potato,29C,Rare,FarmGrow Inc.,Autumn,133km,79%
74,Clay,Organic,Tropical,73,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,29C,Overdone,GreenFields,Autumn,132km,59%
75,Clay,Chemical,Temperate,76,Chemical Control - Synthetic Pesticides,Early Summer,Potato,27C,Medium,FarmGrow Inc.,Summer,129km,32%
76,Saline,Organic,Temperate,74,Biological Control - Predatory Insects,Early Spring,Carrot,29C,Overdone,CropLife Solutions,Winter,128km,62%
77,Saline,Compost,Temperate,64,Chemical Control - Organic Pesticides,Early Summer,Wheat,25C,Medium,GreenFields,Summer,133km,31%
78,Saline,Compost,Temperate,62,Chemical Control - Organic Pesticides,Late Summer,Corn,21C,Well-Done,FarmGrow Inc.,Summer,132km,24%
79,Loamy,Organic,Arid,64,Chemical Control - Synthetic Pesticides,Autumn,Carrot,21C,Medium,FarmGrow Inc.,Spring,133km,26%
80,Saline,Chemical,Tropical,82,Chemical Control - Synthetic Pesticides,Late Spring,Wheat,23C,Overdone,GreenFields,Autumn,129km,79%
81,Saline,Compost,Temperate,77,Chemical Control - Organic Pesticides,Autumn,Lettuce,32C,Well-Done,AgriSeeds Co.,Autumn,131km,50%
82,Loamy,Compost,Temperate,81,Chemical Control - Synthetic Pesticides,Early Spring,Potato,26C,Medium-Well,AgriSeeds Co.,Summer,129km,73%
83,Loamy,Organic,Arid,76,Integrated Pest Management,Autumn,Tomato,26C,Overdone,AgriSeeds Co.,Summer,131km,43%
84,Loamy,Organic,Tropical,73,Biological Control - Predatory Insects,Late Spring,Lettuce,22C,Overdone,AgriSeeds Co.,Summer,134km,72%
85,Clay,Chemical,Tropical,79,Chemical Control - Organic Pesticides,Early Summer,Potato,29C,Medium-Well,GreenFields,Autumn,128km,67%
86,Clay,Compost,Tropical,63,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,25C,Well-Done,CropLife Solutions,Summer,133km,83%
87,Sandy,Chemical,Tropical,67,Chemical Control - Organic Pesticides,Early Spring,Wheat,25C,Medium-Rare,CropLife Solutions,Summer,131km,100%
88,Saline,Chemical,Arid,83,Chemical Control - Organic Pesticides,Early Summer,Lettuce,29C,Well-Done,AgriSeeds Co.,Autumn,133km,42%
89,Saline,Compost,Tropical,68,Chemical Control - Organic Pesticides,Autumn,Carrot,22C,Medium-Rare,FarmGrow Inc.,Spring,132km,93%
90,Saline,Chemical,Arid,61,Biological Control - Predatory Insects,Early Spring,Corn,34C,Rare,CropLife Solutions,Winter,129km,43%
91,Saline,Compost,Arid,68,Integrated Pest Management,Early Summer,Lettuce,21C,Rare,GreenFields,Summer,130km,82%
92,Saline,Chemical,Temperate,72,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,22C,Medium,CropLife Solutions,Winter,128km,35%
93,Clay,Organic,Arid,66,Integrated Pest Management,Early Summer,Lettuce,27C,Rare,AgriSeeds Co.,Autumn,131km,33%
94,Saline,Chemical,Temperate,71,Integrated Pest Management,Late Summer,Corn,32C,Medium,AgriSeeds Co.,Spring,131km,46%
95,Loamy,Chemical,Tropical,82,Biological Control - Predatory Insects,Autumn,Wheat,31C,Overdone,FarmGrow Inc.,Spring,133km,76%
96,Saline,Chemical,Tropical,67,Integrated Pest Management,Late Summer,Corn,32C,Medium-Well,FarmGrow Inc.,Spring,134km,81%
97,Clay,Compost,Arid,80,Chemical Control - Synthetic Pesticides,Winter,Carrot,20C,Overdone,FarmGrow Inc.,Spring,131km,90%
98,Saline,Chemical,Tropical,85,Biological Control - Predatory Insects,Late Summer,Corn,30C,Medium-Well,FarmGrow Inc.,Spring,128km,33%
99,Saline,Organic,Arid,70,Chemical Control - Organic Pesticides,Autumn,Tomato,23C,Well-Done,AgriSeeds Co.,Spring,133km,22%
100,Sandy,Organic,Arid,82,Integrated Pest Management,Late Spring,Corn,28C,Rare,GreenFields,Winter,133km,46%
101,Loamy,Compost,Temperate,85,Integrated Pest Management,Late Spring,Tomato,31C,Medium,AgriSeeds Co.,Summer,131km,67%
102,Clay,Organic,Arid,79,Chemical Control - Organic Pesticides,Late Summer,Potato,30C,Medium-Well,FarmGrow Inc.,Summer,131km,65%
103,Sandy,Organic,Arid,70,Chemical Control - Synthetic Pesticides,Autumn,Corn,29C,Medium,FarmGrow Inc.,Summer,133km,45%
104,Clay,Chemical,Arid,73,Chemical Control - Synthetic Pesticides,Late Spring,Potato,30C,Medium,CropLife Solutions,Spring,130km,20%
105,Sandy,Organic,Temperate,64,Biological Control - Predatory Insects,Winter,Corn,22C,Rare,AgriSeeds Co.,Spring,128km,79%
106,Saline,Chemical,Temperate,73,Integrated Pest Management,Autumn,Tomato,33C,Medium,FarmGrow Inc.,Spring,129km,22%
107,Saline,Compost,Tropical,84,Biological Control - Predatory Insects,Early Spring,Carrot,31C,Medium,CropLife Solutions,Spring,131km,98%
108,Sandy,Organic,Temperate,77,Biological Control - Predatory Insects,Early Spring,Corn,29C,Medium-Well,FarmGrow Inc.,Winter,134km,83%
109,Clay,Chemical,Temperate,66,Chemical Control - Organic Pesticides,Autumn,Tomato,25C,Medium,AgriSeeds Co.,Summer,130km,68%
110,Clay,Organic,Temperate,61,Integrated Pest Management,Autumn,Wheat,29C,Rare,GreenFields,Summer,132km,55%
111,Sandy,Compost,Arid,84,Integrated Pest Management,Late Spring,Corn,28C,Medium-Rare,FarmGrow Inc.,Winter,133km,20%
112,Saline,Chemical,Tropical,70,Integrated Pest Management,Winter,Corn,20C,Well-Done,FarmGrow Inc.,Autumn,131km,40%
113,Saline,Chemical,Tropical,71,Biological Control - Predatory Insects,Autumn,Carrot,26C,Rare,GreenFields,Winter,132km,32%
114,Saline,Organic,Tropical,65,Integrated Pest Management,Late Summer,Tomato,31C,Medium-Rare,FarmGrow Inc.,Winter,129km,89%
115,Sandy,Compost,Tropical,65,Integrated Pest Management,Late Spring,Tomato,30C,Overdone,AgriSeeds Co.,Winter,132km,75%
116,Saline,Organic,Arid,60,Biological Control - Predatory Insects,Late Summer,Wheat,30C,Medium-Rare,FarmGrow Inc.,Autumn,134km,57%
117,Clay,Chemical,Tropical,63,Chemical Control - Organic Pesticides,Winter,Carrot,29C,Well-Done,AgriSeeds Co.,Autumn,130km,94%
118,Clay,Organic,Tropical,79,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,31C,Medium,AgriSeeds Co.,Summer,130km,25%
119,Loamy,Compost,Arid,73,Integrated Pest Management,Early Summer,Lettuce,28C,Medium-Rare,FarmGrow Inc.,Autumn,129km,78%
120,Saline,Organic,Arid,81,Biological Control - Predatory Insects,Autumn,Potato,31C,Medium-Rare,AgriSeeds Co.,Autumn,131km,41%
121,Loamy,Compost,Arid,62,Integrated Pest Management,Late Spring,Corn,20C,Medium-Well,CropLife Solutions,Winter,128km,70%
122,Clay,Organic,Arid,60,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,25C,Overdone,FarmGrow Inc.,Autumn,132km,71%
123,Clay,Compost,Arid,72,Chemical Control - Synthetic Pesticides,Winter,Corn,26C,Rare,CropLife Solutions,Summer,128km,97%
124,Sandy,Organic,Temperate,72,Integrated Pest Management,Winter,Wheat,27C,Rare,CropLife Solutions,Winter,131km,30%
125,Saline,Organic,Tropical,62,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,20C,Rare,GreenFields,Spring,134km,51%
126,Clay,Compost,Arid,79,Chemical Control - Organic Pesticides,Winter,Potato,20C,Well-Done,CropLife Solutions,Winter,129km,100%
127,Loamy,Organic,Arid,85,Chemical Control - Organic Pesticides,Early Spring,Corn,20C,Overdone,GreenFields,Autumn,132km,90%
128,Clay,Organic,Tropical,68,Integrated Pest Management,Winter,Lettuce,30C,Medium,GreenFields,Autumn,133km,85%
129,Clay,Chemical,Arid,66,Chemical Control - Organic Pesticides,Early Summer,Lettuce,31C,Medium-Rare,AgriSeeds Co.,Winter,133km,33%
130,Clay,Chemical,Tropical,61,Chemical Control - Organic Pesticides,Late Summer,Lettuce,23C,Medium,FarmGrow Inc.,Winter,130km,95%
131,Sandy,Organic,Arid,69,Biological Control - Predatory Insects,Autumn,Wheat,34C,Well-Done,GreenFields,Autumn,130km,89%
132,Loamy,Compost,Temperate,72,Chemical Control - Organic Pesticides,Winter,Lettuce,29C,Medium-Well,FarmGrow Inc.,Spring,130km,32%
133,Clay,Compost,Arid,68,Biological Control - Predatory Insects,Autumn,Potato,32C,Medium,FarmGrow Inc.,Autumn,134km,87%
134,Saline,Chemical,Arid,85,Integrated Pest Management,Early Summer,Tomato,24C,Medium,FarmGrow Inc.,Winter,134km,95%
135,Clay,Organic,Temperate,82,Biological Control - Predatory Insects,Early Spring,Tomato,21C,Medium-Well,AgriSeeds Co.,Summer,134km,64%
136,Sandy,Organic,Tropical,68,Biological Control - Predatory Insects,Early Summer,Lettuce,31C,Rare,CropLife Solutions,Spring,133km,42%
137,Sandy,Organic,Arid,66,Chemical Control - Synthetic Pesticides,Autumn,Tomato,26C,Rare,AgriSeeds Co.,Autumn,132km,87%
138,Saline,Compost,Arid,74,Biological Control - Predatory Insects,Early Summer,Potato,31C,Well-Done,CropLife Solutions,Winter,133km,45%
139,Clay,Compost,Temperate,68,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,21C,Medium-Well,GreenFields,Winter,131km,23%
140,Loamy,Organic,Arid,64,Biological Control - Predatory Insects,Autumn,Potato,28C,Well-Done,CropLife Solutions,Autumn,134km,93%
141,Clay,Compost,Tropical,72,Chemical Control - Organic Pesticides,Early Summer,Corn,26C,Well-Done,GreenFields,Summer,129km,60%
142,Clay,Compost,Tropical,81,Chemical Control - Synthetic Pesticides,Winter,Carrot,26C,Medium-Well,AgriSeeds Co.,Summer,130km,82%
143,Clay,Organic,Tropical,66,Biological Control - Predatory Insects,Late Spring,Potato,34C,Medium,FarmGrow Inc.,Spring,129km,39%
144,Sandy,Compost,Tropical,60,Biological Control - Predatory Insects,Autumn,Corn,32C,Well-Done,FarmGrow Inc.,Autumn,130km,91%
145,Saline,Organic,Arid,65,Integrated Pest Management,Autumn,Wheat,23C,Well-Done,FarmGrow Inc.,Autumn,134km,22%
146,Loamy,Organic,Tropical,71,Chemical Control - Synthetic Pesticides,Winter,Tomato,30C,Rare,GreenFields,Winter,131km,99%
147,Saline,Organic,Arid,68,Biological Control - Predatory Insects,Autumn,Wheat,23C,Medium,CropLife Solutions,Winter,128km,100%
148,Sandy,Organic,Arid,70,Chemical Control - Synthetic Pesticides,Early Spring,Corn,24C,Rare,GreenFields,Spring,129km,78%
149,Clay,Chemical,Arid,64,Chemical Control - Organic Pesticides,Late Summer,Corn,24C,Medium-Well,AgriSeeds Co.,Autumn,133km,26%
150,Loamy,Organic,Temperate,74,Biological Control - Predatory Insects,Late Spring,Lettuce,33C,Well-Done,GreenFields,Winter,130km,87%
151,Sandy,Organic,Temperate,67,Chemical Control - Organic Pesticides,Winter,Corn,29C,Well-Done,AgriSeeds Co.,Winter,129km,32%
152,Clay,Organic,Arid,64,Integrated Pest Management,Late Spring,Potato,20C,Overdone,CropLife Solutions,Summer,134km,54%
153,Clay,Compost,Arid,76,Chemical Control - Organic Pesticides,Late Summer,Potato,32C,Overdone,GreenFields,Winter,132km,22%
154,Sandy,Compost,Arid,77,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,21C,Medium-Rare,GreenFields,Winter,133km,25%
155,Clay,Organic,Arid,65,Chemical Control - Organic Pesticides,Early Spring,Lettuce,21C,Overdone,CropLife Solutions,Spring,131km,88%
156,Loamy,Compost,Arid,77,Chemical Control - Organic Pesticides,Early Spring,Carrot,29C,Medium-Rare,FarmGrow Inc.,Winter,129km,63%
157,Loamy,Organic,Temperate,82,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,27C,Medium-Rare,CropLife Solutions,Winter,134km,100%
158,Clay,Chemical,Tropical,67,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,31C,Well-Done,CropLife Solutions,Spring,134km,86%
159,Saline,Chemical,Arid,80,Biological Control - Predatory Insects,Late Summer,Wheat,20C,Overdone,FarmGrow Inc.,Winter,134km,51%
160,Sandy,Organic,Arid,67,Chemical Control - Organic Pesticides,Late Summer,Corn,33C,Medium,GreenFields,Spring,134km,70%
161,Loamy,Chemical,Tropical,65,Chemical Control - Organic Pesticides,Winter,Potato,34C,Rare,FarmGrow Inc.,Winter,132km,30%
162,Saline,Organic,Tropical,76,Integrated Pest Management,Autumn,Corn,22C,Medium-Rare,GreenFields,Winter,130km,48%
163,Saline,Chemical,Arid,82,Biological Control - Predatory Insects,Late Spring,Lettuce,34C,Medium-Rare,AgriSeeds Co.,Summer,128km,48%
164,Loamy,Compost,Tropical,85,Biological Control - Predatory Insects,Early Summer,Carrot,20C,Medium,CropLife Solutions,Spring,134km,31%
165,Loamy,Chemical,Temperate,65,Biological Control - Predatory Insects,Late Spring,Tomato,21C,Well-Done,AgriSeeds Co.,Summer,131km,50%
166,Clay,Compost,Arid,72,Chemical Control - Organic Pesticides,Early Spring,Tomato,24C,Overdone,GreenFields,Summer,128km,80%
167,Sandy,Compost,Tropical,82,Integrated Pest Management,Autumn,Lettuce,31C,Medium-Well,GreenFields,Autumn,134km,36%
168,Loamy,Organic,Tropical,67,Chemical Control - Organic Pesticides,Early Summer,Corn,22C,Medium-Well,FarmGrow Inc.,Autumn,134km,87%
169,Loamy,Chemical,Tropical,81,Biological Control - Predatory Insects,Late Summer,Tomato,24C,Medium-Rare,GreenFields,Summer,134km,85%
170,Sandy,Compost,Arid,66,Chemical Control - Synthetic Pesticides,Early Summer,Corn,33C,Well-Done,FarmGrow Inc.,Summer,130km,82%
171,Sandy,Chemical,Temperate,66,Biological Control - Predatory Insects,Late Spring,Corn,24C,Overdone,GreenFields,Autumn,128km,40%
172,Sandy,Organic,Tropical,85,Biological Control - Predatory Insects,Early Spring,Lettuce,31C,Medium,GreenFields,Summer,132km,42%
173,Clay,Organic,Tropical,61,Integrated Pest Management,Winter,Corn,27C,Well-Done,CropLife Solutions,Spring,133km,92%
174,Saline,Chemical,Temperate,73,Biological Control - Predatory Insects,Early Summer,Lettuce,20C,Medium,AgriSeeds Co.,Autumn,131km,21%
175,Loamy,Compost,Arid,70,Chemical Control - Organic Pesticides,Early Summer,Potato,26C,Medium,CropLife Solutions,Autumn,132km,69%
176,Clay,Organic,Temperate,78,Chemical Control - Organic Pesticides,Early Summer,Corn,27C,Rare,AgriSeeds Co.,Spring,130km,83%
177,Loamy,Compost,Arid,63,Integrated Pest Management,Autumn,Corn,25C,Rare,CropLife Solutions,Winter,133km,65%
178,Sandy,Organic,Tropical,61,Biological Control - Predatory Insects,Autumn,Corn,29C,Medium-Rare,AgriSeeds Co.,Spring,129km,30%
179,Saline,Chemical,Tropical,79,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,27C,Rare,CropLife Solutions,Winter,132km,88%
180,Saline,Chemical,Tropical,73,Biological Control - Predatory Insects,Autumn,Tomato,21C,Rare,FarmGrow Inc.,Autumn,133km,88%
181,Clay,Chemical,Arid,71,Chemical Control - Synthetic Pesticides,Early Summer,Tomato,23C,Rare,GreenFields,Summer,133km,89%
182,Saline,Chemical,Temperate,68,Biological Control - Predatory Insects,Early Spring,Lettuce,22C,Medium-Rare,AgriSeeds Co.,Spring,128km,35%
183,Sandy,Chemical,Arid,60,Chemical Control - Synthetic Pesticides,Winter,Corn,27C,Well-Done,CropLife Solutions,Winter,133km,40%
184,Sandy,Compost,Tropical,80,Integrated Pest Management,Early Spring,Lettuce,26C,Well-Done,CropLife Solutions,Autumn,129km,87%
185,Saline,Organic,Tropical,77,Biological Control - Predatory Insects,Late Summer,Carrot,29C,Medium-Well,GreenFields,Spring,130km,100%
186,Clay,Organic,Temperate,60,Chemical Control - Organic Pesticides,Winter,Corn,20C,Medium-Well,CropLife Solutions,Summer,130km,63%
187,Saline,Chemical,Tropical,66,Integrated Pest Management,Winter,Lettuce,33C,Medium-Rare,FarmGrow Inc.,Autumn,132km,92%
188,Saline,Compost,Temperate,78,Chemical Control - Organic Pesticides,Winter,Potato,30C,Medium,GreenFields,Summer,131km,92%
189,Clay,Chemical,Temperate,83,Chemical Control - Organic Pesticides,Late Spring,Corn,24C,Medium-Well,GreenFields,Winter,128km,32%
190,Sandy,Organic,Tropical,75,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,27C,Medium-Well,FarmGrow Inc.,Autumn,130km,39%
191,Clay,Chemical,Tropical,72,Integrated Pest Management,Late Spring,Wheat,28C,Medium-Well,AgriSeeds Co.,Spring,134km,28%
192,Sandy,Organic,Arid,82,Integrated Pest Management,Winter,Wheat,20C,Medium-Rare,FarmGrow Inc.,Autumn,133km,53%
193,Saline,Chemical,Arid,71,Integrated Pest Management,Late Summer,Wheat,33C,Medium,GreenFields,Autumn,131km,93%
194,Saline,Organic,Temperate,72,Chemical Control - Organic Pesticides,Early Summer,Corn,20C,Rare,FarmGrow Inc.,Summer,130km,30%
195,Sandy,Chemical,Temperate,77,Integrated Pest Management,Winter,Potato,29C,Medium-Well,FarmGrow Inc.,Winter,132km,20%
196,Sandy,Chemical,Temperate,68,Biological Control - Predatory Insects,Autumn,Potato,21C,Overdone,AgriSeeds Co.,Spring,131km,96%
197,Saline,Chemical,Arid,75,Biological Control - Predatory Insects,Winter,Carrot,31C,Rare,CropLife Solutions,Autumn,133km,99%
