id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
77,Loamy,Compost,Tropical,81,Biological Control - Predatory Insects,Late Summer,Lettuce,29C,Overdone,AgriSeeds Co.,Spring,133km,36%
78,Clay,Compost,Temperate,67,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,27C,Well-Done,FarmGrow Inc.,Spring,133km,78%
79,Saline,Chemical,Tropical,80,Integrated Pest Management,Late Summer,Lettuce,29C,Medium-Well,GreenFields,Summer,130km,43%
80,Sandy,Chemical,Tropical,69,Integrated Pest Management,Winter,Potato,32C,Well-Done,CropLife Solutions,Summer,133km,99%
81,Saline,Organic,Arid,73,Chemical Control - Organic Pesticides,Early Spring,Tomato,31C,Rare,AgriSeeds Co.,Spring,128km,97%
82,Sandy,Organic,Arid,60,Chemical Control - Synthetic Pesticides,Winter,Carrot,28C,Medium-Rare,AgriSeeds Co.,Summer,133km,40%
83,Sandy,Chemical,Temperate,77,Integrated Pest Management,Late Spring,Carrot,31C,Medium-Well,CropLife Solutions,Winter,133km,75%
84,Clay,Chemical,Arid,80,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,28C,Medium-Rare,AgriSeeds Co.,Summer,133km,90%
85,Sandy,Organic,Tropical,65,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,31C,Overdone,CropLife Solutions,Winter,128km,41%
86,Clay,Chemical,Tropical,63,Integrated Pest Management,Winter,Wheat,24C,Rare,AgriSeeds Co.,Summer,133km,68%
87,Saline,Compost,Temperate,70,Integrated Pest Management,Early Summer,Lettuce,25C,Medium-Rare,CropLife Solutions,Winter,131km,30%
88,Saline,Chemical,Temperate,62,Chemical Control - Organic Pesticides,Autumn,Lettuce,33C,Medium,CropLife Solutions,Spring,134km,21%
89,Loamy,Organic,Tropical,75,Integrated Pest Management,Winter,Carrot,23C,Well-Done,CropLife Solutions,Spring,134km,98%
90,Saline,Chemical,Arid,81,Biological Control - Predatory Insects,Early Spring,Carrot,25C,Well-Done,GreenFields,Spring,132km,98%
91,Loamy,Organic,Temperate,69,Biological Control - Predatory Insects,Autumn,Tomato,34C,Well-Done,GreenFields,Spring,133km,50%
92,Clay,Chemical,Tropical,66,Chemical Control - Organic Pesticides,Early Summer,Wheat,26C,Overdone,FarmGrow Inc.,Winter,133km,31%
93,Sandy,Organic,Temperate,79,Chemical Control - Organic Pesticides,Late Spring,Potato,34C,Medium-Well,CropLife Solutions,Spring,131km,66%
94,Loamy,Chemical,Arid,65,Chemical Control - Organic Pesticides,Late Spring,Wheat,32C,Overdone,FarmGrow Inc.,Spring,128km,38%
95,Saline,Organic,Tropical,66,Chemical Control - Organic Pesticides,Autumn,Lettuce,34C,Medium,GreenFields,Winter,132km,94%
96,Sandy,Chemical,Arid,72,Chemical Control - Synthetic Pesticides,Late Summer,Potato,21C,Medium-Rare,CropLife Solutions,Winter,134km,44%
97,Sandy,Organic,Arid,85,Biological Control - Predatory Insects,Late Spring,Potato,27C,Overdone,GreenFields,Summer,132km,20%
98,Sandy,Chemical,Arid,69,Biological Control - Predatory Insects,Autumn,Carrot,29C,Well-Done,AgriSeeds Co.,Summer,132km,27%
99,Clay,Compost,Arid,75,Biological Control - Predatory Insects,Early Summer,Carrot,31C,Medium-Well,CropLife Solutions,Winter,134km,85%
100,Clay,Chemical,Arid,60,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,27C,Medium-Well,AgriSeeds Co.,Winter,129km,46%
101,Sandy,Organic,Temperate,67,Chemical Control - Synthetic Pesticides,Late Summer,Corn,29C,Overdone,AgriSeeds Co.,Autumn,134km,93%
102,Saline,Organic,Temperate,81,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,20C,Medium-Well,AgriSeeds Co.,Winter,129km,43%
103,Clay,Chemical,Arid,70,Integrated Pest Management,Late Spring,Carrot,29C,Medium,CropLife Solutions,Summer,132km,36%
104,Saline,Organic,Arid,72,Chemical Control - Synthetic Pesticides,Late Spring,Potato,26C,Medium,FarmGrow Inc.,Winter,130km,28%
105,Loamy,Chemical,Tropical,78,Integrated Pest Management,Late Spring,Carrot,34C,Medium,FarmGrow Inc.,Autumn,129km,95%
106,Saline,Chemical,Temperate,78,Chemical Control - Organic Pesticides,Early Summer,Corn,23C,Medium-Well,GreenFields,Autumn,131km,65%
107,Saline,Organic,Arid,80,Biological Control - Predatory Insects,Autumn,Corn,33C,Well-Done,GreenFields,Autumn,132km,53%
108,Saline,Organic,Arid,69,Chemical Control - Organic Pesticides,Autumn,Wheat,25C,Well-Done,FarmGrow Inc.,Winter,129km,24%
109,Sandy,Chemical,Tropical,65,Integrated Pest Management,Winter,Lettuce,31C,Well-Done,FarmGrow Inc.,Summer,128km,51%
110,Clay,Chemical,Temperate,68,Chemical Control - Synthetic Pesticides,Winter,Wheat,20C,Well-Done,CropLife Solutions,Summer,129km,79%
111,Sandy,Organic,Arid,82,Integrated Pest Management,Winter,Potato,25C,Well-Done,FarmGrow Inc.,Winter,134km,81%
112,Sandy,Compost,Tropical,83,Biological Control - Predatory Insects,Late Spring,Carrot,29C,Medium-Well,FarmGrow Inc.,Spring,130km,46%
113,Saline,Compost,Tropical,64,Biological Control - Predatory Insects,Early Spring,Wheat,23C,Medium-Rare,AgriSeeds Co.,Summer,131km,64%
114,Sandy,Chemical,Tropical,75,Biological Control - Predatory Insects,Early Spring,Tomato,29C,Overdone,CropLife Solutions,Summer,131km,84%
115,Sandy,Chemical,Tropical,80,Biological Control - Predatory Insects,Late Spring,Tomato,32C,Medium-Rare,GreenFields,Winter,128km,87%
116,Saline,Chemical,Temperate,82,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,31C,Overdone,CropLife Solutions,Spring,132km,38%
117,Loamy,Compost,Arid,77,Chemical Control - Organic Pesticides,Winter,Tomato,30C,Medium-Well,GreenFields,Spring,132km,83%
118,Sandy,Chemical,Temperate,63,Biological Control - Predatory Insects,Early Summer,Lettuce,29C,Overdone,FarmGrow Inc.,Autumn,132km,21%
119,Loamy,Chemical,Tropical,85,Chemical Control - Organic Pesticides,Late Spring,Tomato,23C,Medium-Rare,CropLife Solutions,Winter,132km,81%
120,Loamy,Organic,Tropical,63,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,30C,Medium-Well,AgriSeeds Co.,Autumn,134km,34%
121,Sandy,Compost,Temperate,74,Biological Control - Predatory Insects,Early Spring,Potato,30C,Overdone,AgriSeeds Co.,Winter,130km,40%
122,Clay,Chemical,Temperate,67,Integrated Pest Management,Winter,Wheat,25C,Medium,AgriSeeds Co.,Autumn,129km,64%
123,Sandy,Organic,Tropical,62,Integrated Pest Management,Early Summer,Potato,27C,Medium-Well,GreenFields,Summer,130km,82%
124,Loamy,Compost,Arid,78,Integrated Pest Management,Early Summer,Carrot,27C,Well-Done,GreenFields,Winter,134km,64%
125,Clay,Compost,Arid,73,Biological Control - Predatory Insects,Late Summer,Lettuce,33C,Medium-Rare,GreenFields,Autumn,132km,88%
126,Clay,Compost,Temperate,71,Biological Control - Predatory Insects,Late Spring,Tomato,20C,Rare,CropLife Solutions,Autumn,128km,97%
127,Loamy,Organic,Arid,78,Biological Control - Predatory Insects,Late Spring,Potato,31C,Medium-Well,AgriSeeds Co.,Spring,129km,24%
128,Sandy,Chemical,Temperate,73,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,22C,Medium-Well,FarmGrow Inc.,Summer,134km,87%
129,Clay,Organic,Arid,73,Integrated Pest Management,Winter,Lettuce,32C,Medium-Well,GreenFields,Summer,132km,66%
130,Sandy,Organic,Tropical,63,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,33C,Overdone,AgriSeeds Co.,Spring,130km,58%
131,Loamy,Chemical,Arid,61,Chemical Control - Organic Pesticides,Early Spring,Potato,34C,Well-Done,GreenFields,Winter,128km,75%
132,Clay,Chemical,Tropical,72,Integrated Pest Management,Early Summer,Wheat,34C,Medium-Rare,FarmGrow Inc.,Summer,130km,61%
133,Loamy,Organic,Arid,67,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,34C,Well-Done,AgriSeeds Co.,Autumn,128km,46%
134,Sandy,Compost,Arid,79,Integrated Pest Management,Late Summer,Wheat,22C,Medium,FarmGrow Inc.,Spring,129km,94%
135,Clay,Compost,Arid,75,Biological Control - Predatory Insects,Winter,Carrot,28C,Medium-Well,CropLife Solutions,Autumn,133km,45%
136,Loamy,Compost,Tropical,69,Biological Control - Predatory Insects,Autumn,Corn,26C,Well-Done,FarmGrow Inc.,Summer,128km,90%
137,Saline,Chemical,Arid,85,Biological Control - Predatory Insects,Autumn,Lettuce,34C,Overdone,FarmGrow Inc.,Spring,132km,52%
138,Sandy,Chemical,Arid,64,Biological Control - Predatory Insects,Autumn,Carrot,26C,Overdone,CropLife Solutions,Autumn,131km,69%
139,Saline,Chemical,Temperate,63,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,30C,Rare,GreenFields,Autumn,128km,51%
140,Loamy,Chemical,Arid,70,Biological Control - Predatory Insects,Early Summer,Lettuce,33C,Medium-Rare,CropLife Solutions,Autumn,134km,37%
141,Saline,Compost,Arid,70,Chemical Control - Synthetic Pesticides,Autumn,Tomato,23C,Medium,AgriSeeds Co.,Summer,131km,83%
142,Clay,Chemical,Tropical,77,Chemical Control - Synthetic Pesticides,Early Spring,Potato,31C,Medium-Well,AgriSeeds Co.,Spring,132km,32%
143,Saline,Organic,Arid,69,Chemical Control - Synthetic Pesticides,Autumn,Wheat,24C,Rare,FarmGrow Inc.,Spring,129km,65%
144,Saline,Chemical,Arid,73,Biological Control - Predatory Insects,Late Summer,Potato,27C,Medium-Well,FarmGrow Inc.,Spring,132km,56%
145,Saline,Chemical,Tropical,74,Integrated Pest Management,Late Spring,Lettuce,34C,Medium,FarmGrow Inc.,Autumn,129km,48%
146,Clay,Organic,Tropical,70,Biological Control - Predatory Insects,Late Spring,Carrot,21C,Well-Done,CropLife Solutions,Autumn,129km,46%
147,Clay,Compost,Temperate,63,Biological Control - Predatory Insects,Late Spring,Carrot,30C,Medium-Rare,CropLife Solutions,Autumn,133km,84%
148,Sandy,Chemical,Tropical,63,Biological Control - Predatory Insects,Early Spring,Potato,20C,Overdone,FarmGrow Inc.,Autumn,130km,48%
149,Loamy,Organic,Temperate,63,Biological Control - Predatory Insects,Late Summer,Tomato,22C,Rare,FarmGrow Inc.,Autumn,131km,84%
150,Clay,Organic,Temperate,80,Chemical Control - Synthetic Pesticides,Late Summer,Potato,28C,Medium,FarmGrow Inc.,Autumn,129km,99%
151,Saline,Chemical,Tropical,75,Integrated Pest Management,Early Summer,Carrot,29C,Well-Done,FarmGrow Inc.,Winter,130km,96%
152,Saline,Chemical,Arid,69,Integrated Pest Management,Early Spring,Carrot,25C,Rare,AgriSeeds Co.,Autumn,129km,87%
153,Sandy,Organic,Tropical,78,Integrated Pest Management,Early Spring,Tomato,21C,Rare,AgriSeeds Co.,Summer,132km,35%
154,Clay,Compost,Temperate,63,Biological Control - Predatory Insects,Late Summer,Tomato,33C,Medium-Well,CropLife Solutions,Summer,134km,81%
155,Loamy,Organic,Temperate,63,Chemical Control - Organic Pesticides,Winter,Potato,28C,Overdone,CropLife Solutions,Autumn,133km,86%
156,Clay,Chemical,Tropical,78,Chemical Control - Organic Pesticides,Winter,Potato,29C,Medium,FarmGrow Inc.,Autumn,134km,100%
157,Clay,Chemical,Arid,76,Integrated Pest Management,Early Summer,Corn,31C,Medium,AgriSeeds Co.,Spring,134km,32%
158,Sandy,Chemical,Arid,67,Chemical Control - Synthetic Pesticides,Winter,Wheat,33C,Well-Done,GreenFields,Winter,134km,77%
159,Sandy,Compost,Tropical,78,Integrated Pest Management,Winter,Wheat,23C,Well-Done,GreenFields,Summer,128km,83%
160,Clay,Compost,Tropical,83,Chemical Control - Organic Pesticides,Early Spring,Lettuce,34C,Medium-Well,GreenFields,Winter,134km,26%
161,Sandy,Chemical,Arid,72,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,26C,Medium,AgriSeeds Co.,Spring,132km,38%
162,Sandy,Compost,Arid,78,Chemical Control - Organic Pesticides,Autumn,Carrot,34C,Rare,FarmGrow Inc.,Winter,130km,61%
163,Clay,Chemical,Temperate,79,Chemical Control - Organic Pesticides,Early Spring,Wheat,27C,Well-Done,AgriSeeds Co.,Autumn,132km,53%
164,Saline,Compost,Tropical,60,Biological Control - Predatory Insects,Late Summer,Lettuce,33C,Medium,FarmGrow Inc.,Spring,133km,56%
165,Saline,Organic,Arid,73,Biological Control - Predatory Insects,Late Summer,Potato,28C,Medium-Rare,AgriSeeds Co.,Winter,133km,48%
166,Loamy,Compost,Temperate,78,Chemical Control - Organic Pesticides,Late Spring,Lettuce,25C,Medium,AgriSeeds Co.,Winter,129km,49%
167,Clay,Compost,Arid,69,Biological Control - Predatory Insects,Early Summer,Corn,23C,Medium-Rare,CropLife Solutions,Autumn,133km,79%
168,Loamy,Organic,Temperate,65,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,22C,Rare,FarmGrow Inc.,Winter,133km,79%
169,Loamy,Chemical,Tropical,80,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,33C,Overdone,CropLife Solutions,Spring,129km,78%
170,Saline,Organic,Temperate,71,Integrated Pest Management,Winter,Carrot,29C,Well-Done,FarmGrow Inc.,Summer,130km,45%
171,Clay,Chemical,Arid,72,Biological Control - Predatory Insects,Late Summer,Wheat,22C,Medium-Well,CropLife Solutions,Winter,131km,47%
172,Sandy,Compost,Arid,67,Biological Control - Predatory Insects,Autumn,Potato,32C,Medium,AgriSeeds Co.,Spring,133km,24%
173,Sandy,Chemical,Temperate,67,Chemical Control - Organic Pesticides,Late Summer,Corn,34C,Medium,GreenFields,Winter,132km,71%
174,Loamy,Organic,Tropical,63,Biological Control - Predatory Insects,Late Spring,Potato,20C,Overdone,CropLife Solutions,Summer,133km,74%
175,Saline,Organic,Arid,83,Chemical Control - Synthetic Pesticides,Late Spring,Potato,29C,Rare,FarmGrow Inc.,Winter,134km,95%
176,Loamy,Compost,Temperate,61,Biological Control - Predatory Insects,Winter,Potato,24C,Rare,AgriSeeds Co.,Autumn,131km,34%
177,Clay,Chemical,Arid,76,Integrated Pest Management,Autumn,Corn,20C,Rare,CropLife Solutions,Winter,129km,79%
178,Loamy,Chemical,Temperate,73,Biological Control - Predatory Insects,Late Summer,Lettuce,24C,Medium-Well,AgriSeeds Co.,Autumn,128km,31%
179,Sandy,Chemical,Arid,60,Biological Control - Predatory Insects,Autumn,Tomato,30C,Medium-Well,CropLife Solutions,Winter,128km,45%
180,Saline,Chemical,Arid,82,Integrated Pest Management,Winter,Corn,30C,Overdone,AgriSeeds Co.,Summer,131km,29%
181,Clay,Organic,Tropical,79,Biological Control - Predatory Insects,Late Spring,Lettuce,28C,Rare,CropLife Solutions,Winter,134km,91%
182,Clay,Compost,Tropical,62,Biological Control - Predatory Insects,Late Spring,Tomato,32C,Medium-Rare,FarmGrow Inc.,Summer,129km,80%
183,Saline,Compost,Temperate,63,Chemical Control - Synthetic Pesticides,Autumn,Wheat,20C,Well-Done,AgriSeeds Co.,Autumn,131km,96%
184,Sandy,Compost,Arid,64,Integrated Pest Management,Early Summer,Tomato,33C,Medium-Rare,FarmGrow Inc.,Autumn,132km,57%
185,Saline,Compost,Tropical,77,Chemical Control - Organic Pesticides,Late Spring,Wheat,30C,Medium-Rare,FarmGrow Inc.,Autumn,133km,44%
186,Loamy,Organic,Temperate,76,Integrated Pest Management,Autumn,Corn,34C,Well-Done,CropLife Solutions,Winter,130km,49%
187,Loamy,Organic,Temperate,66,Chemical Control - Organic Pesticides,Early Summer,Corn,28C,Medium-Well,GreenFields,Spring,128km,72%
188,Clay,Organic,Temperate,65,Integrated Pest Management,Late Summer,Wheat,20C,Well-Done,CropLife Solutions,Autumn,133km,89%
189,Sandy,Chemical,Tropical,85,Chemical Control - Synthetic Pesticides,Late Spring,Corn,29C,Medium-Well,AgriSeeds Co.,Summer,132km,34%
190,Saline,Chemical,Arid,65,Chemical Control - Synthetic Pesticides,Winter,Carrot,34C,Well-Done,FarmGrow Inc.,Autumn,134km,26%
191,Clay,Chemical,Temperate,85,Chemical Control - Synthetic Pesticides,Autumn,Corn,26C,Rare,CropLife Solutions,Winter,133km,80%
192,Sandy,Chemical,Tropical,78,Chemical Control - Organic Pesticides,Winter,Wheat,31C,Medium-Rare,FarmGrow Inc.,Spring,130km,69%
193,Saline,Compost,Temperate,68,Integrated Pest Management,Winter,Tomato,26C,Rare,CropLife Solutions,Summer,134km,74%
194,Sandy,Organic,Temperate,80,Chemical Control - Organic Pesticides,Early Spring,Wheat,32C,Medium-Well,AgriSeeds Co.,Autumn,128km,42%
195,Saline,Chemical,Arid,74,Chemical Control - Synthetic Pesticides,Autumn,Carrot,20C,Well-Done,GreenFields,Autumn,132km,77%
196,Saline,Organic,Temperate,73,Integrated Pest Management,Late Spring,Corn,33C,Medium-Well,CropLife Solutions,Autumn,131km,87%
