id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
35,Clay,Chemical,Arid,85,Chemical Control - Organic Pesticides,Early Spring,Potato,30C,Overdone,GreenFields,Spring,129km,42%
36,Clay,Organic,Arid,60,Biological Control - Predatory Insects,Early Spring,Tomato,32C,Medium-Well,FarmGrow Inc.,Spring,130km,20%
37,Clay,Chemical,Arid,79,Chemical Control - Organic Pesticides,Autumn,Tomato,30C,Rare,CropLife Solutions,Spring,131km,90%
38,Loamy,Organic,Temperate,75,Chemical Control - Organic Pesticides,Winter,Tomato,29C,Medium,CropLife Solutions,Summer,128km,92%
39,Loamy,Organic,Arid,83,Biological Control - Predatory Insects,Early Spring,Carrot,32C,Medium,CropLife Solutions,Winter,129km,92%
40,Saline,Organic,Arid,66,Integrated Pest Management,Early Summer,Carrot,22C,Overdone,AgriSeeds Co.,Spring,134km,22%
41,Saline,Compost,Tropical,61,Integrated Pest Management,Late Summer,Carrot,23C,Medium-Well,FarmGrow Inc.,Winter,131km,92%
42,Saline,Organic,Tropical,85,Integrated Pest Management,Late Spring,Tomato,29C,Rare,GreenFields,Spring,132km,38%
43,Sandy,Chemical,Tropical,79,Chemical Control - Synthetic Pesticides,Autumn,Tomato,23C,Rare,CropLife Solutions,Spring,129km,77%
44,Sandy,Compost,Temperate,84,Chemical Control - Organic Pesticides,Late Spring,Lettuce,27C,Medium-Well,GreenFields,Autumn,129km,70%
45,Sandy,Compost,Temperate,79,Chemical Control - Organic Pesticides,Early Summer,Tomato,27C,Well-Done,AgriSeeds Co.,Autumn,134km,36%
46,Loamy,Organic,Arid,65,Integrated Pest Management,Winter,Lettuce,34C,Medium-Rare,AgriSeeds Co.,Winter,134km,23%
47,Loamy,Compost,Tropical,74,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,24C,Overdone,CropLife Solutions,Autumn,130km,71%
48,Loamy,Compost,Arid,72,Integrated Pest Management,Late Spring,Wheat,26C,Overdone,FarmGrow Inc.,Spring,132km,47%
49,Saline,Compost,Arid,79,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,24C,Overdone,CropLife Solutions,Spring,129km,58%
50,Sandy,Organic,Temperate,68,Chemical Control - Synthetic Pesticides,Late Summer,Potato,30C,Well-Done,GreenFields,Winter,129km,69%
51,Saline,Compost,Temperate,71,Biological Control - Predatory Insects,Late Spring,Carrot,21C,Medium-Rare,AgriSeeds Co.,Spring,132km,51%
52,Sandy,Organic,Arid,60,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,34C,Rare,GreenFields,Summer,133km,41%
53,Saline,Compost,Arid,69,Biological Control - Predatory Insects,Late Summer,Tomato,22C,Well-Done,GreenFields,Summer,133km,23%
54,Clay,Chemical,Tropical,80,Chemical Control - Organic Pesticides,Winter,Corn,29C,Medium-Rare,AgriSeeds Co.,Summer,129km,75%
55,Clay,Organic,Temperate,63,Chemical Control - Organic Pesticides,Autumn,Carrot,21C,Overdone,CropLife Solutions,Spring,131km,84%
56,Loamy,Organic,Temperate,79,Chemical Control - Organic Pesticides,Winter,Carrot,30C,Medium-Rare,AgriSeeds Co.,Summer,134km,77%
57,Clay,Organic,Tropical,81,Integrated Pest Management,Early Summer,Wheat,25C,Overdone,FarmGrow Inc.,Winter,132km,30%
58,Saline,Compost,Arid,84,Chemical Control - Synthetic Pesticides,Early Spring,Potato,23C,Medium-Rare,FarmGrow Inc.,Autumn,129km,47%
59,Clay,Chemical,Temperate,85,Biological Control - Predatory Insects,Early Summer,Potato,30C,Medium-Well,AgriSeeds Co.,Winter,134km,27%
60,Sandy,Chemical,Tropical,69,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,23C,Rare,CropLife Solutions,Spring,129km,39%
61,Sandy,Organic,Tropical,74,Chemical Control - Organic Pesticides,Winter,Corn,33C,Medium-Rare,FarmGrow Inc.,Spring,134km,84%
62,Sandy,Compost,Temperate,66,Integrated Pest Management,Late Spring,Lettuce,32C,Medium,CropLife Solutions,Summer,128km,68%
63,Clay,Organic,Temperate,68,Chemical Control - Synthetic Pesticides,Autumn,Potato,22C,Well-Done,FarmGrow Inc.,Summer,129km,98%
64,Loamy,Compost,Arid,74,Chemical Control - Organic Pesticides,Early Spring,Wheat,26C,Medium,FarmGrow Inc.,Spring,134km,69%
65,Sandy,Compost,Temperate,66,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,34C,Medium-Rare,FarmGrow Inc.,Spring,130km,28%
66,Clay,Compost,Tropical,69,Integrated Pest Management,Early Summer,Corn,20C,Well-Done,CropLife Solutions,Autumn,131km,34%
67,Sandy,Organic,Temperate,67,Chemical Control - Organic Pesticides,Late Summer,Lettuce,34C,Overdone,FarmGrow Inc.,Winter,133km,41%
68,Clay,Organic,Arid,85,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,20C,Overdone,CropLife Solutions,Winter,129km,92%
69,Loamy,Compost,Arid,68,Integrated Pest Management,Late Summer,Corn,24C,Overdone,GreenFields,Summer,132km,96%
70,Saline,Organic,Tropical,65,Integrated Pest Management,Late Summer,Corn,20C,Medium-Rare,CropLife Solutions,Autumn,132km,72%
71,Saline,Chemical,Temperate,82,Chemical Control - Synthetic Pesticides,Autumn,Wheat,29C,Well-Done,GreenFields,Winter,132km,27%
72,Saline,Compost,Tropical,62,Integrated Pest Management,Late Spring,Tomato,34C,Medium-Well,FarmGrow Inc.,Summer,134km,81%
73,Loamy,Organic,Arid,68,Biological Control - Predatory Insects,Early Summer,Corn,29C,Rare,FarmGrow Inc.,Summer,129km,81%
74,Saline,Organic,Tropical,70,Biological Control - Predatory Insects,Winter,Tomato,29C,Well-Done,CropLife Solutions,Summer,131km,91%
75,Sandy,Chemical,Temperate,72,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,24C,Rare,GreenFields,Winter,131km,75%
76,Loamy,Compost,Arid,75,Chemical Control - Organic Pesticides,Late Summer,Carrot,25C,Medium,GreenFields,Spring,128km,68%
77,Clay,Compost,Arid,65,Biological Control - Predatory Insects,Late Spring,Potato,31C,Well-Done,CropLife Solutions,Winter,133km,61%
78,Clay,Compost,Temperate,64,Chemical Control - Organic Pesticides,Early Summer,Tomato,20C,Medium-Well,FarmGrow Inc.,Spring,134km,44%
79,Loamy,Organic,Arid,64,Chemical Control - Organic Pesticides,Late Summer,Corn,23C,Medium,FarmGrow Inc.,Winter,132km,45%
80,Clay,Compost,Arid,84,Integrated Pest Management,Late Spring,Wheat,20C,Medium,FarmGrow Inc.,Autumn,128km,60%
81,Clay,Organic,Tropical,84,Chemical Control - Organic Pesticides,Autumn,Lettuce,34C,Medium-Well,FarmGrow Inc.,Autumn,132km,57%
82,Clay,Compost,Tropical,71,Chemical Control - Synthetic Pesticides,Late Summer,Potato,33C,Overdone,AgriSeeds Co.,Spring,132km,81%
83,Saline,Chemical,Arid,83,Chemical Control - Organic Pesticides,Early Spring,Carrot,28C,Well-Done,CropLife Solutions,Spring,133km,60%
84,Clay,Organic,Arid,74,Biological Control - Predatory Insects,Autumn,Wheat,27C,Medium-Rare,GreenFields,Autumn,129km,26%
85,Clay,Compost,Temperate,61,Biological Control - Predatory Insects,Autumn,Potato,32C,Overdone,AgriSeeds Co.,Winter,131km,98%
86,Loamy,Chemical,Tropical,69,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,27C,Well-Done,CropLife Solutions,Autumn,132km,75%
87,Saline,Organic,Temperate,65,Biological Control - Predatory Insects,Autumn,Lettuce,23C,Overdone,FarmGrow Inc.,Spring,130km,89%
88,Loamy,Chemical,Arid,83,Chemical Control - Organic Pesticides,Winter,Carrot,28C,Medium,FarmGrow Inc.,Spring,128km,100%
89,Clay,Compost,Arid,74,Chemical Control - Organic Pesticides,Early Spring,Wheat,26C,Well-Done,CropLife Solutions,Spring,133km,33%
90,Clay,Organic,Temperate,72,Integrated Pest Management,Late Summer,Lettuce,21C,Medium-Well,AgriSeeds Co.,Spring,131km,90%
91,Loamy,Compost,Temperate,82,Biological Control - Predatory Insects,Late Summer,Potato,24C,Medium-Rare,CropLife Solutions,Spring,130km,77%
92,Clay,Compost,Tropical,72,Chemical Control - Synthetic Pesticides,Early Spring,Potato,33C,Medium-Well,CropLife Solutions,Autumn,131km,79%
93,Sandy,Organic,Temperate,71,Chemical Control - Synthetic Pesticides,Late Spring,Potato,23C,Medium,CropLife Solutions,Winter,132km,72%
94,Saline,Chemical,Temperate,69,Chemical Control - Organic Pesticides,Autumn,Potato,30C,Well-Done,GreenFields,Summer,131km,62%
95,Saline,Compost,Temperate,77,Chemical Control - Organic Pesticides,Late Spring,Tomato,29C,Medium-Rare,AgriSeeds Co.,Winter,134km,48%
96,Saline,Compost,Arid,72,Chemical Control - Organic Pesticides,Early Summer,Lettuce,26C,Overdone,GreenFields,Winter,133km,22%
97,Sandy,Organic,Tropical,66,Chemical Control - Synthetic Pesticides,Late Summer,Potato,28C,Overdone,AgriSeeds Co.,Autumn,129km,34%
98,Sandy,Chemical,Arid,83,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,31C,Well-Done,AgriSeeds Co.,Winter,134km,89%
99,Clay,Chemical,Temperate,85,Chemical Control - Organic Pesticides,Winter,Carrot,20C,Rare,GreenFields,Winter,134km,74%
100,Sandy,Organic,Arid,66,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,21C,Overdone,GreenFields,Autumn,130km,28%
101,Sandy,Compost,Temperate,66,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,25C,Well-Done,CropLife Solutions,Summer,130km,37%
102,Saline,Compost,Temperate,85,Integrated Pest Management,Late Summer,Tomato,29C,Rare,CropLife Solutions,Summer,131km,27%
103,Sandy,Compost,Temperate,76,Chemical Control - Organic Pesticides,Late Spring,Potato,31C,Well-Done,FarmGrow Inc.,Autumn,132km,54%
104,Saline,Chemical,Arid,80,Integrated Pest Management,Late Spring,Wheat,29C,Overdone,CropLife Solutions,Spring,130km,52%
105,Clay,Chemical,Arid,62,Integrated Pest Management,Late Summer,Tomato,30C,Medium,FarmGrow Inc.,Autumn,128km,47%
106,Clay,Organic,Tropical,78,Chemical Control - Organic Pesticides,Autumn,Tomato,33C,Medium-Rare,FarmGrow Inc.,Spring,133km,87%
107,Sandy,Compost,Temperate,74,Chemical Control - Organic Pesticides,Late Summer,Carrot,32C,Overdone,FarmGrow Inc.,Winter,130km,35%
108,Sandy,Compost,Temperate,60,Chemical Control - Organic Pesticides,Autumn,Lettuce,30C,Well-Done,GreenFields,Spring,128km,46%
109,Sandy,Compost,Temperate,61,Chemical Control - Organic Pesticides,Early Spring,Potato,34C,Overdone,AgriSeeds Co.,Spring,128km,90%
110,Clay,Compost,Arid,82,Chemical Control - Synthetic Pesticides,Winter,Carrot,28C,Medium-Rare,AgriSeeds Co.,Autumn,130km,65%
111,Saline,Compost,Temperate,68,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,34C,Medium-Rare,CropLife Solutions,Spring,129km,42%
112,Saline,Compost,Temperate,71,Biological Control - Predatory Insects,Winter,Wheat,21C,Overdone,GreenFields,Autumn,129km,42%
113,Loamy,Chemical,Arid,73,Biological Control - Predatory Insects,Early Summer,Corn,25C,Medium-Rare,FarmGrow Inc.,Summer,132km,91%
114,Sandy,Organic,Tropical,75,Chemical Control - Organic Pesticides,Early Spring,Potato,22C,Medium-Rare,FarmGrow Inc.,Winter,129km,77%
115,Sandy,Organic,Temperate,73,Chemical Control - Organic Pesticides,Early Spring,Potato,27C,Rare,CropLife Solutions,Autumn,134km,56%
116,Saline,Compost,Temperate,72,Integrated Pest Management,Early Summer,Wheat,34C,Medium-Rare,CropLife Solutions,Autumn,134km,97%
117,Loamy,Organic,Tropical,65,Biological Control - Predatory Insects,Early Summer,Carrot,30C,Overdone,CropLife Solutions,Winter,132km,86%
118,Loamy,Compost,Arid,78,Integrated Pest Management,Late Spring,Wheat,32C,Rare,AgriSeeds Co.,Spring,132km,35%
119,Clay,Organic,Temperate,75,Integrated Pest Management,Autumn,Corn,26C,Well-Done,AgriSeeds Co.,Spring,129km,76%
120,Sandy,Chemical,Temperate,84,Biological Control - Predatory Insects,Autumn,Lettuce,34C,Medium-Well,AgriSeeds Co.,Winter,131km,55%
121,Loamy,Chemical,Arid,84,Biological Control - Predatory Insects,Early Summer,Carrot,25C,Medium-Well,CropLife Solutions,Summer,131km,38%
122,Sandy,Organic,Tropical,75,Chemical Control - Synthetic Pesticides,Late Spring,Corn,22C,Medium-Rare,AgriSeeds Co.,Winter,129km,100%
123,Loamy,Chemical,Tropical,69,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,32C,Well-Done,CropLife Solutions,Summer,128km,33%
124,Loamy,Organic,Arid,72,Integrated Pest Management,Early Summer,Potato,24C,Rare,GreenFields,Spring,134km,83%
125,Sandy,Compost,Temperate,83,Chemical Control - Synthetic Pesticides,Late Spring,Potato,31C,Well-Done,GreenFields,Winter,129km,83%
126,Sandy,Compost,Tropical,60,Chemical Control - Synthetic Pesticides,Winter,Corn,29C,Medium,GreenFields,Autumn,134km,62%
127,Saline,Chemical,Temperate,64,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,33C,Rare,AgriSeeds Co.,Winter,133km,85%
128,Saline,Chemical,Arid,83,Biological Control - Predatory Insects,Winter,Tomato,23C,Medium-Rare,FarmGrow Inc.,Winter,128km,28%
129,Clay,Compost,Tropical,80,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,23C,Rare,GreenFields,Summer,129km,37%
130,Sandy,Chemical,Tropical,61,Biological Control - Predatory Insects,Winter,Carrot,29C,Rare,FarmGrow Inc.,Summer,134km,34%
131,Clay,Organic,Arid,69,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,34C,Rare,AgriSeeds Co.,Spring,128km,37%
132,Sandy,Organic,Tropical,81,Integrated Pest Management,Early Summer,Wheat,25C,Overdone,FarmGrow Inc.,Spring,128km,25%
133,Clay,Chemical,Tropical,61,Integrated Pest Management,Autumn,Wheat,34C,Rare,GreenFields,Summer,130km,46%
134,Clay,Organic,Temperate,72,Integrated Pest Management,Early Summer,Carrot,32C,Medium-Well,GreenFields,Winter,132km,38%
135,Sandy,Organic,Temperate,70,Biological Control - Predatory Insects,Early Spring,Wheat,29C,Overdone,CropLife Solutions,Winter,130km,78%
136,Loamy,Compost,Tropical,62,Integrated Pest Management,Early Summer,Corn,20C,Medium,GreenFields,Winter,128km,26%
137,Saline,Compost,Tropical,70,Chemical Control - Synthetic Pesticides,Late Summer,Corn,33C,Rare,AgriSeeds Co.,Spring,134km,60%
138,Saline,Compost,Temperate,79,Integrated Pest Management,Autumn,Potato,31C,Medium,CropLife Solutions,Winter,132km,36%
139,Saline,Compost,Arid,72,Biological Control - Predatory Insects,Early Spring,Carrot,22C,Overdone,FarmGrow Inc.,Spring,131km,98%
140,Sandy,Chemical,Temperate,77,Biological Control - Predatory Insects,Late Summer,Corn,21C,Medium-Well,FarmGrow Inc.,Summer,133km,36%
141,Saline,Compost,Tropical,68,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,23C,Overdone,AgriSeeds Co.,Summer,132km,93%
142,Sandy,Organic,Temperate,80,Chemical Control - Organic Pesticides,Late Summer,Corn,22C,Medium,FarmGrow Inc.,Spring,134km,88%
143,Saline,Organic,Tropical,83,Biological Control - Predatory Insects,Autumn,Corn,26C,Rare,FarmGrow Inc.,Autumn,130km,61%
144,Clay,Compost,Tropical,79,Integrated Pest Management,Late Spring,Tomato,27C,Medium,CropLife Solutions,Summer,132km,45%
145,Clay,Organic,Tropical,72,Integrated Pest Management,Winter,Carrot,24C,Medium-Well,GreenFields,Spring,130km,43%
146,Loamy,Organic,Tropical,81,Integrated Pest Management,Winter,Tomato,29C,Medium,FarmGrow Inc.,Spring,129km,98%
147,Saline,Organic,Tropical,71,Integrated Pest Management,Late Summer,Potato,33C,Medium-Well,FarmGrow Inc.,Spring,130km,71%
148,Clay,Chemical,Temperate,76,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,29C,Overdone,CropLife Solutions,Autumn,133km,57%
149,Saline,Organic,Tropical,69,Chemical Control - Organic Pesticides,Autumn,Carrot,26C,Overdone,CropLife Solutions,Autumn,131km,34%
150,Clay,Organic,Arid,74,Integrated Pest Management,Early Summer,Corn,31C,Overdone,CropLife Solutions,Autumn,128km,22%
151,Saline,Compost,Arid,67,Integrated Pest Management,Winter,Wheat,32C,Medium,GreenFields,Summer,132km,66%
152,Loamy,Chemical,Tropical,75,Integrated Pest Management,Early Summer,Wheat,30C,Medium-Well,CropLife Solutions,Autumn,133km,69%
153,Sandy,Chemical,Arid,65,Biological Control - Predatory Insects,Winter,Corn,23C,Medium,FarmGrow Inc.,Winter,130km,72%
154,Loamy,Chemical,Tropical,63,Biological Control - Predatory Insects,Early Spring,Lettuce,22C,Medium,FarmGrow Inc.,Spring,128km,55%
155,Clay,Organic,Tropical,84,Integrated Pest Management,Late Spring,Wheat,31C,Medium,AgriSeeds Co.,Spring,130km,90%
156,Clay,Compost,Arid,71,Integrated Pest Management,Early Summer,Wheat,30C,Well-Done,CropLife Solutions,Autumn,134km,98%
157,Saline,Compost,Tropical,62,Integrated Pest Management,Early Summer,Potato,32C,Medium-Well,GreenFields,Summer,132km,36%
158,Clay,Chemical,Temperate,66,Integrated Pest Management,Early Spring,Tomato,30C,Overdone,AgriSeeds Co.,Autumn,131km,35%
159,Loamy,Organic,Arid,71,Integrated Pest Management,Autumn,Tomato,28C,Medium-Rare,GreenFields,Summer,132km,35%
160,Sandy,Compost,Temperate,66,Integrated Pest Management,Early Summer,Wheat,29C,Medium-Rare,GreenFields,Winter,129km,70%
161,Sandy,Chemical,Arid,69,Biological Control - Predatory Insects,Late Spring,Lettuce,23C,Medium,AgriSeeds Co.,Spring,130km,35%
162,Sandy,Chemical,Tropical,85,Chemical Control - Organic Pesticides,Late Spring,Tomato,28C,Medium-Well,GreenFields,Autumn,130km,91%
163,Loamy,Compost,Temperate,73,Biological Control - Predatory Insects,Early Summer,Wheat,30C,Medium,AgriSeeds Co.,Spring,132km,51%
164,Clay,Compost,Tropical,71,Biological Control - Predatory Insects,Late Summer,Potato,33C,Well-Done,FarmGrow Inc.,Autumn,133km,53%
165,Saline,Organic,Arid,85,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,32C,Medium-Well,FarmGrow Inc.,Summer,134km,61%
166,Saline,Organic,Temperate,78,Integrated Pest Management,Early Spring,Tomato,28C,Overdone,CropLife Solutions,Summer,128km,78%
167,Saline,Chemical,Arid,64,Chemical Control - Synthetic Pesticides,Late Spring,Potato,28C,Medium,CropLife Solutions,Winter,129km,24%
168,Sandy,Organic,Arid,85,Chemical Control - Synthetic Pesticides,Early Spring,Potato,33C,Well-Done,AgriSeeds Co.,Autumn,131km,36%
169,Sandy,Chemical,Tropical,61,Biological Control - Predatory Insects,Early Spring,Carrot,22C,Medium,GreenFields,Winter,132km,52%
170,Clay,Compost,Temperate,62,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,28C,Medium,GreenFields,Winter,131km,35%
171,Sandy,Chemical,Arid,66,Biological Control - Predatory Insects,Autumn,Wheat,34C,Medium,AgriSeeds Co.,Autumn,134km,74%
172,Saline,Organic,Temperate,62,Biological Control - Predatory Insects,Late Spring,Potato,26C,Medium,GreenFields,Summer,130km,39%
173,Saline,Compost,Temperate,80,Integrated Pest Management,Early Summer,Lettuce,26C,Medium-Well,GreenFields,Autumn,131km,71%
174,Clay,Compost,Temperate,78,Chemical Control - Organic Pesticides,Late Summer,Corn,32C,Rare,CropLife Solutions,Spring,130km,67%
175,Clay,Chemical,Tropical,71,Integrated Pest Management,Winter,Lettuce,23C,Well-Done,CropLife Solutions,Summer,133km,24%
176,Saline,Compost,Temperate,65,Biological Control - Predatory Insects,Late Summer,Carrot,28C,Well-Done,GreenFields,Spring,133km,33%
177,Loamy,Compost,Tropical,83,Chemical Control - Organic Pesticides,Autumn,Corn,20C,Medium-Rare,CropLife Solutions,Autumn,129km,74%
178,Saline,Chemical,Arid,65,Integrated Pest Management,Early Spring,Carrot,29C,Overdone,AgriSeeds Co.,Summer,134km,80%
179,Loamy,Chemical,Arid,74,Biological Control - Predatory Insects,Late Spring,Corn,28C,Medium-Well,GreenFields,Autumn,129km,58%
180,Clay,Chemical,Arid,62,Integrated Pest Management,Early Summer,Potato,32C,Overdone,CropLife Solutions,Spring,132km,57%
181,Saline,Organic,Tropical,63,Chemical Control - Organic Pesticides,Early Summer,Corn,27C,Rare,CropLife Solutions,Winter,128km,87%
182,Saline,Organic,Arid,79,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,28C,Well-Done,GreenFields,Spring,130km,95%
183,Loamy,Organic,Tropical,73,Integrated Pest Management,Early Spring,Tomato,31C,Rare,AgriSeeds Co.,Summer,132km,65%
184,Clay,Organic,Arid,74,Integrated Pest Management,Late Summer,Potato,26C,Medium-Well,FarmGrow Inc.,Spring,131km,57%
185,Saline,Compost,Tropical,71,Chemical Control - Synthetic Pesticides,Winter,Carrot,32C,Overdone,CropLife Solutions,Summer,131km,20%
186,Sandy,Compost,Temperate,84,Biological Control - Predatory Insects,Early Spring,Wheat,31C,Well-Done,FarmGrow Inc.,Autumn,132km,70%
187,Saline,Chemical,Temperate,68,Chemical Control - Organic Pesticides,Early Spring,Potato,33C,Overdone,AgriSeeds Co.,Autumn,131km,99%
188,Sandy,Chemical,Arid,65,Integrated Pest Management,Early Summer,Potato,31C,Overdone,FarmGrow Inc.,Autumn,133km,49%
189,Loamy,Chemical,Temperate,60,Chemical Control - Synthetic Pesticides,Winter,Corn,32C,Medium,FarmGrow Inc.,Autumn,133km,38%
190,Saline,Chemical,Arid,72,Chemical Control - Organic Pesticides,Early Summer,Wheat,28C,Overdone,GreenFields,Spring,130km,99%
191,Loamy,Chemical,Tropical,76,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,21C,Medium-Rare,FarmGrow Inc.,Summer,128km,87%
192,Loamy,Compost,Arid,72,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,22C,Well-Done,CropLife Solutions,Winter,128km,53%
193,Sandy,Chemical,Tropical,80,Chemical Control - Synthetic Pesticides,Late Summer,Potato,25C,Well-Done,GreenFields,Spring,132km,38%
194,Sandy,Compost,Tropical,61,Chemical Control - Organic Pesticides,Early Summer,Corn,33C,Medium,FarmGrow Inc.,Summer,132km,90%
195,Sandy,Chemical,Temperate,72,Chemical Control - Organic Pesticides,Winter,Wheat,30C,Medium,GreenFields,Winter,128km,90%
196,Loamy,Compost,Tropical,67,Biological Control - Predatory Insects,Early Summer,Carrot,23C,Well-Done,AgriSeeds Co.,Spring,132km,84%
197,Loamy,Compost,Temperate,62,Integrated Pest Management,Late Summer,Wheat,24C,Overdone,FarmGrow Inc.,Spring,129km,49%
