id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
28,Clay,Compost,Temperate,83,Biological Control - Predatory Insects,Late Spring,Tomato,26C,Medium-Rare,FarmGrow Inc.,Spring,133km,42%
29,Clay,Organic,Tropical,82,Biological Control - Predatory Insects,Late Summer,Carrot,20C,Overdone,CropLife Solutions,Autumn,130km,71%
30,Sandy,Chemical,Tropical,78,Biological Control - Predatory Insects,Autumn,Corn,27C,Rare,GreenFields,Summer,130km,71%
31,Clay,Chemical,Temperate,74,Integrated Pest Management,Late Summer,Potato,29C,Medium-Rare,CropLife Solutions,Summer,129km,20%
32,Sandy,Organic,Tropical,74,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,32C,Medium-Rare,CropLife Solutions,Autumn,132km,45%
33,Clay,Chemical,Tropical,79,Biological Control - Predatory Insects,Early Summer,Wheat,22C,Medium-Well,FarmGrow Inc.,Winter,131km,33%
34,Clay,Organic,Temperate,61,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,21C,Rare,CropLife Solutions,Winter,133km,90%
35,Saline,Organic,Arid,72,Chemical Control - Organic Pesticides,Late Summer,Tomato,31C,Medium-Well,FarmGrow Inc.,Winter,128km,60%
36,Loamy,Compost,Tropical,62,Biological Control - Predatory Insects,Early Summer,Tomato,29C,Well-Done,FarmGrow Inc.,Autumn,134km,90%
37,Saline,Chemical,Arid,83,Integrated Pest Management,Early Spring,Tomato,23C,Overdone,FarmGrow Inc.,Autumn,128km,81%
38,Saline,Chemical,Tropical,68,Chemical Control - Organic Pesticides,Autumn,Corn,31C,Overdone,GreenFields,Autumn,131km,100%
39,Saline,Compost,Arid,81,Biological Control - Predatory Insects,Late Spring,Lettuce,24C,Medium-Rare,FarmGrow Inc.,Spring,134km,49%
40,Loamy,Chemical,Arid,65,Integrated Pest Management,Winter,Corn,21C,Overdone,GreenFields,Summer,133km,71%
41,Saline,Organic,Temperate,79,Biological Control - Predatory Insects,Winter,Potato,30C,Rare,AgriSeeds Co.,Summer,134km,27%
42,Sandy,Compost,Temperate,66,Integrated Pest Management,Winter,Potato,27C,Medium,FarmGrow Inc.,Winter,130km,33%
43,Sandy,Chemical,Temperate,82,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,30C,Well-Done,AgriSeeds Co.,Summer,134km,91%
44,Saline,Compost,Temperate,74,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,22C,Overdone,GreenFields,Autumn,134km,79%
45,Loamy,Chemical,Arid,64,Chemical Control - Organic Pesticides,Autumn,Corn,30C,Medium,GreenFields,Spring,134km,44%
46,Loamy,Chemical,Tropical,60,Biological Control - Predatory Insects,Winter,Carrot,25C,Rare,GreenFields,Spring,131km,99%
47,Clay,Compost,Temperate,69,Chemical Control - Organic Pesticides,Winter,Carrot,26C,Rare,CropLife Solutions,Autumn,129km,64%
48,Saline,Chemical,Temperate,71,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,27C,Medium,GreenFields,Winter,128km,39%
49,Clay,Compost,Temperate,73,Chemical Control - Organic Pesticides,Late Spring,Potato,30C,Well-Done,GreenFields,Summer,128km,33%
50,Saline,Compost,Arid,64,Chemical Control - Synthetic Pesticides,Autumn,Corn,26C,Medium-Well,GreenFields,Spring,134km,38%
51,Clay,Chemical,Arid,72,Chemical Control - Organic Pesticides,Late Spring,Potato,32C,Well-Done,AgriSeeds Co.,Winter,133km,99%
52,Clay,Chemical,Arid,68,Chemical Control - Organic Pesticides,Early Summer,Tomato,20C,Medium-Rare,GreenFields,Autumn,131km,72%
53,Saline,Compost,Temperate,65,Chemical Control - Organic Pesticides,Late Summer,Wheat,25C,Medium,GreenFields,Spring,132km,28%
54,Clay,Organic,Arid,79,Integrated Pest Management,Late Spring,Lettuce,29C,Rare,GreenFields,Winter,128km,72%
55,Loamy,Compost,Temperate,61,Chemical Control - Organic Pesticides,Early Spring,Potato,23C,Medium-Rare,FarmGrow Inc.,Winter,129km,23%
56,Loamy,Chemical,Arid,78,Chemical Control - Organic Pesticides,Early Spring,Lettuce,23C,Well-Done,AgriSeeds Co.,Winter,132km,72%
57,Saline,Compost,Tropical,67,Biological Control - Predatory Insects,Late Spring,Wheat,30C,Overdone,GreenFields,Winter,134km,89%
58,Clay,Chemical,Tropical,71,Integrated Pest Management,Winter,Tomato,28C,Medium-Rare,GreenFields,Spring,134km,80%
59,Clay,Chemical,Arid,82,Integrated Pest Management,Late Spring,Carrot,26C,Medium-Well,GreenFields,Winter,131km,79%
60,Sandy,Compost,Tropical,85,Chemical Control - Organic Pesticides,Winter,Carrot,24C,Medium,AgriSeeds Co.,Winter,131km,76%
61,Saline,Compost,Temperate,79,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,33C,Well-Done,FarmGrow Inc.,Summer,130km,38%
62,Clay,Chemical,Tropical,81,Biological Control - Predatory Insects,Late Summer,Lettuce,29C,Rare,FarmGrow Inc.,Autumn,132km,86%
63,Clay,Organic,Tropical,74,Chemical Control - Organic Pesticides,Winter,Wheat,24C,Overdone,GreenFields,Winter,134km,55%
64,Clay,Compost,Tropical,66,Chemical Control - Synthetic Pesticides,Early Summer,Corn,30C,Medium,FarmGrow Inc.,Summer,132km,66%
65,Clay,Organic,Tropical,72,Chemical Control - Organic Pesticides,Late Summer,Corn,33C,Medium-Rare,CropLife Solutions,Summer,131km,72%
66,Clay,Chemical,Temperate,78,Chemical Control - Organic Pesticides,Late Summer,Carrot,25C,Medium-Well,AgriSeeds Co.,Winter,130km,70%
67,Clay,Organic,Tropical,73,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,21C,Well-Done,FarmGrow Inc.,Summer,129km,65%
68,Sandy,Organic,Tropical,66,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,34C,Rare,FarmGrow Inc.,Autumn,130km,85%
69,Clay,Organic,Temperate,78,Integrated Pest Management,Early Summer,Corn,24C,Well-Done,CropLife Solutions,Summer,131km,78%
70,Clay,Organic,Tropical,78,Chemical Control - Synthetic Pesticides,Early Summer,Potato,33C,Overdone,AgriSeeds Co.,Autumn,131km,31%
71,Saline,Compost,Tropical,82,Chemical Control - Synthetic Pesticides,Late Spring,Potato,24C,Medium-Rare,FarmGrow Inc.,Spring,132km,64%
72,Sandy,Chemical,Arid,61,Chemical Control - Organic Pesticides,Early Summer,Lettuce,25C,Medium-Rare,GreenFields,Autumn,130km,96%
73,Sandy,Chemical,Arid,75,Biological Control - Predatory Insects,Late Summer,Wheat,27C,Medium-Rare,CropLife Solutions,Summer,134km,21%
74,Saline,Organic,Temperate,68,Chemical Control - Organic Pesticides,Autumn,Wheat,27C,Medium-Rare,GreenFields,Summer,130km,47%
75,Saline,Compost,Temperate,61,Biological Control - Predatory Insects,Late Summer,Lettuce,26C,Medium-Well,AgriSeeds Co.,Spring,129km,88%
76,Sandy,Organic,Arid,76,Integrated Pest Management,Late Summer,Carrot,22C,Medium,GreenFields,Spring,133km,73%
77,Sandy,Chemical,Arid,64,Biological Control - Predatory Insects,Winter,Lettuce,32C,Overdone,GreenFields,Autumn,132km,72%
78,Saline,Organic,Tropical,73,Biological Control - Predatory Insects,Early Summer,Tomato,27C,Medium-Well,FarmGrow Inc.,Autumn,129km,63%
79,Saline,Compost,Temperate,73,Chemical Control - Organic Pesticides,Early Spring,Wheat,31C,Medium-Rare,GreenFields,Winter,132km,99%
80,Loamy,Compost,Temperate,82,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,25C,Well-Done,GreenFields,Winter,132km,96%
81,Saline,Compost,Arid,84,Chemical Control - Organic Pesticides,Winter,Wheat,29C,Medium-Well,AgriSeeds Co.,Autumn,130km,20%
82,Saline,Compost,Arid,85,Biological Control - Predatory Insects,Early Spring,Lettuce,27C,Medium-Rare,FarmGrow Inc.,Spring,134km,74%
83,Sandy,Compost,Arid,81,Integrated Pest Management,Late Summer,Corn,20C,Well-Done,AgriSeeds Co.,Autumn,130km,60%
84,Clay,Chemical,Arid,60,Chemical Control - Synthetic Pesticides,Autumn,Potato,30C,Medium-Rare,AgriSeeds Co.,Spring,128km,60%
85,Clay,Organic,Arid,61,Chemical Control - Organic Pesticides,Early Summer,Lettuce,21C,Medium,GreenFields,Spring,134km,39%
86,Saline,Organic,Temperate,62,Chemical Control - Synthetic Pesticides,Late Spring,Potato,30C,Rare,CropLife Solutions,Summer,132km,78%
87,Sandy,Organic,Temperate,83,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,24C,Rare,FarmGrow Inc.,Spring,132km,29%
88,Saline,Chemical,Arid,69,Chemical Control - Synthetic Pesticides,Late Spring,Corn,25C,Well-Done,FarmGrow Inc.,Autumn,133km,73%
89,Clay,Organic,Temperate,70,Chemical Control - Synthetic Pesticides,Early Spring,Corn,33C,Rare,AgriSeeds Co.,Winter,130km,29%
90,Sandy,Chemical,Arid,82,Chemical Control - Organic Pesticides,Early Spring,Wheat,28C,Medium,GreenFields,Autumn,130km,44%
91,Sandy,Chemical,Tropical,78,Biological Control - Predatory Insects,Autumn,Lettuce,25C,Rare,CropLife Solutions,Winter,130km,60%
92,Saline,Chemical,Arid,75,Integrated Pest Management,Late Summer,Wheat,33C,Well-Done,CropLife Solutions,Winter,130km,31%
93,Loamy,Chemical,Temperate,75,Integrated Pest Management,Autumn,Carrot,24C,Overdone,AgriSeeds Co.,Summer,129km,30%
94,Loamy,Compost,Arid,64,Biological Control - Predatory Insects,Autumn,Wheat,25C,Overdone,CropLife Solutions,Summer,133km,63%
95,Clay,Chemical,Temperate,85,Integrated Pest Management,Late Summer,Wheat,20C,Overdone,CropLife Solutions,Autumn,131km,21%
96,Sandy,Organic,Tropical,76,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,27C,Medium-Rare,CropLife Solutions,Autumn,132km,71%
97,Sandy,Chemical,Temperate,63,Integrated Pest Management,Winter,Wheat,24C,Medium,GreenFields,Autumn,130km,26%
98,Clay,Chemical,Tropical,68,Chemical Control - Synthetic Pesticides,Autumn,Carrot,23C,Medium-Well,AgriSeeds Co.,Autumn,129km,49%
99,Sandy,Chemical,Tropical,71,Biological Control - Predatory Insects,Autumn,Lettuce,33C,Rare,CropLife Solutions,Winter,129km,53%
100,Loamy,Chemical,Arid,77,Chemical Control - Organic Pesticides,Early Spring,Tomato,30C,Well-Done,CropLife Solutions,Autumn,131km,83%
101,Saline,Compost,Temperate,62,Chemical Control - Synthetic Pesticides,Winter,Wheat,26C,Rare,CropLife Solutions,Winter,131km,77%
102,Loamy,Compost,Tropical,79,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,26C,Well-Done,AgriSeeds Co.,Spring,128km,39%
103,Saline,Compost,Arid,71,Integrated Pest Management,Late Summer,Corn,22C,Rare,AgriSeeds Co.,Summer,130km,79%
104,Saline,Compost,Temperate,78,Integrated Pest Management,Early Summer,Potato,26C,Overdone,CropLife Solutions,Spring,133km,73%
105,Clay,Compost,Arid,71,Integrated Pest Management,Late Summer,Wheat,26C,Medium-Well,AgriSeeds Co.,Summer,129km,63%
106,Clay,Chemical,Arid,60,Biological Control - Predatory Insects,Late Summer,Lettuce,33C,Overdone,GreenFields,Spring,130km,20%
107,Sandy,Chemical,Arid,72,Integrated Pest Management,Late Summer,Potato,23C,Well-Done,AgriSeeds Co.,Spring,134km,30%
108,Clay,Chemical,Temperate,83,Biological Control - Predatory Insects,Late Summer,Corn,21C,Overdone,AgriSeeds Co.,Winter,129km,86%
109,Saline,Organic,Tropical,75,Chemical Control - Synthetic Pesticides,Winter,Potato,26C,Overdone,GreenFields,Winter,134km,58%
110,Sandy,Organic,Arid,79,Chemical Control - Organic Pesticides,Late Summer,Lettuce,21C,Overdone,GreenFields,Autumn,134km,82%
111,Saline,Compost,Tropical,75,Chemical Control - Synthetic Pesticides,Autumn,Carrot,28C,Medium-Rare,GreenFields,Winter,131km,39%
112,Clay,Chemical,Tropical,69,Chemical Control - Synthetic Pesticides,Winter,Carrot,30C,Well-Done,FarmGrow Inc.,Autumn,132km,64%
113,Sandy,Chemical,Arid,82,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,32C,Well-Done,CropLife Solutions,Summer,130km,28%
114,Saline,Compost,Temperate,61,Biological Control - Predatory Insects,Winter,Wheat,33C,Well-Done,GreenFields,Spring,129km,68%
115,Loamy,Organic,Arid,77,Integrated Pest Management,Early Spring,Potato,27C,Medium,FarmGrow Inc.,Summer,128km,43%
116,Sandy,Organic,Arid,77,Chemical Control - Synthetic Pesticides,Early Summer,Corn,31C,Medium-Rare,CropLife Solutions,Autumn,129km,43%
117,Clay,Compost,Temperate,71,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,25C,Rare,CropLife Solutions,Summer,132km,100%
118,Loamy,Organic,Temperate,72,Chemical Control - Synthetic Pesticides,Late Spring,Corn,26C,Well-Done,CropLife Solutions,Winter,130km,60%
119,Loamy,Chemical,Arid,82,Integrated Pest Management,Early Summer,Tomato,34C,Medium-Well,GreenFields,Winter,130km,41%
120,Sandy,Chemical,Tropical,85,Integrated Pest Management,Early Summer,Wheat,21C,Overdone,FarmGrow Inc.,Winter,128km,34%
121,Sandy,Organic,Arid,84,Integrated Pest Management,Winter,Wheat,34C,Rare,CropLife Solutions,Spring,130km,52%
122,Saline,Chemical,Arid,81,Biological Control - Predatory Insects,Late Summer,Tomato,21C,Medium-Well,GreenFields,Spring,128km,80%
123,Sandy,Compost,Arid,79,Chemical Control - Synthetic Pesticides,Autumn,Potato,29C,Medium-Well,AgriSeeds Co.,Spring,132km,57%
124,Sandy,Compost,Arid,65,Chemical Control - Synthetic Pesticides,Autumn,Tomato,23C,Medium-Well,AgriSeeds Co.,Spring,131km,27%
125,Clay,Organic,Temperate,70,Biological Control - Predatory Insects,Late Summer,Tomato,33C,Rare,CropLife Solutions,Summer,129km,97%
126,Loamy,Organic,Arid,80,Integrated Pest Management,Autumn,Tomato,33C,Well-Done,FarmGrow Inc.,Winter,132km,21%
127,Saline,Organic,Arid,71,Integrated Pest Management,Early Summer,Tomato,33C,Medium-Well,CropLife Solutions,Autumn,132km,91%
128,Loamy,Organic,Arid,65,Biological Control - Predatory Insects,Winter,Wheat,27C,Medium,GreenFields,Summer,130km,32%
129,Clay,Chemical,Tropical,67,Integrated Pest Management,Autumn,Lettuce,32C,Rare,FarmGrow Inc.,Spring,132km,58%
130,Sandy,Compost,Tropical,60,Biological Control - Predatory Insects,Late Summer,Tomato,34C,Overdone,FarmGrow Inc.,Summer,129km,67%
131,Sandy,Compost,Temperate,63,Integrated Pest Management,Autumn,Carrot,31C,Overdone,GreenFields,Summer,131km,68%
132,Sandy,Organic,Tropical,72,Chemical Control - Synthetic Pesticides,Winter,Wheat,27C,Overdone,GreenFields,Winter,134km,60%
133,Saline,Compost,Tropical,63,Chemical Control - Synthetic Pesticides,Early Summer,Carrot,33C,Well-Done,GreenFields,Winter,131km,34%
134,Loamy,Organic,Arid,66,Integrated Pest Management,Early Summer,Corn,29C,Medium-Well,GreenFields,Spring,131km,93%
135,Clay,Chemical,Temperate,81,Chemical Control - Organic Pesticides,Autumn,Wheat,25C,Medium-Well,CropLife Solutions,Spring,131km,69%
136,Clay,Organic,Arid,65,Integrated Pest Management,Late Summer,Wheat,33C,Well-Done,CropLife Solutions,Spring,129km,60%
137,Loamy,Compost,Temperate,72,Chemical Control - Organic Pesticides,Early Summer,Wheat,33C,Medium-Well,FarmGrow Inc.,Autumn,129km,83%
138,Saline,Organic,Arid,84,Chemical Control - Organic Pesticides,Late Spring,Tomato,31C,Overdone,FarmGrow Inc.,Autumn,129km,50%
139,Sandy,Organic,Temperate,66,Integrated Pest Management,Late Summer,Wheat,22C,Well-Done,GreenFields,Spring,131km,94%
140,Loamy,Chemical,Tropical,83,Integrated Pest Management,Late Spring,Tomato,31C,Well-Done,GreenFields,Spring,131km,69%
141,Saline,Compost,Temperate,63,Biological Control - Predatory Insects,Early Summer,Tomato,34C,Medium-Well,GreenFields,Winter,128km,28%
142,Loamy,Compost,Arid,74,Biological Control - Predatory Insects,Late Spring,Potato,24C,Medium,FarmGrow Inc.,Autumn,129km,24%
143,Saline,Chemical,Arid,85,Chemical Control - Synthetic Pesticides,Early Spring,Corn,27C,Medium-Rare,CropLife Solutions,Autumn,134km,86%
144,Loamy,Chemical,Temperate,77,Chemical Control - Organic Pesticides,Autumn,Carrot,26C,Overdone,AgriSeeds Co.,Autumn,130km,81%
145,Loamy,Organic,Temperate,83,Biological Control - Predatory Insects,Early Summer,Carrot,23C,Medium-Well,FarmGrow Inc.,Summer,130km,96%
146,Saline,Organic,Tropical,68,Integrated Pest Management,Late Summer,Corn,30C,Overdone,GreenFields,Summer,129km,64%
147,Saline,Compost,Arid,75,Integrated Pest Management,Early Spring,Potato,25C,Well-Done,CropLife Solutions,Winter,129km,97%
148,Loamy,Organic,Temperate,75,Chemical Control - Organic Pesticides,Early Summer,Potato,29C,Medium-Rare,AgriSeeds Co.,Summer,128km,61%
149,Loamy,Compost,Tropical,67,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,21C,Medium-Well,GreenFields,Winter,131km,33%
150,Loamy,Organic,Tropical,78,Integrated Pest Management,Autumn,Tomato,34C,Medium-Rare,AgriSeeds Co.,Summer,130km,78%
151,Clay,Organic,Temperate,60,Integrated Pest Management,Early Spring,Carrot,31C,Medium-Well,CropLife Solutions,Autumn,134km,86%
152,Clay,Compost,Temperate,69,Biological Control - Predatory Insects,Early Spring,Lettuce,21C,Medium-Rare,GreenFields,Winter,132km,84%
153,Loamy,Compost,Arid,65,Chemical Control - Organic Pesticides,Winter,Wheat,30C,Rare,AgriSeeds Co.,Spring,128km,38%
154,Sandy,Organic,Tropical,75,Biological Control - Predatory Insects,Autumn,Carrot,21C,Medium-Rare,FarmGrow Inc.,Summer,128km,100%
155,Loamy,Chemical,Arid,75,Chemical Control - Synthetic Pesticides,Early Spring,Corn,29C,Medium-Rare,CropLife Solutions,Spring,133km,93%
156,Clay,Chemical,Arid,77,Integrated Pest Management,Early Summer,Carrot,26C,Medium-Well,GreenFields,Autumn,131km,72%
157,Saline,Chemical,Temperate,70,Biological Control - Predatory Insects,Late Summer,Tomato,24C,Medium-Rare,FarmGrow Inc.,Winter,131km,62%
158,Saline,Chemical,Temperate,78,Chemical Control - Synthetic Pesticides,Late Spring,Wheat,29C,Medium-Well,AgriSeeds Co.,Autumn,129km,77%
159,Sandy,Compost,Temperate,66,Biological Control - Predatory Insects,Late Summer,Tomato,25C,Rare,AgriSeeds Co.,Autumn,132km,35%
160,Sandy,Organic,Arid,83,Biological Control - Predatory Insects,Winter,Carrot,31C,Medium,AgriSeeds Co.,Spring,132km,94%
161,Loamy,Compost,Temperate,77,Chemical Control - Organic Pesticides,Late Summer,Tomato,30C,Overdone,FarmGrow Inc.,Autumn,130km,35%
162,Saline,Compost,Temperate,64,Biological Control - Predatory Insects,Early Spring,Lettuce,26C,Rare,FarmGrow Inc.,Spring,130km,59%
163,Loamy,Chemical,Temperate,85,Chemical Control - Organic Pesticides,Late Summer,Potato,25C,Medium-Well,FarmGrow Inc.,Summer,134km,66%
164,Loamy,Chemical,Tropical,73,Chemical Control - Organic Pesticides,Early Spring,Wheat,25C,Well-Done,FarmGrow Inc.,Summer,130km,79%
165,Clay,Organic,Temperate,69,Chemical Control - Organic Pesticides,Late Spring,Carrot,21C,Well-Done,CropLife Solutions,Spring,129km,43%
166,Sandy,Chemical,Tropical,73,Chemical Control - Organic Pesticides,Early Spring,Corn,29C,Rare,CropLife Solutions,Autumn,128km,65%
167,Sandy,Chemical,Tropical,69,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,32C,Well-Done,CropLife Solutions,Autumn,134km,50%
168,Sandy,Chemical,Temperate,63,Biological Control - Predatory Insects,Winter,Carrot,27C,Medium-Well,CropLife Solutions,Spring,129km,35%
169,Clay,Chemical,Arid,63,Integrated Pest Management,Early Summer,Tomato,22C,Medium,AgriSeeds Co.,Autumn,130km,54%
170,Loamy,Organic,Temperate,66,Biological Control - Predatory Insects,Late Summer,Potato,33C,Medium,GreenFields,Winter,128km,80%
171,Saline,Compost,Tropical,62,Integrated Pest Management,Early Spring,Potato,26C,Medium-Well,GreenFields,Autumn,134km,66%
172,Sandy,Organic,Temperate,75,Biological Control - Predatory Insects,Autumn,Lettuce,30C,Medium-Rare,AgriSeeds Co.,Autumn,131km,96%
173,Sandy,Organic,Arid,70,Chemical Control - Organic Pesticides,Early Summer,Wheat,28C,Rare,CropLife Solutions,Spring,134km,68%
174,Loamy,Organic,Tropical,83,Integrated Pest Management,Early Spring,Carrot,31C,Medium-Well,CropLife Solutions,Summer,131km,93%
175,Saline,Organic,Temperate,75,Integrated Pest Management,Late Spring,Carrot,33C,Overdone,GreenFields,Summer,130km,50%
176,Sandy,Chemical,Arid,83,Chemical Control - Synthetic Pesticides,Late Summer,Potato,24C,Medium,AgriSeeds Co.,Summer,130km,85%
177,Loamy,Chemical,Tropical,72,Integrated Pest Management,Early Summer,Carrot,28C,Rare,AgriSeeds Co.,Winter,132km,40%
178,Sandy,Chemical,Tropical,73,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,28C,Well-Done,GreenFields,Summer,128km,23%
179,Sandy,Chemical,Temperate,82,Chemical Control - Synthetic Pesticides,Late Summer,Potato,30C,Well-Done,GreenFields,Autumn,131km,73%
180,Saline,Compost,Temperate,75,Biological Control - Predatory Insects,Late Spring,Corn,25C,Medium-Rare,AgriSeeds Co.,Winter,128km,77%
181,Saline,Compost,Tropical,81,Biological Control - Predatory Insects,Late Summer,Potato,27C,Rare,AgriSeeds Co.,Winter,128km,40%
182,Sandy,Organic,Temperate,75,Integrated Pest Management,Early Spring,Potato,24C,Overdone,CropLife Solutions,Spring,132km,82%
183,Loamy,Compost,Tropical,61,Biological Control - Predatory Insects,Late Summer,Wheat,23C,Medium-Well,CropLife Solutions,Summer,129km,38%
184,Sandy,Compost,Temperate,83,Integrated Pest Management,Early Spring,Lettuce,22C,Overdone,FarmGrow Inc.,Autumn,133km,56%
185,Sandy,Compost,Temperate,61,Biological Control - Predatory Insects,Early Summer,Wheat,20C,Overdone,FarmGrow Inc.,Winter,134km,91%
186,Saline,Compost,Tropical,73,Chemical Control - Organic Pesticides,Autumn,Corn,26C,Medium,AgriSeeds Co.,Winter,130km,100%
187,Sandy,Compost,Temperate,65,Integrated Pest Management,Autumn,Corn,27C,Well-Done,GreenFields,Summer,132km,90%
188,Saline,Chemical,Temperate,78,Chemical Control - Organic Pesticides,Late Summer,Lettuce,27C,Medium-Rare,AgriSeeds Co.,Winter,131km,35%
189,Clay,Compost,Temperate,77,Chemical Control - Organic Pesticides,Early Spring,Corn,24C,Medium-Well,FarmGrow Inc.,Spring,128km,30%
190,Saline,Compost,Tropical,64,Biological Control - Predatory Insects,Late Summer,Potato,27C,Well-Done,GreenFields,Autumn,128km,87%
191,Sandy,Organic,Temperate,72,Integrated Pest Management,Autumn,Potato,20C,Well-Done,AgriSeeds Co.,Winter,130km,86%
192,Loamy,Compost,Arid,63,Biological Control - Predatory Insects,Late Spring,Carrot,28C,Medium-Well,FarmGrow Inc.,Winter,128km,37%
193,Sandy,Compost,Temperate,62,Biological Control - Predatory Insects,Late Spring,Corn,30C,Medium,AgriSeeds Co.,Spring,130km,85%
194,Saline,Compost,Temperate,78,Chemical Control - Organic Pesticides,Late Spring,Wheat,31C,Overdone,AgriSeeds Co.,Summer,128km,32%
195,Sandy,Chemical,Arid,76,Chemical Control - Synthetic Pesticides,Autumn,Wheat,22C,Well-Done,AgriSeeds Co.,Autumn,130km,81%
196,Loamy,Organic,Arid,69,Integrated Pest Management,Autumn,Carrot,20C,Medium-Well,AgriSeeds Co.,Autumn,134km,54%
