id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
25,Loamy,Compost,Tropical,64,Biological Control - Predatory Insects,Winter,Potato,27C,Medium-Well,FarmGrow Inc.,Spring,133km,85%
26,Sandy,Organic,Tropical,63,Chemical Control - Synthetic Pesticides,Autumn,Corn,20C,Well-Done,AgriSeeds Co.,Autumn,128km,40%
27,Clay,Chemical,Arid,65,Biological Control - Predatory Insects,Autumn,Carrot,31C,Medium,GreenFields,Winter,132km,61%
28,Loamy,Chemical,Temperate,62,Chemical Control - Organic Pesticides,Late Summer,Potato,34C,Medium-Well,GreenFields,Summer,128km,34%
29,Sandy,Compost,Temperate,73,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,22C,Rare,GreenFields,Summer,133km,28%
30,Loamy,Compost,Tropical,74,Biological Control - Predatory Insects,Late Spring,Potato,21C,Well-Done,AgriSeeds Co.,Autumn,133km,26%
31,Saline,Chemical,Temperate,65,Integrated Pest Management,Early Summer,Wheat,31C,Well-Done,GreenFields,Spring,132km,56%
32,Saline,Compost,Arid,80,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,24C,Overdone,AgriSeeds Co.,Summer,130km,47%
33,Clay,Compost,Arid,74,Chemical Control - Synthetic Pesticides,Autumn,Tomato,32C,Medium,GreenFields,Spring,130km,36%
34,Saline,Chemical,Arid,71,Chemical Control - Synthetic Pesticides,Winter,Carrot,26C,Well-Done,CropLife Solutions,Winter,131km,68%
35,Saline,Organic,Tropical,85,Biological Control - Predatory Insects,Early Summer,Carrot,32C,Medium,GreenFields,Winter,133km,28%
36,Clay,Organic,Arid,84,Biological Control - Predatory Insects,Late Summer,Carrot,20C,Medium-Well,GreenFields,Spring,129km,37%
37,Loamy,Organic,Tropical,68,Integrated Pest Management,Early Summer,Tomato,30C,Overdone,AgriSeeds Co.,Summer,134km,43%
38,Sandy,Chemical,Temperate,75,Biological Control - Predatory Insects,Winter,Lettuce,30C,Rare,AgriSeeds Co.,Spring,132km,39%
39,Sandy,Organic,Arid,64,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,32C,Medium-Well,GreenFields,Summer,134km,21%
40,Loamy,Compost,Temperate,62,Chemical Control - Synthetic Pesticides,Late Spring,Potato,33C,Medium,AgriSeeds Co.,Winter,129km,92%
41,Loamy,Organic,Temperate,64,Chemical Control - Organic Pesticides,Winter,Potato,28C,Medium-Well,FarmGrow Inc.,Winter,134km,77%
42,Sandy,Organic,Temperate,67,Biological Control - Predatory Insects,Early Spring,Corn,34C,Medium,AgriSeeds Co.,Summer,132km,33%
43,Sandy,Organic,Arid,69,Integrated Pest Management,Late Spring,Corn,22C,Medium-Rare,CropLife Solutions,Summer,130km,93%
44,Clay,Chemical,Arid,82,Chemical Control - Organic Pesticides,Early Spring,Potato,26C,Medium-Rare,FarmGrow Inc.,Winter,128km,27%
45,Sandy,Organic,Temperate,74,Biological Control - Predatory Insects,Late Spring,Potato,26C,Medium,AgriSeeds Co.,Autumn,134km,30%
46,Clay,Chemical,Temperate,85,Chemical Control - Organic Pesticides,Early Summer,Corn,22C,Overdone,FarmGrow Inc.,Autumn,133km,62%
47,Loamy,Compost,Temperate,62,Chemical Control - Organic Pesticides,Late Summer,Carrot,31C,Medium-Well,GreenFields,Spring,133km,37%
48,Saline,Organic,Temperate,82,Integrated Pest Management,Autumn,Tomato,26C,Medium,AgriSeeds Co.,Spring,134km,46%
49,Clay,Compost,Tropical,64,Chemical Control - Synthetic Pesticides,Early Summer,Corn,33C,Medium-Rare,AgriSeeds Co.,Spring,134km,32%
50,Loamy,Compost,Temperate,69,Biological Control - Predatory Insects,Early Summer,Potato,28C,Well-Done,AgriSeeds Co.,Spring,128km,35%
51,Loamy,Chemical,Temperate,80,Chemical Control - Organic Pesticides,Early Spring,Potato,29C,Well-Done,CropLife Solutions,Autumn,129km,24%
52,Clay,Chemical,Temperate,83,Integrated Pest Management,Early Spring,Carrot,24C,Medium-Rare,FarmGrow Inc.,Winter,130km,43%
53,Saline,Chemical,Arid,62,Chemical Control - Organic Pesticides,Autumn,Carrot,32C,Well-Done,CropLife Solutions,Winter,133km,87%
54,Clay,Compost,Arid,79,Chemical Control - Organic Pesticides,Early Spring,Corn,24C,Medium-Rare,CropLife Solutions,Autumn,130km,93%
55,Loamy,Compost,Temperate,67,Chemical Control - Organic Pesticides,Early Summer,Corn,27C,Medium-Rare,AgriSeeds Co.,Summer,132km,87%
56,Clay,Chemical,Arid,73,Chemical Control - Organic Pesticides,Early Spring,Lettuce,30C,Overdone,GreenFields,Spring,132km,98%
57,Saline,Compost,Tropical,63,Chemical Control - Organic Pesticides,Winter,Wheat,32C,Rare,AgriSeeds Co.,Autumn,131km,65%
58,Loamy,Compost,Arid,84,Chemical Control - Organic Pesticides,Early Spring,Tomato,32C,Medium-Rare,FarmGrow Inc.,Summer,129km,79%
59,Sandy,Chemical,Arid,66,Biological Control - Predatory Insects,Autumn,Lettuce,34C,Medium-Rare,CropLife Solutions,Winter,129km,52%
60,Loamy,Compost,Temperate,78,Biological Control - Predatory Insects,Late Summer,Tomato,25C,Well-Done,GreenFields,Winter,129km,68%
61,Saline,Organic,Tropical,74,Chemical Control - Synthetic Pesticides,Winter,Potato,21C,Medium-Well,FarmGrow Inc.,Autumn,129km,39%
62,Sandy,Organic,Arid,81,Integrated Pest Management,Early Summer,Carrot,29C,Rare,GreenFields,Summer,129km,41%
63,Sandy,Compost,Tropical,66,Chemical Control - Organic Pesticides,Early Spring,Tomato,26C,Medium-Rare,AgriSeeds Co.,Autumn,130km,31%
64,Saline,Chemical,Tropical,78,Chemical Control - Organic Pesticides,Early Spring,Lettuce,22C,Overdone,CropLife Solutions,Autumn,130km,79%
65,Loamy,Organic,Tropical,63,Chemical Control - Organic Pesticides,Early Spring,Wheat,25C,Medium-Rare,AgriSeeds Co.,Summer,129km,48%
66,Sandy,Organic,Temperate,72,Biological Control - Predatory Insects,Late Spring,Tomato,23C,Medium-Well,AgriSeeds Co.,Summer,129km,61%
67,Clay,Compost,Arid,84,Chemical Control - Organic Pesticides,Autumn,Lettuce,30C,Medium,GreenFields,Summer,132km,100%
68,Saline,Organic,Tropical,67,Chemical Control - Organic Pesticides,Winter,Potato,31C,Medium,CropLife Solutions,Autumn,131km,73%
69,Loamy,Compost,Arid,70,Chemical Control - Synthetic Pesticides,Autumn,Carrot,21C,Well-Done,FarmGrow Inc.,Winter,129km,61%
70,Sandy,Organic,Tropical,81,Chemical Control - Organic Pesticides,Early Summer,Corn,26C,Rare,AgriSeeds Co.,Autumn,130km,67%
71,Saline,Chemical,Tropical,75,Chemical Control - Organic Pesticides,Autumn,Corn,22C,Overdone,FarmGrow Inc.,Summer,134km,54%
72,Sandy,Compost,Tropical,68,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,31C,Medium-Rare,GreenFields,Spring,129km,56%
73,Clay,Chemical,Temperate,62,Integrated Pest Management,Late Summer,Lettuce,28C,Medium,FarmGrow Inc.,Winter,129km,36%
74,Sandy,Compost,Tropical,73,Biological Control - Predatory Insects,Winter,Corn,20C,Well-Done,FarmGrow Inc.,Summer,132km,97%
75,Sandy,Chemical,Tropical,78,Integrated Pest Management,Early Summer,Corn,32C,Medium-Well,CropLife Solutions,Winter,133km,49%
76,Loamy,Chemical,Tropical,78,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,32C,Medium,GreenFields,Summer,134km,98%
77,Sandy,Chemical,Temperate,79,Chemical Control - Organic Pesticides,Late Spring,Carrot,30C,Well-Done,FarmGrow Inc.,Autumn,131km,72%
78,Sandy,Compost,Arid,79,Biological Control - Predatory Insects,Late Summer,Corn,21C,Rare,CropLife Solutions,Spring,131km,27%
79,Loamy,Compost,Arid,65,Integrated Pest Management,Late Summer,Lettuce,25C,Medium,CropLife Solutions,Winter,130km,47%
80,Clay,Organic,Temperate,64,Biological Control - Predatory Insects,Early Summer,Corn,20C,Well-Done,FarmGrow Inc.,Summer,134km,51%
81,Sandy,Organic,Tropical,73,Integrated Pest Management,Late Summer,Carrot,21C,Overdone,GreenFields,Winter,133km,41%
82,Loamy,Chemical,Tropical,79,Chemical Control - Synthetic Pesticides,Late Spring,Corn,27C,Medium-Rare,AgriSeeds Co.,Spring,128km,95%
83,Saline,Organic,Temperate,61,Biological Control - Predatory Insects,Winter,Potato,31C,Well-Done,FarmGrow Inc.,Winter,131km,47%
84,Saline,Chemical,Arid,65,Chemical Control - Organic Pesticides,Autumn,Lettuce,31C,Medium-Well,GreenFields,Spring,131km,82%
85,Saline,Compost,Tropical,85,Integrated Pest Management,Late Summer,Wheat,22C,Rare,FarmGrow Inc.,Spring,134km,26%
86,Saline,Organic,Tropical,79,Chemical Control - Organic Pesticides,Autumn,Lettuce,24C,Medium-Rare,FarmGrow Inc.,Summer,133km,26%
87,Sandy,Compost,Temperate,72,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,28C,Rare,AgriSeeds Co.,Winter,133km,36%
88,Saline,Chemical,Tropical,85,Chemical Control - Organic Pesticides,Autumn,Wheat,20C,Medium,CropLife Solutions,Winter,129km,74%
89,Sandy,Compost,Temperate,81,Integrated Pest Management,Early Spring,Wheat,28C,Medium-Well,AgriSeeds Co.,Spring,129km,89%
90,Saline,Compost,Temperate,65,Chemical Control - Organic Pesticides,Winter,Wheat,26C,Overdone,FarmGrow Inc.,Winter,131km,45%
91,Sandy,Compost,Temperate,80,Biological Control - Predatory Insects,Autumn,Tomato,30C,Medium-Well,AgriSeeds Co.,Spring,128km,85%
92,Loamy,Chemical,Temperate,61,Biological Control - Predatory Insects,Early Summer,Lettuce,25C,Well-Done,FarmGrow Inc.,Winter,132km,46%
93,Sandy,Organic,Arid,73,Integrated Pest Management,Late Spring,Carrot,34C,Overdone,FarmGrow Inc.,Winter,131km,27%
94,Saline,Chemical,Temperate,60,Integrated Pest Management,Late Spring,Lettuce,22C,Medium,FarmGrow Inc.,Summer,133km,85%
95,Saline,Chemical,Arid,68,Integrated Pest Management,Early Spring,Potato,31C,Well-Done,CropLife Solutions,Autumn,132km,55%
96,Sandy,Organic,Tropical,72,Chemical Control - Synthetic Pesticides,Winter,Wheat,32C,Overdone,GreenFields,Autumn,128km,20%
97,Clay,Organic,Arid,61,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,21C,Well-Done,FarmGrow Inc.,Autumn,128km,88%
98,Clay,Organic,Temperate,66,Biological Control - Predatory Insects,Late Spring,Tomato,20C,Well-Done,AgriSeeds Co.,Spring,129km,71%
99,Loamy,Compost,Tropical,66,Integrated Pest Management,Early Summer,Lettuce,26C,Medium,FarmGrow Inc.,Spring,130km,96%
100,Sandy,Organic,Arid,83,Integrated Pest Management,Autumn,Wheat,25C,Well-Done,GreenFields,Summer,132km,57%
101,Clay,Organic,Temperate,66,Chemical Control - Organic Pesticides,Early Summer,Lettuce,33C,Medium-Rare,CropLife Solutions,Autumn,131km,51%
102,Clay,Compost,Tropical,63,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,34C,Medium-Rare,AgriSeeds Co.,Winter,130km,65%
103,Loamy,Organic,Tropical,64,Chemical Control - Synthetic Pesticides,Autumn,Potato,32C,Well-Done,GreenFields,Winter,132km,50%
104,Loamy,Organic,Temperate,78,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,34C,Medium-Rare,AgriSeeds Co.,Winter,134km,20%
105,Clay,Compost,Arid,76,Chemical Control - Organic Pesticides,Winter,Tomato,24C,Well-Done,CropLife Solutions,Spring,132km,86%
106,Clay,Compost,Temperate,62,Integrated Pest Management,Late Spring,Corn,29C,Medium-Well,CropLife Solutions,Spring,133km,33%
107,Loamy,Chemical,Arid,70,Biological Control - Predatory Insects,Winter,Lettuce,20C,Medium-Rare,GreenFields,Summer,131km,95%
108,Sandy,Chemical,Arid,65,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,21C,Overdone,CropLife Solutions,Winter,134km,39%
109,Sandy,Organic,Tropical,74,Chemical Control - Organic Pesticides,Winter,Lettuce,27C,Medium-Rare,CropLife Solutions,Spring,130km,93%
110,Loamy,Organic,Temperate,67,Integrated Pest Management,Early Summer,Lettuce,27C,Well-Done,AgriSeeds Co.,Summer,130km,95%
111,Saline,Organic,Tropical,81,Biological Control - Predatory Insects,Late Spring,Wheat,31C,Rare,GreenFields,Autumn,128km,84%
112,Clay,Compost,Tropical,61,Biological Control - Predatory Insects,Autumn,Corn,28C,Medium,FarmGrow Inc.,Winter,130km,95%
113,Clay,Organic,Arid,61,Chemical Control - Organic Pesticides,Late Spring,Corn,20C,Well-Done,FarmGrow Inc.,Winter,129km,82%
114,Saline,Organic,Tropical,85,Biological Control - Predatory Insects,Early Spring,Corn,31C,Medium-Well,AgriSeeds Co.,Summer,132km,90%
115,Saline,Organic,Arid,74,Biological Control - Predatory Insects,Early Summer,Wheat,20C,Rare,AgriSeeds Co.,Autumn,128km,30%
116,Sandy,Organic,Arid,81,Biological Control - Predatory Insects,Late Summer,Corn,26C,Medium,AgriSeeds Co.,Summer,132km,42%
117,Clay,Organic,Arid,62,Biological Control - Predatory Insects,Winter,Wheat,32C,Medium,FarmGrow Inc.,Winter,131km,69%
118,Sandy,Organic,Temperate,79,Biological Control - Predatory Insects,Late Spring,Potato,30C,Medium-Well,CropLife Solutions,Spring,129km,88%
119,Loamy,Organic,Arid,80,Chemical Control - Synthetic Pesticides,Autumn,Corn,29C,Overdone,CropLife Solutions,Winter,128km,83%
120,Sandy,Organic,Arid,81,Chemical Control - Organic Pesticides,Autumn,Tomato,24C,Rare,GreenFields,Summer,130km,21%
121,Sandy,Compost,Tropical,75,Biological Control - Predatory Insects,Late Spring,Carrot,30C,Rare,AgriSeeds Co.,Winter,132km,57%
122,Saline,Organic,Temperate,69,Integrated Pest Management,Early Summer,Potato,28C,Medium-Rare,CropLife Solutions,Autumn,134km,67%
123,Sandy,Organic,Arid,72,Chemical Control - Organic Pesticides,Early Spring,Wheat,29C,Overdone,CropLife Solutions,Winter,131km,78%
124,Saline,Compost,Tropical,73,Chemical Control - Organic Pesticides,Late Spring,Potato,26C,Well-Done,FarmGrow Inc.,Summer,130km,33%
125,Sandy,Chemical,Tropical,82,Chemical Control - Organic Pesticides,Winter,Potato,33C,Well-Done,CropLife Solutions,Spring,131km,75%
126,Clay,Chemical,Tropical,85,Chemical Control - Organic Pesticides,Late Spring,Potato,20C,Medium-Well,FarmGrow Inc.,Autumn,132km,72%
127,Sandy,Compost,Temperate,69,Integrated Pest Management,Late Spring,Wheat,33C,Well-Done,FarmGrow Inc.,Autumn,132km,65%
128,Saline,Compost,Arid,76,Chemical Control - Organic Pesticides,Winter,Lettuce,28C,Medium-Rare,AgriSeeds Co.,Summer,128km,23%
129,Loamy,Compost,Tropical,79,Chemical Control - Synthetic Pesticides,Autumn,Potato,33C,Overdone,AgriSeeds Co.,Spring,129km,83%
130,Clay,Organic,Tropical,67,Integrated Pest Management,Early Summer,Carrot,34C,Medium-Rare,AgriSeeds Co.,Spring,134km,59%
131,Sandy,Organic,Arid,77,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,33C,Rare,FarmGrow Inc.,Winter,130km,40%
132,Sandy,Chemical,Arid,68,Chemical Control - Synthetic Pesticides,Early Summer,Corn,30C,Well-Done,AgriSeeds Co.,Spring,133km,79%
133,Saline,Compost,Arid,71,Chemical Control - Organic Pesticides,Winter,Potato,21C,Medium-Well,CropLife Solutions,Spring,133km,94%
134,Loamy,Chemical,Temperate,78,Biological Control - Predatory Insects,Late Summer,Potato,25C,Rare,AgriSeeds Co.,Summer,133km,99%
135,Saline,Organic,Tropical,63,Chemical Control - Synthetic Pesticides,Winter,Carrot,28C,Overdone,AgriSeeds Co.,Spring,129km,44%
136,Loamy,Compost,Arid,63,Biological Control - Predatory Insects,Early Summer,Corn,28C,Well-Done,GreenFields,Winter,132km,65%
137,Clay,Compost,Temperate,69,Integrated Pest Management,Late Summer,Tomato,29C,Rare,CropLife Solutions,Autumn,131km,90%
138,Clay,Compost,Temperate,70,Chemical Control - Organic Pesticides,Autumn,Tomato,31C,Medium-Well,CropLife Solutions,Spring,132km,74%
139,Sandy,Chemical,Arid,84,Chemical Control - Organic Pesticides,Early Spring,Carrot,33C,Overdone,AgriSeeds Co.,Summer,132km,56%
140,Clay,Organic,Arid,81,Chemical Control - Organic Pesticides,Winter,Tomato,25C,Medium-Rare,GreenFields,Autumn,129km,30%
141,Clay,Chemical,Temperate,76,Integrated Pest Management,Autumn,Potato,27C,Medium-Rare,GreenFields,Summer,134km,56%
142,Clay,Organic,Tropical,85,Integrated Pest Management,Early Summer,Lettuce,33C,Overdone,FarmGrow Inc.,Summer,134km,92%
143,Sandy,Organic,Tropical,64,Biological Control - Predatory Insects,Early Spring,Lettuce,21C,Overdone,AgriSeeds Co.,Autumn,128km,81%
144,Sandy,Chemical,Tropical,76,Chemical Control - Synthetic Pesticides,Winter,Potato,22C,Medium,FarmGrow Inc.,Autumn,129km,88%
145,Loamy,Organic,Arid,77,Chemical Control - Organic Pesticides,Late Summer,Tomato,28C,Rare,AgriSeeds Co.,Winter,129km,38%
146,Clay,Compost,Arid,65,Chemical Control - Organic Pesticides,Late Spring,Potato,29C,Overdone,GreenFields,Summer,129km,49%
147,Sandy,Chemical,Arid,73,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,24C,Well-Done,CropLife Solutions,Winter,133km,23%
148,Sandy,Chemical,Temperate,73,Biological Control - Predatory Insects,Winter,Carrot,32C,Overdone,CropLife Solutions,Autumn,129km,37%
149,Clay,Chemical,Arid,81,Biological Control - Predatory Insects,Autumn,Corn,23C,Overdone,GreenFields,Winter,132km,58%
150,Clay,Organic,Temperate,77,Integrated Pest Management,Late Spring,Wheat,22C,Medium-Well,GreenFields,Summer,130km,88%
151,Clay,Organic,Arid,80,Biological Control - Predatory Insects,Early Summer,Carrot,26C,Rare,FarmGrow Inc.,Spring,131km,62%
152,Loamy,Compost,Arid,63,Chemical Control - Synthetic Pesticides,Late Spring,Corn,20C,Rare,GreenFields,Summer,130km,20%
153,Clay,Chemical,Arid,78,Integrated Pest Management,Early Summer,Wheat,28C,Well-Done,AgriSeeds Co.,Autumn,129km,33%
154,Saline,Compost,Arid,66,Chemical Control - Synthetic Pesticides,Winter,Corn,32C,Rare,FarmGrow Inc.,Winter,133km,75%
155,Loamy,Compost,Tropical,61,Biological Control - Predatory Insects,Early Spring,Corn,24C,Medium,FarmGrow Inc.,Autumn,131km,93%
156,Loamy,Organic,Temperate,82,Biological Control - Predatory Insects,Early Spring,Tomato,31C,Medium,AgriSeeds Co.,Autumn,131km,99%
157,Sandy,Organic,Tropical,73,Chemical Control - Synthetic Pesticides,Late Summer,Potato,31C,Rare,AgriSeeds Co.,Spring,133km,34%
158,Clay,Chemical,Tropical,85,Chemical Control - Organic Pesticides,Autumn,Tomato,22C,Medium-Rare,AgriSeeds Co.,Spring,131km,22%
159,Clay,Chemical,Arid,63,Biological Control - Predatory Insects,Late Spring,Carrot,24C,Medium-Rare,FarmGrow Inc.,Autumn,128km,78%
160,Saline,Chemical,Arid,69,Biological Control - Predatory Insects,Early Spring,Tomato,29C,Well-Done,FarmGrow Inc.,Autumn,129km,73%
161,Loamy,Chemical,Tropical,72,Chemical Control - Synthetic Pesticides,Autumn,Corn,26C,Medium,GreenFields,Spring,130km,48%
162,Clay,Chemical,Tropical,68,Chemical Control - Synthetic Pesticides,Winter,Lettuce,30C,Rare,FarmGrow Inc.,Summer,129km,29%
163,Sandy,Compost,Temperate,61,Integrated Pest Management,Late Summer,Tomato,29C,Medium-Well,GreenFields,Winter,132km,30%
164,Loamy,Organic,Arid,82,Biological Control - Predatory Insects,Autumn,Tomato,25C,Medium-Well,CropLife Solutions,Summer,134km,90%
165,Sandy,Compost,Temperate,60,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,29C,Well-Done,GreenFields,Spring,129km,41%
166,Saline,Compost,Tropical,85,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,32C,Overdone,FarmGrow Inc.,Winter,131km,97%
167,Loamy,Chemical,Arid,80,Biological Control - Predatory Insects,Early Summer,Carrot,28C,Medium-Well,FarmGrow Inc.,Summer,134km,71%
168,Sandy,Chemical,Arid,70,Biological Control - Predatory Insects,Autumn,Lettuce,21C,Medium,CropLife Solutions,Spring,131km,97%
169,Saline,Organic,Tropical,63,Chemical Control - Organic Pesticides,Early Summer,Potato,34C,Medium,GreenFields,Summer,129km,56%
170,Clay,Compost,Arid,79,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,32C,Medium-Rare,GreenFields,Spring,131km,81%
171,Saline,Compost,Temperate,67,Biological Control - Predatory Insects,Late Summer,Potato,28C,Overdone,GreenFields,Summer,131km,45%
172,Saline,Chemical,Tropical,71,Chemical Control - Synthetic Pesticides,Autumn,Tomato,24C,Rare,GreenFields,Winter,130km,81%
173,Saline,Chemical,Temperate,62,Integrated Pest Management,Early Summer,Lettuce,31C,Overdone,FarmGrow Inc.,Summer,134km,75%
174,Saline,Compost,Temperate,64,Integrated Pest Management,Early Summer,Wheat,32C,Medium-Rare,AgriSeeds Co.,Winter,130km,61%
175,Sandy,Organic,Temperate,62,Biological Control - Predatory Insects,Early Spring,Lettuce,29C,Well-Done,GreenFields,Winter,132km,98%
176,Loamy,Compost,Arid,60,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,31C,Medium,AgriSeeds Co.,Winter,130km,89%
177,Clay,Compost,Tropical,81,Integrated Pest Management,Late Spring,Corn,24C,Well-Done,FarmGrow Inc.,Summer,128km,36%
178,Clay,Compost,Arid,82,Chemical Control - Organic Pesticides,Early Spring,Wheat,33C,Medium,AgriSeeds Co.,Autumn,129km,32%
179,Clay,Organic,Arid,81,Integrated Pest Management,Winter,Lettuce,29C,Overdone,AgriSeeds Co.,Autumn,132km,58%
180,Saline,Chemical,Temperate,85,Chemical Control - Organic Pesticides,Late Summer,Carrot,23C,Well-Done,FarmGrow Inc.,Autumn,133km,59%
181,Saline,Chemical,Tropical,60,Chemical Control - Synthetic Pesticides,Autumn,Wheat,22C,Overdone,CropLife Solutions,Autumn,132km,54%
182,Sandy,Compost,Arid,66,Integrated Pest Management,Late Spring,Corn,30C,Overdone,CropLife Solutions,Spring,131km,69%
183,Loamy,Organic,Tropical,83,Chemical Control - Organic Pesticides,Late Spring,Lettuce,25C,Rare,AgriSeeds Co.,Winter,130km,32%
184,Sandy,Organic,Tropical,64,Chemical Control - Synthetic Pesticides,Late Spring,Corn,22C,Rare,CropLife Solutions,Winter,133km,62%
185,Sandy,Compost,Temperate,65,Integrated Pest Management,Winter,Lettuce,29C,Overdone,AgriSeeds Co.,Autumn,134km,41%
186,Loamy,Chemical,Arid,63,Biological Control - Predatory Insects,Early Summer,Wheat,20C,Medium,FarmGrow Inc.,Summer,129km,76%
187,Saline,Organic,Tropical,75,Integrated Pest Management,Early Spring,Corn,25C,Rare,AgriSeeds Co.,Winter,132km,69%
188,Loamy,Organic,Tropical,74,Biological Control - Predatory Insects,Early Summer,Lettuce,25C,Medium-Well,GreenFields,Summer,128km,43%
189,Clay,Chemical,Tropical,83,Biological Control - Predatory Insects,Winter,Lettuce,31C,Medium-Well,GreenFields,Summer,128km,77%
190,Saline,Compost,Temperate,76,Integrated Pest Management,Late Spring,Carrot,25C,Medium-Well,CropLife Solutions,Spring,128km,67%
191,Saline,Compost,Temperate,81,Integrated Pest Management,Late Summer,Carrot,29C,Rare,CropLife Solutions,Summer,130km,92%
192,Sandy,Organic,Temperate,68,Biological Control - Predatory Insects,Early Spring,Potato,34C,Medium-Rare,CropLife Solutions,Winter,129km,74%
193,Clay,Compost,Temperate,69,Integrated Pest Management,Autumn,Corn,22C,Medium-Well,FarmGrow Inc.,Spring,131km,44%
194,Sandy,Organic,Arid,71,Integrated Pest Management,Winter,Tomato,27C,Medium-Rare,AgriSeeds Co.,Autumn,133km,29%
195,Loamy,Chemical,Arid,70,Chemical Control - Organic Pesticides,Late Summer,Lettuce,31C,Well-Done,GreenFields,Spring,129km,63%
