id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
20,Sandy,Chemical,Arid,73,Chemical Control - Organic Pesticides,Late Spring,Carrot,33C,Medium-Rare,GreenFields,Autumn,132km,58%
21,Loamy,Organic,Tropical,81,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,34C,Overdone,CropLife Solutions,Autumn,133km,36%
22,Saline,Compost,Temperate,60,Chemical Control - Synthetic Pesticides,Autumn,Wheat,21C,Medium-Rare,GreenFields,Spring,129km,70%
23,Clay,Organic,Arid,70,Chemical Control - Synthetic Pesticides,Winter,Tomato,27C,Rare,FarmGrow Inc.,Summer,130km,33%
24,Clay,Compost,Arid,62,Integrated Pest Management,Early Summer,Tomato,20C,Well-Done,AgriSeeds Co.,Autumn,131km,86%
25,Saline,Compost,Temperate,73,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,21C,Well-Done,CropLife Solutions,Autumn,134km,83%
26,Sandy,Organic,Temperate,82,Integrated Pest Management,Late Summer,Corn,29C,Well-Done,AgriSeeds Co.,Spring,128km,43%
27,Sandy,Chemical,Arid,65,Chemical Control - Organic Pesticides,Winter,Potato,22C,Well-Done,FarmGrow Inc.,Winter,131km,100%
28,Saline,Compost,Tropical,66,Chemical Control - Organic Pesticides,Late Spring,Tomato,24C,Rare,CropLife Solutions,Spring,132km,99%
29,Sandy,Compost,Temperate,60,Chemical Control - Synthetic Pesticides,Autumn,Tomato,34C,Medium,AgriSeeds Co.,Spring,129km,43%
30,Saline,Organic,Temperate,61,Chemical Control - Synthetic Pesticides,Early Summer,Carrot,21C,Overdone,GreenFields,Spring,130km,62%
31,Clay,Organic,Tropical,61,Chemical Control - Organic Pesticides,Autumn,Corn,32C,Rare,GreenFields,Winter,131km,37%
32,Saline,Compost,Tropical,74,Integrated Pest Management,Autumn,Corn,23C,Rare,GreenFields,Winter,130km,46%
33,Loamy,Chemical,Arid,65,Integrated Pest Management,Early Summer,Tomato,23C,Rare,GreenFields,Spring,128km,67%
34,Clay,Chemical,Tropical,73,Chemical Control - Organic Pesticides,Late Summer,Lettuce,23C,Well-Done,FarmGrow Inc.,Winter,128km,93%
35,Clay,Chemical,Tropical,77,Integrated Pest Management,Early Spring,Lettuce,22C,Overdone,AgriSeeds Co.,Summer,128km,54%
36,Clay,Compost,Tropical,76,Integrated Pest Management,Winter,Tomato,34C,Overdone,AgriSeeds Co.,Spring,134km,90%
37,Sandy,Chemical,Tropical,84,Biological Control - Predatory Insects,Early Spring,Lettuce,21C,Rare,CropLife Solutions,Spring,132km,71%
38,Loamy,Chemical,Temperate,73,Integrated Pest Management,Winter,Corn,24C,Rare,AgriSeeds Co.,Autumn,131km,34%
39,Loamy,Chemical,Arid,60,Biological Control - Predatory Insects,Winter,Wheat,23C,Well-Done,GreenFields,Spring,129km,71%
40,Loamy,Compost,Arid,77,Chemical Control - Synthetic Pesticides,Autumn,Carrot,24C,Overdone,FarmGrow Inc.,Winter,134km,84%
41,Sandy,Chemical,Temperate,63,Chemical Control - Organic Pesticides,Late Spring,Tomato,27C,Well-Done,CropLife Solutions,Summer,128km,25%
42,Saline,Compost,Tropical,82,Chemical Control - Synthetic Pesticides,Early Spring,Potato,32C,Medium,FarmGrow Inc.,Spring,130km,68%
43,Sandy,Compost,Tropical,80,Chemical Control - Synthetic Pesticides,Late Spring,Corn,32C,Medium-Well,FarmGrow Inc.,Summer,134km,94%
44,Loamy,Compost,Tropical,78,Integrated Pest Management,Winter,Lettuce,27C,Rare,CropLife Solutions,Spring,130km,90%
45,Saline,Compost,Arid,72,Integrated Pest Management,Late Spring,Potato,34C,Medium-Well,FarmGrow Inc.,Winter,128km,52%
46,Saline,Chemical,Arid,74,Biological Control - Predatory Insects,Late Summer,Potato,32C,Medium-Well,AgriSeeds Co.,Summer,132km,24%
47,Clay,Organic,Tropical,70,Biological Control - Predatory Insects,Late Summer,Potato,23C,Rare,GreenFields,Winter,128km,52%
48,Sandy,Organic,Tropical,62,Integrated Pest Management,Early Spring,Lettuce,24C,Medium-Well,CropLife Solutions,Winter,128km,44%
49,Sandy,Organic,Arid,77,Chemical Control - Organic Pesticides,Early Summer,Lettuce,33C,Well-Done,AgriSeeds Co.,Autumn,130km,85%
50,Saline,Organic,Temperate,68,Chemical Control - Synthetic Pesticides,Winter,Wheat,22C,Medium-Well,CropLife Solutions,Autumn,132km,35%
51,Clay,Chemical,Temperate,81,Biological Control - Predatory Insects,Early Summer,Potato,27C,Well-Done,CropLife Solutions,Spring,129km,53%
52,Sandy,Compost,Arid,85,Chemical Control - Organic Pesticides,Early Spring,Carrot,22C,Medium-Well,CropLife Solutions,Summer,132km,88%
53,Clay,Chemical,Tropical,66,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,32C,Medium,CropLife Solutions,Autumn,132km,53%
54,Loamy,Organic,Tropical,82,Biological Control - Predatory Insects,Early Summer,Wheat,29C,Medium,AgriSeeds Co.,Spring,132km,62%
55,Clay,Compost,Temperate,81,Chemical Control - Synthetic Pesticides,Early Summer,Tomato,33C,Well-Done,FarmGrow Inc.,Summer,129km,58%
56,Loamy,Chemical,Tropical,81,Integrated Pest Management,Early Spring,Lettuce,26C,Well-Done,GreenFields,Winter,129km,69%
57,Loamy,Organic,Temperate,71,Chemical Control - Synthetic Pesticides,Autumn,Carrot,24C,Well-Done,AgriSeeds Co.,Autumn,130km,78%
58,Saline,Chemical,Tropical,75,Chemical Control - Synthetic Pesticides,Early Summer,Corn,20C,Well-Done,FarmGrow Inc.,Spring,134km,75%
59,Clay,Chemical,Tropical,60,Chemical Control - Synthetic Pesticides,Autumn,Corn,34C,Overdone,GreenFields,Winter,130km,88%
60,Clay,Organic,Arid,64,Biological Control - Predatory Insects,Early Spring,Wheat,34C,Medium-Well,AgriSeeds Co.,Summer,133km,90%
61,Sandy,Chemical,Temperate,65,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,24C,Overdone,AgriSeeds Co.,Summer,133km,94%
62,Loamy,Chemical,Arid,64,Integrated Pest Management,Late Spring,Corn,25C,Well-Done,AgriSeeds Co.,Spring,128km,40%
63,Saline,Compost,Arid,82,Biological Control - Predatory Insects,Early Summer,Tomato,27C,Well-Done,FarmGrow Inc.,Autumn,130km,33%
64,Clay,Organic,Tropical,70,Chemical Control - Organic Pesticides,Autumn,Wheat,21C,Rare,CropLife Solutions,Winter,129km,90%
65,Saline,Organic,Temperate,62,Biological Control - Predatory Insects,Late Spring,Lettuce,25C,Medium-Rare,GreenFields,Winter,134km,57%
66,Clay,Compost,Tropical,70,Chemical Control - Synthetic Pesticides,Early Summer,Corn,30C,Medium-Well,FarmGrow Inc.,Summer,131km,89%
67,Sandy,Chemical,Tropical,62,Biological Control - Predatory Insects,Autumn,Wheat,29C,Medium-Rare,FarmGrow Inc.,Spring,130km,63%
68,Clay,Organic,Tropical,61,Integrated Pest Management,Late Summer,Carrot,27C,Medium,AgriSeeds Co.,Autumn,128km,66%
69,Saline,Compost,Arid,82,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,33C,Medium-Well,FarmGrow Inc.,Summer,130km,51%
70,Loamy,Organic,Temperate,79,Integrated Pest Management,Winter,Wheat,32C,Medium,FarmGrow Inc.,Spring,128km,62%
71,Sandy,Compost,Arid,70,Chemical Control - Organic Pesticides,Late Spring,Corn,20C,Well-Done,FarmGrow Inc.,Winter,129km,38%
72,Sandy,Organic,Temperate,61,Chemical Control - Synthetic Pesticides,Winter,Corn,33C,Rare,FarmGrow Inc.,Autumn,130km,42%
73,Saline,Chemical,Tropical,80,Integrated Pest Management,Winter,Wheat,20C,Medium,GreenFields,Autumn,129km,70%
74,Saline,Organic,Arid,77,Biological Control - Predatory Insects,Early Spring,Carrot,34C,Medium-Rare,FarmGrow Inc.,Summer,128km,100%
75,Sandy,Compost,Temperate,62,Chemical Control - Organic Pesticides,Late Spring,Corn,27C,Rare,GreenFields,Autumn,132km,41%
76,Sandy,Chemical,Tropical,83,Biological Control - Predatory Insects,Early Summer,Carrot,29C,Overdone,CropLife Solutions,Spring,130km,32%
77,Loamy,Organic,Arid,68,Chemical Control - Synthetic Pesticides,Winter,Wheat,21C,Well-Done,CropLife Solutions,Autumn,132km,64%
78,Loamy,Organic,Tropical,77,Chemical Control - Organic Pesticides,Autumn,Potato,25C,Well-Done,GreenFields,Spring,128km,23%
79,Loamy,Chemical,Arid,61,Chemical Control - Synthetic Pesticides,Late Summer,Corn,28C,Medium,AgriSeeds Co.,Autumn,134km,25%
80,Loamy,Chemical,Arid,61,Chemical Control - Organic Pesticides,Early Summer,Carrot,31C,Well-Done,FarmGrow Inc.,Summer,131km,82%
81,Loamy,Compost,Tropical,81,Integrated Pest Management,Late Summer,Carrot,24C,Rare,GreenFields,Spring,131km,64%
82,Clay,Compost,Arid,79,Integrated Pest Management,Late Spring,Lettuce,32C,Rare,FarmGrow Inc.,Spring,130km,67%
83,Sandy,Organic,Arid,82,Integrated Pest Management,Late Spring,Tomato,24C,Well-Done,GreenFields,Winter,130km,46%
84,Sandy,Chemical,Arid,76,Integrated Pest Management,Late Summer,Corn,25C,Medium,GreenFields,Spring,128km,46%
85,Loamy,Chemical,Temperate,60,Biological Control - Predatory Insects,Late Summer,Potato,20C,Overdone,FarmGrow Inc.,Spring,131km,26%
86,Clay,Organic,Arid,85,Integrated Pest Management,Autumn,Tomato,27C,Medium,AgriSeeds Co.,Summer,129km,20%
87,Saline,Organic,Arid,77,Chemical Control - Organic Pesticides,Autumn,Carrot,29C,Medium-Rare,FarmGrow Inc.,Autumn,129km,37%
88,Saline,Chemical,Arid,66,Chemical Control - Organic Pesticides,Early Summer,Carrot,25C,Medium,CropLife Solutions,Summer,131km,92%
89,Clay,Compost,Tropical,71,Biological Control - Predatory Insects,Early Spring,Wheat,24C,Medium,FarmGrow Inc.,Spring,129km,40%
90,Sandy,Chemical,Arid,65,Biological Control - Predatory Insects,Early Summer,Tomato,34C,Overdone,FarmGrow Inc.,Winter,133km,27%
91,Loamy,Organic,Arid,68,Chemical Control - Organic Pesticides,Late Spring,Wheat,28C,Medium,AgriSeeds Co.,Spring,134km,67%
92,Loamy,Organic,Tropical,62,Integrated Pest Management,Late Summer,Wheat,20C,Overdone,GreenFields,Winter,128km,49%
93,Sandy,Organic,Temperate,62,Integrated Pest Management,Winter,Corn,29C,Rare,AgriSeeds Co.,Autumn,132km,74%
94,Sandy,Chemical,Arid,74,Chemical Control - Organic Pesticides,Late Summer,Carrot,31C,Rare,FarmGrow Inc.,Winter,132km,35%
95,Saline,Organic,Arid,68,Biological Control - Predatory Insects,Winter,Tomato,34C,Medium-Well,CropLife Solutions,Summer,129km,65%
96,Loamy,Compost,Tropical,77,Integrated Pest Management,Late Summer,Wheat,31C,Well-Done,GreenFields,Spring,134km,95%
97,Sandy,Organic,Tropical,72,Chemical Control - Synthetic Pesticides,Early Summer,Corn,30C,Overdone,AgriSeeds Co.,Summer,129km,57%
98,Saline,Organic,Tropical,62,Chemical Control - Organic Pesticides,Late Spring,Lettuce,32C,Overdone,FarmGrow Inc.,Spring,130km,99%
99,Sandy,Compost,Temperate,64,Biological Control - Predatory Insects,Early Summer,Wheat,21C,Well-Done,FarmGrow Inc.,Summer,132km,93%
100,Loamy,Compost,Temperate,67,Chemical Control - Organic Pesticides,Autumn,Potato,27C,Overdone,CropLife Solutions,Winter,129km,30%
101,Sandy,Chemical,Temperate,81,Chemical Control - Synthetic Pesticides,Early Spring,Potato,22C,Well-Done,CropLife Solutions,Autumn,131km,34%
102,Clay,Chemical,Tropical,79,Chemical Control - Organic Pesticides,Autumn,Carrot,33C,Well-Done,CropLife Solutions,Winter,132km,85%
103,Saline,Organic,Tropical,85,Chemical Control - Organic Pesticides,Autumn,Carrot,23C,Medium-Well,CropLife Solutions,Summer,132km,65%
104,Sandy,Compost,Arid,73,Biological Control - Predatory Insects,Late Spring,Wheat,26C,Overdone,FarmGrow Inc.,Autumn,134km,82%
105,Saline,Chemical,Tropical,79,Integrated Pest Management,Winter,Tomato,34C,Medium-Rare,CropLife Solutions,Autumn,134km,21%
106,Saline,Compost,Temperate,72,Chemical Control - Organic Pesticides,Autumn,Lettuce,26C,Well-Done,AgriSeeds Co.,Summer,128km,29%
107,Sandy,Chemical,Arid,83,Chemical Control - Organic Pesticides,Late Spring,Corn,26C,Rare,GreenFields,Autumn,131km,24%
108,Loamy,Compost,Tropical,85,Integrated Pest Management,Winter,Carrot,32C,Medium,FarmGrow Inc.,Autumn,128km,91%
109,Clay,Organic,Tropical,64,Integrated Pest Management,Late Spring,Potato,20C,Overdone,FarmGrow Inc.,Autumn,131km,86%
110,Clay,Organic,Temperate,81,Biological Control - Predatory Insects,Early Spring,Wheat,31C,Medium-Well,AgriSeeds Co.,Summer,128km,91%
111,Loamy,Compost,Temperate,68,Chemical Control - Organic Pesticides,Autumn,Lettuce,21C,Rare,AgriSeeds Co.,Spring,130km,98%
112,Saline,Chemical,Arid,67,Chemical Control - Synthetic Pesticides,Early Summer,Corn,30C,Overdone,FarmGrow Inc.,Summer,130km,37%
113,Clay,Compost,Temperate,85,Chemical Control - Synthetic Pesticides,Autumn,Wheat,24C,Medium,FarmGrow Inc.,Summer,131km,71%
114,Loamy,Organic,Temperate,65,Integrated Pest Management,Autumn,Tomato,32C,Overdone,CropLife Solutions,Spring,129km,79%
115,Sandy,Compost,Arid,76,Biological Control - Predatory Insects,Winter,Corn,21C,Medium,GreenFields,Winter,132km,82%
116,Clay,Organic,Tropical,68,Integrated Pest Management,Autumn,Tomato,21C,Rare,GreenFields,Summer,133km,70%
117,Sandy,Organic,Tropical,84,Integrated Pest Management,Autumn,Corn,27C,Medium-Rare,CropLife Solutions,Summer,129km,80%
118,Loamy,Organic,Arid,61,Biological Control - Predatory Insects,Late Summer,Carrot,33C,Overdone,AgriSeeds Co.,Autumn,134km,66%
119,Loamy,Compost,Tropical,81,Chemical Control - Synthetic Pesticides,Early Spring,Potato,33C,Medium-Well,FarmGrow Inc.,Summer,132km,67%
120,Saline,Compost,Temperate,62,Integrated Pest Management,Early Spring,Corn,22C,Medium-Rare,AgriSeeds Co.,Spring,134km,28%
121,Sandy,Chemical,Tropical,62,Chemical Control - Organic Pesticides,Early Summer,Wheat,20C,Well-Done,GreenFields,Winter,132km,91%
122,Sandy,Compost,Temperate,68,Chemical Control - Organic Pesticides,Early Summer,Carrot,29C,Medium,FarmGrow Inc.,Spring,128km,58%
123,Saline,Organic,Arid,66,Chemical Control - Synthetic Pesticides,Winter,Potato,34C,Well-Done,CropLife Solutions,Autumn,132km,82%
124,Saline,Chemical,Temperate,82,Chemical Control - Organic Pesticides,Early Spring,Tomato,31C,Rare,CropLife Solutions,Summer,128km,99%
125,Loamy,Chemical,Arid,81,Chemical Control - Organic Pesticides,Late Summer,Wheat,23C,Medium,AgriSeeds Co.,Spring,131km,25%
126,Clay,Compost,Temperate,75,Chemical Control - Organic Pesticides,Autumn,Carrot,22C,Medium-Well,CropLife Solutions,Autumn,130km,58%
127,Loamy,Compost,Tropical,70,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,27C,Well-Done,AgriSeeds Co.,Autumn,132km,47%
128,Sandy,Organic,Tropical,69,Chemical Control - Organic Pesticides,Autumn,Potato,30C,Medium-Rare,GreenFields,Autumn,134km,40%
129,Clay,Chemical,Arid,72,Chemical Control - Organic Pesticides,Early Spring,Lettuce,31C,Medium-Well,FarmGrow Inc.,Autumn,129km,62%
130,Sandy,Compost,Temperate,66,Chemical Control - Synthetic Pesticides,Early Spring,Corn,33C,Medium-Rare,FarmGrow Inc.,Summer,131km,55%
131,Clay,Chemical,Tropical,85,Biological Control - Predatory Insects,Late Summer,Corn,31C,Rare,AgriSeeds Co.,Winter,131km,26%
132,Sandy,Compost,Tropical,71,Integrated Pest Management,Early Spring,Wheat,28C,Well-Done,CropLife Solutions,Spring,130km,99%
133,Saline,Chemical,Arid,78,Integrated Pest Management,Early Spring,Lettuce,33C,Overdone,FarmGrow Inc.,Spring,133km,21%
134,Clay,Organic,Arid,69,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,22C,Medium-Rare,CropLife Solutions,Spring,133km,86%
135,Loamy,Compost,Arid,64,Chemical Control - Synthetic Pesticides,Winter,Tomato,29C,Medium,GreenFields,Summer,128km,40%
136,Clay,Compost,Temperate,81,Biological Control - Predatory Insects,Late Spring,Lettuce,34C,Rare,AgriSeeds Co.,Winter,130km,41%
137,Sandy,Organic,Tropical,70,Integrated Pest Management,Early Spring,Wheat,25C,Medium-Rare,AgriSeeds Co.,Winter,128km,32%
138,Sandy,Chemical,Temperate,62,Chemical Control - Organic Pesticides,Early Summer,Potato,20C,Medium-Rare,GreenFields,Autumn,131km,96%
139,Clay,Organic,Tropical,60,Integrated Pest Management,Winter,Lettuce,24C,Well-Done,AgriSeeds Co.,Spring,130km,54%
140,Clay,Compost,Arid,62,Integrated Pest Management,Late Spring,Corn,24C,Rare,AgriSeeds Co.,Autumn,128km,77%
141,Sandy,Compost,Tropical,78,Integrated Pest Management,Late Spring,Tomato,30C,Overdone,CropLife Solutions,Summer,131km,58%
142,Sandy,Organic,Tropical,66,Integrated Pest Management,Late Summer,Tomato,31C,Overdone,GreenFields,Spring,131km,95%
143,Loamy,Organic,Tropical,68,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,32C,Medium-Rare,AgriSeeds Co.,Autumn,130km,36%
144,Clay,Chemical,Temperate,63,Chemical Control - Organic Pesticides,Winter,Tomato,33C,Medium-Rare,CropLife Solutions,Winter,132km,23%
145,Clay,Compost,Tropical,84,Chemical Control - Organic Pesticides,Early Summer,Tomato,26C,Medium-Rare,FarmGrow Inc.,Summer,133km,21%
146,Sandy,Compost,Temperate,63,Chemical Control - Organic Pesticides,Early Summer,Potato,33C,Overdone,CropLife Solutions,Winter,132km,70%
147,Loamy,Organic,Tropical,60,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,30C,Rare,CropLife Solutions,Autumn,130km,39%
148,Clay,Compost,Arid,77,Integrated Pest Management,Early Spring,Corn,23C,Overdone,CropLife Solutions,Spring,130km,91%
149,Sandy,Compost,Temperate,60,Biological Control - Predatory Insects,Winter,Potato,32C,Well-Done,FarmGrow Inc.,Autumn,131km,57%
150,Clay,Chemical,Tropical,81,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,32C,Medium-Rare,GreenFields,Spring,132km,97%
151,Sandy,Organic,Arid,78,Integrated Pest Management,Winter,Lettuce,34C,Medium-Rare,GreenFields,Spring,133km,85%
152,Loamy,Organic,Temperate,85,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,34C,Overdone,CropLife Solutions,Summer,128km,62%
153,Clay,Compost,Arid,69,Biological Control - Predatory Insects,Early Summer,Lettuce,31C,Rare,FarmGrow Inc.,Winter,129km,35%
154,Loamy,Chemical,Temperate,79,Biological Control - Predatory Insects,Early Summer,Potato,23C,Medium,CropLife Solutions,Spring,129km,54%
155,Saline,Chemical,Arid,61,Chemical Control - Synthetic Pesticides,Early Summer,Tomato,30C,Well-Done,CropLife Solutions,Autumn,129km,71%
156,Sandy,Compost,Arid,80,Integrated Pest Management,Early Summer,Corn,21C,Overdone,GreenFields,Spring,128km,75%
157,Saline,Organic,Arid,82,Biological Control - Predatory Insects,Winter,Tomato,23C,Rare,CropLife Solutions,Spring,132km,39%
158,Clay,Compost,Arid,82,Biological Control - Predatory Insects,Late Summer,Tomato,23C,Overdone,GreenFields,Summer,131km,78%
159,Saline,Organic,Tropical,70,Chemical Control - Synthetic Pesticides,Early Spring,Potato,31C,Medium-Rare,AgriSeeds Co.,Autumn,132km,89%
160,Loamy,Chemical,Tropical,63,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,20C,Well-Done,CropLife Solutions,Summer,130km,72%
161,Sandy,Chemical,Temperate,66,Chemical Control - Organic Pesticides,Early Summer,Potato,28C,Overdone,FarmGrow Inc.,Winter,133km,71%
162,Clay,Compost,Temperate,77,Biological Control - Predatory Insects,Late Spring,Tomato,21C,Rare,GreenFields,Winter,133km,64%
163,Clay,Chemical,Temperate,66,Chemical Control - Organic Pesticides,Late Summer,Wheat,29C,Medium-Well,CropLife Solutions,Summer,131km,48%
164,Saline,Organic,Arid,85,Chemical Control - Organic Pesticides,Early Spring,Potato,30C,Medium-Well,AgriSeeds Co.,Spring,130km,50%
165,Loamy,Organic,Tropical,74,Chemical Control - Organic Pesticides,Winter,Corn,25C,Medium,CropLife Solutions,Winter,130km,62%
166,Clay,Chemical,Temperate,81,Biological Control - Predatory Insects,Early Spring,Carrot,34C,Medium-Well,CropLife Solutions,Winter,132km,66%
167,Sandy,Chemical,Arid,60,Biological Control - Predatory Insects,Early Summer,Carrot,32C,Rare,GreenFields,Winter,131km,68%
168,Sandy,Chemical,Arid,69,Chemical Control - Organic Pesticides,Late Summer,Carrot,21C,Medium-Well,CropLife Solutions,Winter,129km,31%
169,Clay,Organic,Tropical,62,Biological Control - Predatory Insects,Early Summer,Potato,26C,Well-Done,AgriSeeds Co.,Summer,128km,39%
170,Clay,Organic,Tropical,63,Integrated Pest Management,Autumn,Wheat,22C,Well-Done,FarmGrow Inc.,Autumn,128km,100%
171,Loamy,Organic,Tropical,81,Biological Control - Predatory Insects,Winter,Tomato,22C,Medium,GreenFields,Summer,130km,33%
172,Saline,Organic,Temperate,60,Chemical Control - Synthetic Pesticides,Late Spring,Wheat,24C,Medium-Rare,AgriSeeds Co.,Summer,134km,81%
173,Loamy,Organic,Tropical,72,Chemical Control - Organic Pesticides,Late Spring,Carrot,32C,Rare,FarmGrow Inc.,Autumn,131km,74%
174,Loamy,Chemical,Temperate,62,Biological Control - Predatory Insects,Winter,Carrot,21C,Medium,CropLife Solutions,Autumn,128km,61%
175,Saline,Compost,Arid,70,Biological Control - Predatory Insects,Early Summer,Lettuce,23C,Well-Done,CropLife Solutions,Spring,129km,27%
176,Clay,Chemical,Tropical,76,Integrated Pest Management,Early Spring,Wheat,33C,Medium-Well,AgriSeeds Co.,Spring,130km,40%
177,Clay,Compost,Arid,72,Biological Control - Predatory Insects,Autumn,Corn,30C,Medium,FarmGrow Inc.,Winter,134km,21%
178,Saline,Organic,Temperate,76,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,32C,Overdone,AgriSeeds Co.,Spring,130km,39%
179,Saline,Organic,Tropical,63,Chemical Control - Organic Pesticides,Early Spring,Potato,27C,Medium,FarmGrow Inc.,Autumn,129km,21%
180,Saline,Compost,Tropical,62,Biological Control - Predatory Insects,Winter,Corn,22C,Medium-Rare,AgriSeeds Co.,Spring,130km,66%
181,Sandy,Organic,Temperate,62,Biological Control - Predatory Insects,Autumn,Potato,23C,Rare,AgriSeeds Co.,Winter,128km,32%
182,Saline,Chemical,Arid,66,Integrated Pest Management,Early Summer,Tomato,22C,Overdone,FarmGrow Inc.,Winter,130km,77%
183,Loamy,Compost,Temperate,79,Integrated Pest Management,Early Spring,Potato,25C,Medium,FarmGrow Inc.,Summer,131km,99%
184,Clay,Organic,Tropical,70,Chemical Control - Synthetic Pesticides,Autumn,Tomato,30C,Rare,AgriSeeds Co.,Summer,129km,60%
185,Clay,Compost,Arid,69,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,30C,Medium,AgriSeeds Co.,Spring,129km,97%
186,Loamy,Organic,Temperate,82,Chemical Control - Organic Pesticides,Early Spring,Carrot,22C,Medium-Well,GreenFields,Autumn,132km,95%
187,Clay,Organic,Temperate,63,Integrated Pest Management,Early Summer,Corn,32C,Medium,FarmGrow Inc.,Spring,133km,75%
188,Loamy,Chemical,Arid,82,Biological Control - Predatory Insects,Early Spring,Wheat,26C,Rare,CropLife Solutions,Autumn,131km,27%
189,Sandy,Chemical,Arid,70,Chemical Control - Synthetic Pesticides,Winter,Carrot,30C,Medium-Well,AgriSeeds Co.,Spring,133km,100%
190,Sandy,Organic,Arid,72,Biological Control - Predatory Insects,Early Summer,Wheat,34C,Well-Done,GreenFields,Summer,133km,23%
191,Saline,Compost,Temperate,81,Chemical Control - Organic Pesticides,Early Spring,Corn,30C,Overdone,CropLife Solutions,Winter,129km,88%
192,Saline,Organic,Arid,61,Chemical Control - Synthetic Pesticides,Autumn,Corn,30C,Medium,FarmGrow Inc.,Winter,131km,73%
193,Sandy,Compost,Tropical,65,Chemical Control - Organic Pesticides,Late Summer,Tomato,31C,Medium,AgriSeeds Co.,Spring,133km,27%
194,Clay,Chemical,Temperate,63,Integrated Pest Management,Early Spring,Corn,23C,Well-Done,CropLife Solutions,Autumn,130km,61%
195,Loamy,Compost,Tropical,62,Chemical Control - Organic Pesticides,Autumn,Tomato,29C,Medium-Well,CropLife Solutions,Autumn,131km,58%
196,Saline,Compost,Arid,78,Chemical Control - Organic Pesticides,Winter,Carrot,22C,Medium-Rare,CropLife Solutions,Autumn,132km,64%
