id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
56,Loamy,Compost,Temperate,74,Biological Control - Predatory Insects,Early Summer,Potato,28C,Medium-Well,AgriSeeds Co.,Spring,130km,89%
57,Sandy,Compost,Tropical,70,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,21C,Medium,GreenFields,Spring,128km,27%
58,Sandy,Chemical,Arid,67,Integrated Pest Management,Autumn,Potato,27C,Medium-Rare,AgriSeeds Co.,Spring,129km,33%
59,Saline,Chemical,Tropical,62,Chemical Control - Organic Pesticides,Early Summer,Wheat,33C,Medium,CropLife Solutions,Summer,128km,81%
60,Saline,Compost,Tropical,68,Integrated Pest Management,Winter,Carrot,24C,Overdone,FarmGrow Inc.,Winter,134km,72%
61,Loamy,Compost,Temperate,82,Biological Control - Predatory Insects,Early Spring,Potato,32C,Medium-Well,FarmGrow Inc.,Winter,129km,66%
62,Loamy,Compost,Arid,64,Chemical Control - Organic Pesticides,Autumn,Lettuce,29C,Well-Done,CropLife Solutions,Summer,133km,39%
63,Clay,Chemical,Tropical,75,Integrated Pest Management,Autumn,Carrot,28C,Rare,CropLife Solutions,Winter,128km,21%
64,Clay,Compost,Temperate,80,Chemical Control - Synthetic Pesticides,Late Summer,Potato,23C,Medium-Rare,GreenFields,Winter,128km,56%
65,Saline,Compost,Tropical,64,Chemical Control - Synthetic Pesticides,Autumn,Corn,31C,Medium,AgriSeeds Co.,Spring,133km,74%
66,Sandy,Compost,Temperate,76,Integrated Pest Management,Late Summer,Tomato,33C,Well-Done,CropLife Solutions,Winter,132km,26%
67,Saline,Compost,Tropical,70,Chemical Control - Synthetic Pesticides,Winter,Tomato,28C,Rare,CropLife Solutions,Summer,130km,76%
68,Saline,Chemical,Tropical,80,Integrated Pest Management,Early Summer,Lettuce,22C,Medium-Rare,AgriSeeds Co.,Autumn,132km,98%
69,Clay,Organic,Arid,64,Chemical Control - Organic Pesticides,Late Spring,Lettuce,21C,Well-Done,GreenFields,Spring,134km,91%
70,Saline,Chemical,Temperate,85,Integrated Pest Management,Late Spring,Corn,28C,Medium-Rare,FarmGrow Inc.,Spring,129km,73%
71,Clay,Organic,Tropical,73,Integrated Pest Management,Early Summer,Carrot,33C,Medium-Rare,CropLife Solutions,Summer,134km,83%
72,Saline,Chemical,Temperate,75,Biological Control - Predatory Insects,Early Spring,Carrot,24C,Medium-Well,FarmGrow Inc.,Autumn,131km,42%
73,Sandy,Chemical,Temperate,76,Integrated Pest Management,Early Spring,Corn,33C,Overdone,GreenFields,Spring,128km,81%
74,Sandy,Compost,Temperate,84,Chemical Control - Synthetic Pesticides,Early Summer,Corn,21C,Rare,GreenFields,Spring,133km,34%
75,Loamy,Compost,Temperate,62,Chemical Control - Synthetic Pesticides,Winter,Tomato,31C,Well-Done,GreenFields,Winter,133km,57%
76,Sandy,Organic,Tropical,85,Integrated Pest Management,Autumn,Carrot,20C,Rare,AgriSeeds Co.,Spring,130km,57%
77,Loamy,Compost,Tropical,72,Chemical Control - Organic Pesticides,Autumn,Carrot,28C,Well-Done,GreenFields,Winter,129km,97%
78,Loamy,Chemical,Arid,69,Biological Control - Predatory Insects,Early Spring,Potato,32C,Medium,FarmGrow Inc.,Autumn,131km,57%
79,Loamy,Compost,Tropical,66,Chemical Control - Organic Pesticides,Early Spring,Carrot,24C,Medium-Well,CropLife Solutions,Summer,132km,51%
80,Saline,Compost,Tropical,77,Biological Control - Predatory Insects,Winter,Corn,30C,Medium-Rare,FarmGrow Inc.,Spring,132km,45%
81,Loamy,Organic,Temperate,75,Biological Control - Predatory Insects,Early Summer,Corn,32C,Overdone,FarmGrow Inc.,Summer,130km,85%
82,Sandy,Organic,Temperate,65,Chemical Control - Synthetic Pesticides,Autumn,Lettuce,27C,Medium-Well,CropLife Solutions,Spring,133km,30%
83,Sandy,Organic,Temperate,65,Chemical Control - Synthetic Pesticides,Early Summer,Carrot,22C,Rare,FarmGrow Inc.,Autumn,133km,94%
84,Sandy,Organic,Tropical,69,Chemical Control - Organic Pesticides,Winter,Wheat,31C,Rare,GreenFields,Summer,132km,95%
85,Loamy,Organic,Tropical,65,Integrated Pest Management,Late Summer,Lettuce,27C,Well-Done,CropLife Solutions,Summer,133km,66%
86,Clay,Chemical,Temperate,74,Integrated Pest Management,Late Summer,Potato,21C,Well-Done,CropLife Solutions,Autumn,130km,83%
87,Saline,Chemical,Arid,65,Chemical Control - Organic Pesticides,Late Summer,Carrot,32C,Medium-Rare,FarmGrow Inc.,Spring,130km,41%
88,Saline,Chemical,Arid,72,Chemical Control - Organic Pesticides,Autumn,Wheat,33C,Medium-Rare,AgriSeeds Co.,Summer,134km,33%
89,Clay,Compost,Arid,66,Biological Control - Predatory Insects,Autumn,Wheat,20C,Overdone,CropLife Solutions,Winter,130km,63%
90,Clay,Organic,Temperate,70,Integrated Pest Management,Early Spring,Tomato,33C,Overdone,GreenFields,Summer,133km,86%
91,Sandy,Organic,Tropical,62,Chemical Control - Organic Pesticides,Early Summer,Carrot,22C,Rare,GreenFields,Spring,133km,100%
92,Loamy,Compost,Arid,60,Integrated Pest Management,Early Summer,Potato,25C,Rare,CropLife Solutions,Spring,131km,46%
93,Loamy,Organic,Temperate,72,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,34C,Medium,FarmGrow Inc.,Autumn,128km,31%
94,Clay,Compost,Arid,68,Integrated Pest Management,Autumn,Corn,23C,Well-Done,GreenFields,Summer,133km,42%
95,Saline,Compost,Arid,82,Chemical Control - Synthetic Pesticides,Late Summer,Potato,30C,Medium-Well,CropLife Solutions,Autumn,129km,85%
96,Saline,Compost,Tropical,74,Chemical Control - Organic Pesticides,Late Spring,Lettuce,31C,Overdone,FarmGrow Inc.,Winter,132km,47%
97,Loamy,Chemical,Temperate,79,Biological Control - Predatory Insects,Late Spring,Wheat,23C,Medium-Rare,FarmGrow Inc.,Summer,134km,40%
98,Sandy,Organic,Arid,72,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,22C,Medium-Rare,GreenFields,Autumn,130km,53%
99,Sandy,Compost,Tropical,73,Chemical Control - Synthetic Pesticides,Autumn,Tomato,23C,Medium,FarmGrow Inc.,Autumn,134km,60%
100,Saline,Chemical,Temperate,77,Integrated Pest Management,Winter,Potato,34C,Well-Done,FarmGrow Inc.,Winter,133km,21%
101,Saline,Compost,Temperate,77,Chemical Control - Synthetic Pesticides,Autumn,Potato,28C,Overdone,AgriSeeds Co.,Summer,130km,55%
102,Clay,Compost,Tropical,75,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,21C,Well-Done,FarmGrow Inc.,Autumn,130km,35%
103,Saline,Compost,Temperate,78,Chemical Control - Synthetic Pesticides,Late Summer,Potato,21C,Medium-Well,GreenFields,Summer,128km,99%
104,Loamy,Chemical,Tropical,63,Integrated Pest Management,Early Spring,Carrot,29C,Well-Done,FarmGrow Inc.,Autumn,128km,39%
105,Sandy,Organic,Arid,81,Chemical Control - Organic Pesticides,Early Summer,Potato,26C,Well-Done,GreenFields,Summer,132km,45%
106,Clay,Chemical,Arid,65,Integrated Pest Management,Winter,Tomato,20C,Medium-Rare,CropLife Solutions,Winter,132km,91%
107,Loamy,Chemical,Arid,84,Chemical Control - Organic Pesticides,Late Spring,Corn,21C,Medium-Rare,GreenFields,Summer,130km,91%
108,Saline,Chemical,Temperate,62,Chemical Control - Organic Pesticides,Late Spring,Corn,32C,Medium-Rare,FarmGrow Inc.,Winter,129km,71%
109,Sandy,Compost,Tropical,69,Integrated Pest Management,Winter,Wheat,28C,Medium-Well,GreenFields,Autumn,133km,95%
110,Saline,Chemical,Tropical,66,Chemical Control - Organic Pesticides,Late Summer,Potato,30C,Well-Done,CropLife Solutions,Winter,129km,88%
111,Loamy,Organic,Arid,64,Integrated Pest Management,Early Spring,Carrot,23C,Medium-Well,AgriSeeds Co.,Summer,128km,82%
112,Clay,Organic,Arid,61,Chemical Control - Organic Pesticides,Late Summer,Carrot,22C,Rare,AgriSeeds Co.,Summer,131km,37%
113,Sandy,Compost,Temperate,80,Biological Control - Predatory Insects,Winter,Potato,24C,Medium-Rare,AgriSeeds Co.,Autumn,129km,27%
114,Clay,Organic,Tropical,60,Chemical Control - Organic Pesticides,Winter,Corn,26C,Rare,CropLife Solutions,Summer,132km,75%
115,Loamy,Compost,Arid,80,Biological Control - Predatory Insects,Winter,Carrot,33C,Well-Done,GreenFields,Winter,130km,93%
116,Clay,Organic,Tropical,74,Biological Control - Predatory Insects,Winter,Lettuce,22C,Well-Done,AgriSeeds Co.,Summer,130km,69%
117,Sandy,Organic,Temperate,75,Integrated Pest Management,Winter,Lettuce,23C,Medium-Rare,CropLife Solutions,Summer,133km,83%
118,Loamy,Organic,Temperate,77,Chemical Control - Organic Pesticides,Early Spring,Wheat,22C,Medium,AgriSeeds Co.,Winter,129km,91%
119,Sandy,Compost,Temperate,78,Chemical Control - Organic Pesticides,Late Spring,Wheat,33C,Overdone,FarmGrow Inc.,Winter,134km,52%
120,Sandy,Organic,Arid,62,Chemical Control - Organic Pesticides,Early Spring,Wheat,20C,Medium-Well,GreenFields,Summer,133km,34%
121,Sandy,Compost,Arid,69,Integrated Pest Management,Early Spring,Wheat,24C,Medium,AgriSeeds Co.,Autumn,133km,66%
122,Sandy,Organic,Tropical,80,Chemical Control - Synthetic Pesticides,Autumn,Carrot,25C,Rare,AgriSeeds Co.,Summer,129km,75%
123,Saline,Organic,Arid,79,Chemical Control - Synthetic Pesticides,Autumn,Carrot,20C,Medium-Rare,FarmGrow Inc.,Autumn,133km,38%
124,Clay,Chemical,Tropical,60,Chemical Control - Synthetic Pesticides,Winter,Corn,31C,Rare,FarmGrow Inc.,Winter,132km,64%
125,Clay,Organic,Tropical,79,Biological Control - Predatory Insects,Early Spring,Corn,27C,Medium,AgriSeeds Co.,Winter,132km,31%
126,Loamy,Chemical,Tropical,76,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,30C,Medium,GreenFields,Autumn,134km,87%
127,Clay,Organic,Arid,74,Chemical Control - Synthetic Pesticides,Early Summer,Tomato,27C,Overdone,CropLife Solutions,Summer,131km,35%
128,Loamy,Organic,Tropical,80,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,22C,Rare,AgriSeeds Co.,Spring,129km,64%
129,Sandy,Chemical,Tropical,66,Chemical Control - Synthetic Pesticides,Late Summer,Potato,33C,Medium,CropLife Solutions,Spring,128km,73%
130,Clay,Compost,Temperate,60,Biological Control - Predatory Insects,Late Spring,Wheat,21C,Rare,GreenFields,Spring,134km,34%
131,Clay,Organic,Arid,73,Chemical Control - Organic Pesticides,Late Summer,Corn,30C,Overdone,FarmGrow Inc.,Summer,131km,25%
132,Saline,Organic,Arid,78,Biological Control - Predatory Insects,Late Summer,Corn,24C,Medium-Rare,GreenFields,Summer,132km,20%
133,Clay,Compost,Arid,71,Chemical Control - Organic Pesticides,Late Spring,Wheat,33C,Medium-Well,AgriSeeds Co.,Winter,133km,87%
134,Sandy,Compost,Tropical,66,Biological Control - Predatory Insects,Late Summer,Lettuce,34C,Medium-Rare,AgriSeeds Co.,Autumn,128km,86%
135,Saline,Compost,Arid,71,Integrated Pest Management,Late Spring,Corn,30C,Medium-Rare,AgriSeeds Co.,Spring,133km,26%
136,Loamy,Chemical,Temperate,81,Integrated Pest Management,Winter,Potato,34C,Well-Done,GreenFields,Autumn,130km,80%
137,Clay,Organic,Arid,69,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,33C,Well-Done,FarmGrow Inc.,Summer,128km,79%
138,Sandy,Compost,Tropical,71,Biological Control - Predatory Insects,Early Summer,Carrot,28C,Well-Done,AgriSeeds Co.,Spring,134km,77%
139,Loamy,Organic,Temperate,84,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,20C,Medium-Well,AgriSeeds Co.,Spring,130km,38%
140,Loamy,Organic,Temperate,82,Biological Control - Predatory Insects,Autumn,Tomato,27C,Rare,AgriSeeds Co.,Spring,131km,93%
141,Saline,Chemical,Temperate,83,Integrated Pest Management,Early Spring,Lettuce,27C,Well-Done,GreenFields,Winter,134km,78%
142,Clay,Organic,Arid,83,Chemical Control - Synthetic Pesticides,Winter,Carrot,25C,Well-Done,AgriSeeds Co.,Summer,128km,59%
143,Clay,Organic,Tropical,68,Biological Control - Predatory Insects,Late Spring,Potato,23C,Medium-Rare,AgriSeeds Co.,Autumn,130km,65%
144,Saline,Organic,Tropical,82,Chemical Control - Organic Pesticides,Autumn,Lettuce,22C,Rare,AgriSeeds Co.,Spring,133km,22%
145,Saline,Chemical,Temperate,70,Chemical Control - Organic Pesticides,Early Spring,Tomato,23C,Medium-Rare,GreenFields,Winter,131km,26%
146,Sandy,Organic,Temperate,62,Integrated Pest Management,Late Summer,Corn,24C,Well-Done,CropLife Solutions,Autumn,130km,100%
147,Sandy,Compost,Tropical,66,Chemical Control - Organic Pesticides,Early Spring,Corn,21C,Well-Done,GreenFields,Winter,133km,58%
148,Saline,Organic,Arid,68,Integrated Pest Management,Early Summer,Tomato,33C,Rare,CropLife Solutions,Winter,130km,28%
149,Saline,Organic,Arid,69,Biological Control - Predatory Insects,Late Summer,Tomato,23C,Medium,FarmGrow Inc.,Winter,133km,35%
150,Saline,Chemical,Arid,63,Biological Control - Predatory Insects,Early Spring,Potato,34C,Medium-Rare,GreenFields,Summer,130km,74%
151,Loamy,Compost,Tropical,72,Integrated Pest Management,Autumn,Corn,32C,Well-Done,AgriSeeds Co.,Summer,134km,87%
152,Loamy,Compost,Tropical,81,Biological Control - Predatory Insects,Early Spring,Potato,21C,Well-Done,FarmGrow Inc.,Winter,130km,59%
153,Saline,Organic,Arid,78,Integrated Pest Management,Early Summer,Wheat,34C,Medium,CropLife Solutions,Spring,131km,35%
154,Clay,Compost,Tropical,70,Chemical Control - Organic Pesticides,Late Spring,Potato,26C,Medium-Well,CropLife Solutions,Summer,128km,85%
155,Clay,Chemical,Temperate,77,Integrated Pest Management,Early Summer,Corn,34C,Medium-Well,CropLife Solutions,Winter,130km,91%
156,Saline,Compost,Arid,75,Biological Control - Predatory Insects,Early Summer,Tomato,24C,Rare,CropLife Solutions,Autumn,128km,23%
157,Saline,Compost,Tropical,81,Chemical Control - Organic Pesticides,Autumn,Wheat,25C,Overdone,GreenFields,Summer,129km,50%
158,Sandy,Organic,Arid,75,Chemical Control - Organic Pesticides,Autumn,Potato,27C,Rare,FarmGrow Inc.,Winter,134km,88%
159,Sandy,Chemical,Temperate,79,Integrated Pest Management,Autumn,Carrot,22C,Overdone,GreenFields,Winter,132km,42%
160,Clay,Compost,Tropical,66,Chemical Control - Synthetic Pesticides,Autumn,Carrot,22C,Medium-Rare,FarmGrow Inc.,Summer,131km,93%
161,Loamy,Chemical,Temperate,73,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,20C,Medium-Rare,CropLife Solutions,Autumn,132km,76%
162,Saline,Compost,Temperate,63,Biological Control - Predatory Insects,Autumn,Wheat,29C,Medium-Rare,CropLife Solutions,Spring,128km,64%
163,Loamy,Chemical,Temperate,74,Chemical Control - Organic Pesticides,Early Summer,Tomato,26C,Medium,AgriSeeds Co.,Winter,130km,60%
164,Clay,Compost,Tropical,73,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,24C,Well-Done,AgriSeeds Co.,Winter,128km,95%
165,Saline,Chemical,Tropical,83,Chemical Control - Organic Pesticides,Autumn,Carrot,22C,Rare,GreenFields,Spring,133km,51%
166,Clay,Compost,Tropical,60,Biological Control - Predatory Insects,Early Spring,Carrot,21C,Well-Done,AgriSeeds Co.,Winter,129km,80%
167,Sandy,Compost,Temperate,84,Biological Control - Predatory Insects,Early Spring,Wheat,23C,Rare,AgriSeeds Co.,Summer,131km,55%
168,Sandy,Chemical,Arid,67,Biological Control - Predatory Insects,Early Spring,Wheat,33C,Medium-Well,FarmGrow Inc.,Autumn,128km,86%
169,Sandy,Compost,Arid,65,Chemical Control - Organic Pesticides,Late Summer,Corn,23C,Medium-Well,AgriSeeds Co.,Summer,132km,57%
170,Loamy,Organic,Temperate,82,Chemical Control - Synthetic Pesticides,Late Spring,Wheat,33C,Overdone,GreenFields,Summer,129km,72%
171,Saline,Chemical,Temperate,85,Biological Control - Predatory Insects,Early Summer,Wheat,31C,Medium-Well,AgriSeeds Co.,Spring,129km,70%
172,Saline,Organic,Tropical,76,Chemical Control - Organic Pesticides,Late Spring,Potato,28C,Medium,FarmGrow Inc.,Summer,133km,97%
173,Saline,Chemical,Tropical,85,Biological Control - Predatory Insects,Early Spring,Carrot,23C,Medium-Well,CropLife Solutions,Winter,130km,61%
174,Loamy,Organic,Arid,74,Integrated Pest Management,Late Spring,Corn,25C,Medium-Well,CropLife Solutions,Autumn,130km,94%
175,Saline,Compost,Tropical,73,Biological Control - Predatory Insects,Late Spring,Corn,34C,Rare,FarmGrow Inc.,Summer,128km,51%
176,Sandy,Organic,Tropical,67,Biological Control - Predatory Insects,Early Spring,Lettuce,26C,Well-Done,AgriSeeds Co.,Summer,132km,23%
177,Clay,Organic,Arid,82,Biological Control - Predatory Insects,Early Summer,Carrot,34C,Overdone,AgriSeeds Co.,Spring,131km,21%
178,Clay,Organic,Temperate,63,Chemical Control - Organic Pesticides,Late Spring,Potato,26C,Medium-Rare,AgriSeeds Co.,Winter,130km,98%
179,Sandy,Compost,Tropical,68,Biological Control - Predatory Insects,Late Spring,Carrot,26C,Overdone,GreenFields,Winter,131km,42%
180,Sandy,Chemical,Arid,80,Chemical Control - Organic Pesticides,Late Spring,Lettuce,33C,Rare,FarmGrow Inc.,Summer,133km,22%
181,Loamy,Chemical,Temperate,60,Chemical Control - Synthetic Pesticides,Autumn,Tomato,32C,Overdone,AgriSeeds Co.,Winter,129km,93%
182,Saline,Organic,Tropical,75,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,27C,Rare,GreenFields,Winter,130km,61%
183,Loamy,Organic,Tropical,60,Integrated Pest Management,Winter,Carrot,26C,Overdone,GreenFields,Summer,129km,49%
184,Clay,Chemical,Tropical,72,Chemical Control - Synthetic Pesticides,Early Summer,Carrot,25C,Overdone,FarmGrow Inc.,Autumn,134km,66%
185,Saline,Compost,Temperate,60,Biological Control - Predatory Insects,Early Spring,Carrot,23C,Rare,GreenFields,Spring,131km,56%
186,Loamy,Organic,Temperate,75,Chemical Control - Synthetic Pesticides,Early Summer,Corn,34C,Overdone,CropLife Solutions,Summer,131km,93%
187,Sandy,Organic,Tropical,60,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,27C,Medium-Rare,GreenFields,Winter,133km,72%
188,Saline,Organic,Arid,73,Chemical Control - Organic Pesticides,Late Spring,Corn,26C,Rare,CropLife Solutions,Autumn,133km,38%
189,Sandy,Organic,Tropical,69,Chemical Control - Organic Pesticides,Early Summer,Carrot,33C,Rare,CropLife Solutions,Spring,129km,87%
190,Loamy,Organic,Tropical,84,Chemical Control - Organic Pesticides,Early Spring,Wheat,20C,Medium-Rare,GreenFields,Spring,132km,20%
191,Sandy,Chemical,Arid,76,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,30C,Medium-Rare,AgriSeeds Co.,Spring,131km,42%
192,Saline,Chemical,Arid,79,Chemical Control - Synthetic Pesticides,Early Summer,Potato,32C,Medium-Rare,CropLife Solutions,Summer,132km,69%
193,Loamy,Chemical,Arid,63,Integrated Pest Management,Late Spring,Wheat,27C,Overdone,AgriSeeds Co.,Spring,132km,73%
194,Sandy,Organic,Temperate,77,Integrated Pest Management,Late Spring,Potato,25C,Overdone,CropLife Solutions,Spring,131km,99%
195,Saline,Compost,Temperate,83,Chemical Control - Organic Pesticides,Early Spring,Corn,29C,Rare,CropLife Solutions,Spring,129km,56%
196,Loamy,Chemical,Arid,67,Biological Control - Predatory Insects,Autumn,Potato,23C,Rare,CropLife Solutions,Summer,128km,81%
