id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
19,Loamy,Compost,Temperate,65,Chemical Control - Synthetic Pesticides,Early Summer,Wheat,33C,Medium-Well,CropLife Solutions,Winter,132km,83%
20,Sandy,Organic,Arid,68,Chemical Control - Synthetic Pesticides,Early Summer,Corn,27C,Medium-Rare,AgriSeeds Co.,Autumn,131km,79%
21,Loamy,Compost,Arid,65,Integrated Pest Management,Autumn,Carrot,22C,Rare,FarmGrow Inc.,Winter,134km,70%
22,Loamy,Chemical,Arid,77,Biological Control - Predatory Insects,Late Summer,Tomato,21C,Medium-Well,GreenFields,Winter,131km,26%
23,Sandy,Organic,Tropical,79,Chemical Control - Organic Pesticides,Winter,Potato,29C,Rare,GreenFields,Summer,131km,59%
24,Sandy,Organic,Temperate,76,Chemical Control - Synthetic Pesticides,Winter,Lettuce,22C,Medium-Well,CropLife Solutions,Summer,130km,26%
25,Clay,Organic,Arid,68,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,21C,Overdone,FarmGrow Inc.,Winter,128km,20%
26,Sandy,Chemical,Tropical,79,Chemical Control - Synthetic Pesticides,Autumn,Potato,26C,Medium-Rare,FarmGrow Inc.,Spring,130km,62%
27,Sandy,Organic,Arid,67,Chemical Control - Synthetic Pesticides,Winter,Lettuce,31C,Medium,GreenFields,Autumn,132km,85%
28,Clay,Compost,Arid,76,Biological Control - Predatory Insects,Early Spring,Lettuce,29C,Well-Done,CropLife Solutions,Autumn,129km,53%
29,Clay,Compost,Arid,85,Integrated Pest Management,Early Spring,Potato,28C,Overdone,GreenFields,Winter,128km,90%
30,Clay,Chemical,Temperate,65,Biological Control - Predatory Insects,Winter,Carrot,29C,Medium-Rare,AgriSeeds Co.,Spring,128km,25%
31,Sandy,Compost,Temperate,63,Integrated Pest Management,Late Spring,Tomato,21C,Medium,AgriSeeds Co.,Spring,129km,70%
32,Sandy,Organic,Temperate,67,Chemical Control - Organic Pesticides,Early Spring,Potato,22C,Overdone,FarmGrow Inc.,Spring,134km,60%
33,Saline,Compost,Arid,82,Biological Control - Predatory Insects,Early Spring,Lettuce,33C,Medium,GreenFields,Spring,132km,39%
34,Clay,Chemical,Arid,76,Biological Control - Predatory Insects,Late Spring,Lettuce,29C,Medium-Rare,AgriSeeds Co.,Spring,134km,42%
35,Loamy,Chemical,Arid,63,Chemical Control - Organic Pesticides,Late Summer,Corn,31C,Rare,FarmGrow Inc.,Spring,133km,63%
36,Sandy,Chemical,Tropical,66,Chemical Control - Synthetic Pesticides,Winter,Wheat,33C,Overdone,CropLife Solutions,Autumn,129km,30%
37,Sandy,Organic,Arid,70,Chemical Control - Organic Pesticides,Late Summer,Tomato,34C,Overdone,AgriSeeds Co.,Winter,133km,74%
38,Sandy,Chemical,Temperate,71,Integrated Pest Management,Winter,Lettuce,32C,Rare,GreenFields,Spring,130km,88%
39,Saline,Compost,Arid,77,Chemical Control - Organic Pesticides,Autumn,Tomato,30C,Medium-Well,AgriSeeds Co.,Autumn,131km,92%
40,Sandy,Organic,Temperate,78,Integrated Pest Management,Early Summer,Potato,33C,Medium-Well,CropLife Solutions,Summer,130km,32%
41,Saline,Organic,Tropical,78,Integrated Pest Management,Late Summer,Potato,24C,Medium-Well,GreenFields,Autumn,132km,33%
42,Clay,Compost,Arid,68,Integrated Pest Management,Early Spring,Wheat,22C,Medium,CropLife Solutions,Winter,129km,71%
43,Clay,Compost,Temperate,77,Biological Control - Predatory Insects,Late Summer,Corn,20C,Medium,AgriSeeds Co.,Winter,133km,78%
44,Saline,Compost,Tropical,80,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,20C,Medium,GreenFields,Autumn,131km,24%
45,Clay,Chemical,Arid,67,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,30C,Rare,AgriSeeds Co.,Summer,130km,60%
46,Clay,Compost,Temperate,64,Chemical Control - Organic Pesticides,Late Summer,Lettuce,28C,Medium-Rare,FarmGrow Inc.,Spring,129km,84%
47,Sandy,Chemical,Temperate,85,Chemical Control - Organic Pesticides,Winter,Carrot,34C,Well-Done,CropLife Solutions,Spring,134km,21%
48,Clay,Chemical,Arid,79,Biological Control - Predatory Insects,Autumn,Tomato,21C,Rare,AgriSeeds Co.,Autumn,128km,92%
49,Clay,Organic,Arid,72,Chemical Control - Organic Pesticides,Late Spring,Wheat,28C,Well-Done,GreenFields,Winter,130km,89%
50,Loamy,Chemical,Tropical,69,Integrated Pest Management,Autumn,Potato,26C,Medium-Rare,FarmGrow Inc.,Spring,129km,28%
51,Clay,Compost,Tropical,80,Chemical Control - Synthetic Pesticides,Late Spring,Corn,27C,Medium-Well,AgriSeeds Co.,Winter,134km,90%
52,Clay,Compost,Tropical,75,Biological Control - Predatory Insects,Early Spring,Carrot,30C,Medium-Rare,FarmGrow Inc.,Winter,130km,92%
53,Sandy,Chemical,Arid,73,Biological Control - Predatory Insects,Autumn,Lettuce,20C,Medium-Rare,GreenFields,Spring,128km,58%
54,Loamy,Compost,Arid,63,Chemical Control - Synthetic Pesticides,Late Summer,Potato,31C,Medium,GreenFields,Summer,134km,80%
55,Loamy,Organic,Temperate,70,Chemical Control - Organic Pesticides,Autumn,Corn,34C,Overdone,CropLife Solutions,Summer,131km,41%
56,Loamy,Organic,Arid,76,Integrated Pest Management,Late Spring,Corn,33C,Rare,FarmGrow Inc.,Spring,133km,32%
57,Loamy,Compost,Temperate,71,Chemical Control - Organic Pesticides,Late Summer,Potato,34C,Well-Done,AgriSeeds Co.,Winter,134km,30%
58,Sandy,Chemical,Temperate,70,Chemical Control - Synthetic Pesticides,Late Spring,Corn,27C,Overdone,AgriSeeds Co.,Summer,130km,46%
59,Saline,Organic,Tropical,72,Biological Control - Predatory Insects,Autumn,Lettuce,20C,Medium-Rare,FarmGrow Inc.,Winter,133km,93%
60,Sandy,Chemical,Temperate,65,Chemical Control - Synthetic Pesticides,Winter,Potato,27C,Medium,GreenFields,Winter,129km,91%
61,Clay,Chemical,Temperate,82,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,20C,Medium-Rare,AgriSeeds Co.,Spring,129km,72%
62,Clay,Compost,Temperate,71,Biological Control - Predatory Insects,Early Spring,Wheat,27C,Rare,GreenFields,Spring,130km,34%
63,Loamy,Chemical,Arid,72,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,26C,Overdone,CropLife Solutions,Summer,132km,58%
64,Saline,Compost,Tropical,79,Chemical Control - Organic Pesticides,Autumn,Wheat,24C,Rare,AgriSeeds Co.,Spring,128km,61%
65,Saline,Compost,Temperate,83,Biological Control - Predatory Insects,Autumn,Wheat,23C,Overdone,GreenFields,Winter,132km,49%
66,Sandy,Compost,Tropical,75,Chemical Control - Organic Pesticides,Early Summer,Carrot,26C,Well-Done,GreenFields,Summer,129km,98%
67,Clay,Chemical,Arid,69,Integrated Pest Management,Winter,Lettuce,30C,Medium-Well,GreenFields,Autumn,132km,93%
68,Loamy,Chemical,Tropical,68,Chemical Control - Synthetic Pesticides,Early Spring,Corn,29C,Medium,CropLife Solutions,Autumn,132km,63%
69,Loamy,Compost,Arid,65,Integrated Pest Management,Winter,Potato,32C,Medium,CropLife Solutions,Autumn,129km,25%
70,Saline,Organic,Temperate,74,Biological Control - Predatory Insects,Early Spring,Wheat,23C,Rare,AgriSeeds Co.,Spring,130km,76%
71,Saline,Compost,Tropical,67,Chemical Control - Organic Pesticides,Late Spring,Tomato,26C,Medium,CropLife Solutions,Autumn,131km,28%
72,Sandy,Compost,Tropical,78,Integrated Pest Management,Early Summer,Potato,28C,Well-Done,AgriSeeds Co.,Spring,134km,38%
73,Clay,Chemical,Arid,69,Biological Control - Predatory Insects,Autumn,Tomato,20C,Medium-Well,AgriSeeds Co.,Summer,128km,83%
74,Sandy,Chemical,Tropical,78,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,27C,Well-Done,GreenFields,Winter,129km,70%
75,Clay,Chemical,Tropical,60,Biological Control - Predatory Insects,Early Summer,Lettuce,30C,Well-Done,AgriSeeds Co.,Winter,132km,92%
76,Saline,Organic,Arid,77,Integrated Pest Management,Early Spring,Tomato,29C,Medium-Rare,GreenFields,Spring,131km,23%
77,Sandy,Organic,Tropical,67,Chemical Control - Organic Pesticides,Late Summer,Wheat,34C,Overdone,GreenFields,Spring,132km,70%
78,Saline,Chemical,Arid,83,Biological Control - Predatory Insects,Late Summer,Potato,25C,Medium-Rare,AgriSeeds Co.,Spring,130km,52%
79,Clay,Compost,Arid,67,Chemical Control - Synthetic Pesticides,Winter,Wheat,25C,Rare,GreenFields,Summer,131km,88%
80,Saline,Chemical,Arid,77,Integrated Pest Management,Late Spring,Carrot,22C,Medium,AgriSeeds Co.,Summer,129km,96%
81,Clay,Organic,Tropical,67,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,22C,Medium-Rare,FarmGrow Inc.,Winter,131km,29%
82,Clay,Organic,Tropical,69,Biological Control - Predatory Insects,Early Summer,Tomato,24C,Well-Done,GreenFields,Winter,134km,24%
83,Saline,Organic,Temperate,72,Integrated Pest Management,Late Spring,Potato,27C,Medium,CropLife Solutions,Spring,132km,78%
84,Saline,Compost,Tropical,71,Integrated Pest Management,Late Spring,Carrot,32C,Well-Done,GreenFields,Autumn,131km,35%
85,Loamy,Organic,Arid,60,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,34C,Medium-Rare,GreenFields,Summer,133km,77%
86,Loamy,Organic,Arid,81,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,32C,Medium-Rare,FarmGrow Inc.,Autumn,129km,66%
87,Loamy,Chemical,Temperate,72,Biological Control - Predatory Insects,Early Spring,Wheat,28C,Medium,FarmGrow Inc.,Winter,134km,47%
88,Sandy,Compost,Tropical,70,Biological Control - Predatory Insects,Winter,Potato,24C,Medium-Rare,FarmGrow Inc.,Spring,132km,43%
89,Loamy,Organic,Tropical,78,Integrated Pest Management,Early Summer,Tomato,22C,Medium-Rare,AgriSeeds Co.,Winter,131km,54%
90,Sandy,Organic,Arid,71,Biological Control - Predatory Insects,Autumn,Carrot,30C,Well-Done,GreenFields,Winter,130km,93%
91,Sandy,Chemical,Tropical,66,Biological Control - Predatory Insects,Early Summer,Tomato,30C,Medium-Rare,FarmGrow Inc.,Winter,129km,43%
92,Loamy,Compost,Temperate,84,Integrated Pest Management,Late Spring,Carrot,34C,Medium,CropLife Solutions,Spring,129km,97%
93,Loamy,Organic,Tropical,76,Integrated Pest Management,Autumn,Potato,24C,Rare,FarmGrow Inc.,Winter,133km,25%
94,Loamy,Chemical,Arid,84,Integrated Pest Management,Winter,Lettuce,20C,Overdone,FarmGrow Inc.,Summer,133km,56%
95,Sandy,Chemical,Temperate,62,Integrated Pest Management,Early Spring,Wheat,28C,Overdone,CropLife Solutions,Autumn,128km,69%
96,Saline,Compost,Arid,63,Chemical Control - Organic Pesticides,Early Spring,Tomato,26C,Medium,FarmGrow Inc.,Winter,133km,68%
97,Saline,Chemical,Arid,80,Chemical Control - Synthetic Pesticides,Early Summer,Corn,21C,Medium-Well,GreenFields,Autumn,132km,38%
98,Clay,Chemical,Temperate,77,Chemical Control - Organic Pesticides,Winter,Lettuce,25C,Medium-Rare,GreenFields,Winter,133km,31%
99,Clay,Compost,Tropical,70,Chemical Control - Organic Pesticides,Autumn,Carrot,27C,Medium-Rare,FarmGrow Inc.,Autumn,129km,95%
100,Loamy,Chemical,Tropical,82,Chemical Control - Organic Pesticides,Winter,Carrot,31C,Medium,GreenFields,Summer,128km,20%
101,Clay,Compost,Arid,75,Integrated Pest Management,Winter,Tomato,23C,Rare,CropLife Solutions,Winter,128km,100%
102,Saline,Compost,Tropical,80,Chemical Control - Organic Pesticides,Autumn,Lettuce,25C,Well-Done,GreenFields,Autumn,129km,48%
103,Loamy,Chemical,Arid,71,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,24C,Overdone,GreenFields,Autumn,134km,89%
104,Loamy,Organic,Tropical,73,Integrated Pest Management,Winter,Wheat,32C,Overdone,FarmGrow Inc.,Autumn,130km,42%
105,Loamy,Chemical,Temperate,85,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,30C,Medium-Well,GreenFields,Winter,134km,93%
106,Clay,Chemical,Temperate,76,Chemical Control - Synthetic Pesticides,Late Spring,Corn,34C,Overdone,FarmGrow Inc.,Winter,129km,25%
107,Sandy,Organic,Arid,65,Integrated Pest Management,Autumn,Tomato,34C,Rare,GreenFields,Autumn,128km,45%
108,Saline,Chemical,Arid,77,Chemical Control - Organic Pesticides,Late Spring,Potato,33C,Well-Done,GreenFields,Summer,130km,56%
109,Saline,Chemical,Tropical,63,Biological Control - Predatory Insects,Late Summer,Lettuce,21C,Well-Done,CropLife Solutions,Summer,131km,65%
110,Clay,Compost,Tropical,69,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,25C,Well-Done,CropLife Solutions,Spring,128km,47%
111,Loamy,Organic,Temperate,73,Chemical Control - Synthetic Pesticides,Autumn,Tomato,31C,Medium-Well,AgriSeeds Co.,Winter,130km,52%
112,Clay,Chemical,Tropical,60,Biological Control - Predatory Insects,Autumn,Lettuce,27C,Medium-Well,CropLife Solutions,Autumn,131km,35%
113,Loamy,Compost,Tropical,60,Integrated Pest Management,Late Summer,Corn,24C,Medium-Well,AgriSeeds Co.,Autumn,130km,34%
114,Saline,Organic,Tropical,61,Biological Control - Predatory Insects,Late Summer,Tomato,29C,Medium-Rare,AgriSeeds Co.,Spring,128km,26%
115,Clay,Compost,Arid,76,Biological Control - Predatory Insects,Late Summer,Corn,33C,Well-Done,GreenFields,Summer,131km,42%
116,Saline,Organic,Arid,61,Chemical Control - Synthetic Pesticides,Autumn,Carrot,23C,Rare,CropLife Solutions,Autumn,132km,27%
117,Saline,Organic,Arid,70,Integrated Pest Management,Autumn,Potato,24C,Medium,GreenFields,Spring,130km,67%
118,Sandy,Compost,Tropical,80,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,24C,Medium-Well,GreenFields,Winter,130km,88%
119,Clay,Organic,Temperate,61,Chemical Control - Synthetic Pesticides,Early Summer,Potato,29C,Medium,AgriSeeds Co.,Autumn,132km,42%
120,Clay,Organic,Tropical,72,Chemical Control - Synthetic Pesticides,Early Spring,Potato,30C,Medium,CropLife Solutions,Autumn,130km,63%
121,Loamy,Compost,Temperate,77,Integrated Pest Management,Early Summer,Potato,24C,Well-Done,GreenFields,Summer,132km,52%
122,Sandy,Chemical,Temperate,82,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,30C,Well-Done,CropLife Solutions,Spring,132km,24%
123,Saline,Chemical,Tropical,64,Biological Control - Predatory Insects,Early Spring,Tomato,31C,Rare,CropLife Solutions,Summer,132km,67%
124,Clay,Compost,Temperate,79,Biological Control - Predatory Insects,Early Spring,Lettuce,34C,Medium-Rare,FarmGrow Inc.,Winter,130km,20%
125,Sandy,Organic,Temperate,76,Chemical Control - Synthetic Pesticides,Winter,Carrot,34C,Overdone,CropLife Solutions,Autumn,134km,66%
126,Saline,Compost,Tropical,80,Integrated Pest Management,Late Spring,Potato,33C,Well-Done,FarmGrow Inc.,Autumn,128km,100%
127,Clay,Chemical,Temperate,62,Biological Control - Predatory Insects,Winter,Carrot,23C,Well-Done,CropLife Solutions,Winter,133km,22%
128,Clay,Compost,Tropical,76,Integrated Pest Management,Winter,Corn,20C,Medium-Well,CropLife Solutions,Winter,133km,41%
129,Loamy,Compost,Temperate,66,Integrated Pest Management,Late Summer,Wheat,32C,Overdone,FarmGrow Inc.,Winter,134km,22%
130,Clay,Organic,Tropical,64,Biological Control - Predatory Insects,Early Summer,Carrot,22C,Rare,GreenFields,Autumn,132km,96%
131,Loamy,Chemical,Temperate,73,Integrated Pest Management,Autumn,Carrot,27C,Overdone,CropLife Solutions,Autumn,131km,65%
132,Saline,Organic,Temperate,85,Biological Control - Predatory Insects,Late Summer,Potato,22C,Overdone,GreenFields,Autumn,130km,20%
133,Saline,Compost,Arid,62,Integrated Pest Management,Late Summer,Tomato,27C,Medium-Well,AgriSeeds Co.,Spring,129km,32%
134,Saline,Compost,Tropical,82,Biological Control - Predatory Insects,Early Summer,Lettuce,28C,Medium-Well,AgriSeeds Co.,Summer,134km,76%
135,Sandy,Compost,Tropical,82,Chemical Control - Synthetic Pesticides,Winter,Wheat,26C,Medium-Rare,AgriSeeds Co.,Winter,130km,25%
136,Loamy,Organic,Temperate,74,Biological Control - Predatory Insects,Winter,Lettuce,22C,Medium-Rare,AgriSeeds Co.,Spring,129km,65%
137,Loamy,Chemical,Temperate,65,Integrated Pest Management,Late Summer,Wheat,31C,Overdone,FarmGrow Inc.,Winter,134km,87%
138,Clay,Chemical,Arid,61,Integrated Pest Management,Late Spring,Carrot,29C,Medium-Well,CropLife Solutions,Autumn,134km,36%
139,Saline,Organic,Tropical,60,Biological Control - Predatory Insects,Autumn,Lettuce,34C,Rare,AgriSeeds Co.,Spring,130km,27%
140,Saline,Compost,Tropical,73,Chemical Control - Synthetic Pesticides,Early Spring,Potato,24C,Rare,GreenFields,Spring,132km,51%
141,Saline,Chemical,Arid,78,Chemical Control - Organic Pesticides,Winter,Tomato,21C,Overdone,FarmGrow Inc.,Winter,132km,41%
142,Sandy,Chemical,Tropical,66,Chemical Control - Synthetic Pesticides,Late Summer,Potato,33C,Medium-Rare,AgriSeeds Co.,Winter,129km,92%
143,Sandy,Compost,Temperate,85,Biological Control - Predatory Insects,Winter,Carrot,22C,Well-Done,CropLife Solutions,Summer,132km,25%
144,Clay,Organic,Temperate,79,Chemical Control - Synthetic Pesticides,Early Summer,Tomato,25C,Medium,AgriSeeds Co.,Spring,128km,41%
145,Clay,Chemical,Temperate,68,Biological Control - Predatory Insects,Late Spring,Wheat,27C,Medium,FarmGrow Inc.,Autumn,129km,89%
146,Sandy,Compost,Temperate,60,Biological Control - Predatory Insects,Early Spring,Tomato,23C,Overdone,FarmGrow Inc.,Winter,134km,69%
147,Loamy,Organic,Tropical,83,Biological Control - Predatory Insects,Early Summer,Wheat,20C,Well-Done,FarmGrow Inc.,Winter,133km,66%
148,Loamy,Chemical,Tropical,81,Chemical Control - Organic Pesticides,Early Summer,Lettuce,22C,Well-Done,GreenFields,Spring,134km,63%
149,Loamy,Chemical,Temperate,81,Biological Control - Predatory Insects,Winter,Tomato,21C,Medium-Well,CropLife Solutions,Summer,128km,75%
150,Sandy,Compost,Arid,79,Chemical Control - Synthetic Pesticides,Early Summer,Tomato,20C,Medium,FarmGrow Inc.,Winter,129km,28%
151,Saline,Chemical,Tropical,60,Biological Control - Predatory Insects,Autumn,Tomato,22C,Well-Done,GreenFields,Winter,133km,100%
152,Saline,Chemical,Temperate,76,Biological Control - Predatory Insects,Early Spring,Potato,26C,Medium,FarmGrow Inc.,Winter,133km,51%
153,Sandy,Organic,Temperate,81,Chemical Control - Synthetic Pesticides,Autumn,Carrot,31C,Rare,CropLife Solutions,Autumn,131km,23%
154,Sandy,Chemical,Tropical,81,Chemical Control - Synthetic Pesticides,Late Summer,Lettuce,24C,Overdone,AgriSeeds Co.,Winter,134km,37%
155,Clay,Organic,Temperate,60,Chemical Control - Organic Pesticides,Early Spring,Wheat,28C,Medium-Well,AgriSeeds Co.,Spring,130km,49%
156,Saline,Compost,Temperate,75,Chemical Control - Synthetic Pesticides,Early Summer,Corn,20C,Rare,FarmGrow Inc.,Autumn,131km,42%
157,Clay,Organic,Arid,74,Biological Control - Predatory Insects,Late Summer,Potato,23C,Well-Done,AgriSeeds Co.,Autumn,131km,35%
158,Clay,Chemical,Temperate,78,Chemical Control - Organic Pesticides,Late Spring,Carrot,32C,Medium-Rare,GreenFields,Summer,130km,32%
159,Loamy,Organic,Tropical,62,Biological Control - Predatory Insects,Early Spring,Carrot,33C,Medium-Rare,AgriSeeds Co.,Summer,134km,63%
160,Clay,Organic,Tropical,67,Biological Control - Predatory Insects,Late Summer,Corn,27C,Well-Done,CropLife Solutions,Summer,129km,88%
161,Loamy,Organic,Tropical,82,Integrated Pest Management,Late Spring,Tomato,26C,Overdone,AgriSeeds Co.,Autumn,132km,99%
162,Loamy,Compost,Tropical,84,Chemical Control - Synthetic Pesticides,Early Spring,Corn,31C,Rare,FarmGrow Inc.,Summer,134km,42%
163,Loamy,Organic,Tropical,78,Integrated Pest Management,Late Spring,Carrot,27C,Medium-Well,GreenFields,Winter,133km,40%
164,Loamy,Chemical,Arid,73,Chemical Control - Organic Pesticides,Early Spring,Wheat,27C,Well-Done,GreenFields,Summer,128km,79%
165,Clay,Organic,Temperate,81,Chemical Control - Synthetic Pesticides,Late Spring,Potato,29C,Well-Done,AgriSeeds Co.,Autumn,128km,31%
166,Sandy,Compost,Temperate,83,Biological Control - Predatory Insects,Early Summer,Wheat,23C,Medium-Rare,CropLife Solutions,Spring,129km,53%
167,Sandy,Organic,Arid,62,Integrated Pest Management,Late Summer,Corn,27C,Overdone,FarmGrow Inc.,Winter,133km,39%
168,Loamy,Organic,Temperate,82,Biological Control - Predatory Insects,Winter,Potato,25C,Rare,FarmGrow Inc.,Winter,131km,48%
169,Sandy,Organic,Tropical,62,Biological Control - Predatory Insects,Late Summer,Carrot,23C,Overdone,GreenFields,Winter,133km,65%
170,Sandy,Compost,Arid,72,Biological Control - Predatory Insects,Late Summer,Wheat,31C,Medium-Rare,AgriSeeds Co.,Spring,134km,23%
171,Saline,Chemical,Tropical,77,Biological Control - Predatory Insects,Early Summer,Corn,28C,Medium,CropLife Solutions,Autumn,128km,29%
172,Saline,Organic,Temperate,71,Chemical Control - Synthetic Pesticides,Early Summer,Carrot,23C,Well-Done,AgriSeeds Co.,Winter,130km,35%
173,Saline,Organic,Tropical,84,Integrated Pest Management,Late Spring,Lettuce,26C,Medium-Rare,CropLife Solutions,Spring,129km,96%
174,Clay,Organic,Tropical,63,Integrated Pest Management,Early Spring,Potato,31C,Well-Done,AgriSeeds Co.,Summer,130km,22%
175,Clay,Organic,Tropical,73,Chemical Control - Organic Pesticides,Early Spring,Corn,23C,Well-Done,CropLife Solutions,Autumn,129km,46%
176,Loamy,Organic,Temperate,77,Chemical Control - Synthetic Pesticides,Late Summer,Potato,21C,Well-Done,CropLife Solutions,Autumn,129km,49%
177,Clay,Compost,Tropical,74,Integrated Pest Management,Late Summer,Carrot,22C,Overdone,CropLife Solutions,Summer,133km,37%
178,Clay,Compost,Tropical,64,Biological Control - Predatory Insects,Late Summer,Corn,27C,Well-Done,CropLife Solutions,Summer,129km,20%
179,Saline,Compost,Tropical,69,Biological Control - Predatory Insects,Autumn,Lettuce,27C,Rare,GreenFields,Summer,131km,72%
180,Sandy,Chemical,Tropical,68,Biological Control - Predatory Insects,Winter,Carrot,20C,Rare,AgriSeeds Co.,Summer,130km,41%
181,Loamy,Compost,Arid,80,Chemical Control - Synthetic Pesticides,Early Spring,Potato,29C,Medium-Well,GreenFields,Winter,132km,96%
182,Clay,Organic,Temperate,66,Biological Control - Predatory Insects,Winter,Potato,33C,Well-Done,FarmGrow Inc.,Autumn,129km,88%
183,Loamy,Chemical,Arid,80,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,29C,Medium-Rare,AgriSeeds Co.,Winter,129km,67%
184,Saline,Compost,Temperate,77,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,20C,Rare,FarmGrow Inc.,Winter,129km,45%
185,Loamy,Compost,Temperate,72,Biological Control - Predatory Insects,Late Spring,Tomato,29C,Overdone,CropLife Solutions,Winter,134km,99%
186,Sandy,Compost,Arid,84,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,33C,Medium-Well,AgriSeeds Co.,Autumn,133km,67%
187,Loamy,Organic,Temperate,85,Integrated Pest Management,Autumn,Potato,31C,Medium-Well,CropLife Solutions,Winter,129km,57%
188,Sandy,Chemical,Tropical,69,Chemical Control - Organic Pesticides,Early Spring,Carrot,25C,Medium-Well,AgriSeeds Co.,Winter,134km,81%
189,Saline,Organic,Arid,82,Integrated Pest Management,Early Spring,Corn,33C,Overdone,GreenFields,Autumn,128km,94%
190,Loamy,Organic,Temperate,61,Biological Control - Predatory Insects,Early Summer,Carrot,23C,Overdone,AgriSeeds Co.,Spring,133km,25%
191,Saline,Organic,Temperate,68,Biological Control - Predatory Insects,Late Summer,Carrot,23C,Medium-Rare,CropLife Solutions,Summer,134km,32%
192,Loamy,Compost,Arid,78,Chemical Control - Organic Pesticides,Early Spring,Tomato,22C,Rare,GreenFields,Spring,129km,31%
193,Clay,Organic,Arid,61,Integrated Pest Management,Early Spring,Wheat,23C,Medium-Rare,GreenFields,Winter,128km,53%
194,Sandy,Chemical,Arid,76,Integrated Pest Management,Late Spring,Potato,25C,Rare,GreenFields,Spring,129km,96%
195,Saline,Compost,Temperate,77,Chemical Control - Organic Pesticides,Autumn,Corn,23C,Rare,AgriSeeds Co.,Summer,129km,43%
196,Sandy,Chemical,Tropical,67,Chemical Control - Organic Pesticides,Early Spring,Carrot,27C,Rare,CropLife Solutions,Spring,133km,88%
