id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
33,Saline,Chemical,Tropical,60,Biological Control - Predatory Insects,Autumn,Potato,26C,Well-Done,FarmGrow Inc.,Summer,129km,22%
34,Clay,Organic,Arid,61,Integrated Pest Management,Winter,Potato,28C,Rare,AgriSeeds Co.,Autumn,134km,55%
35,Saline,Organic,Tropical,64,Integrated Pest Management,Early Summer,Potato,34C,Medium-Well,GreenFields,Winter,133km,20%
36,Loamy,Compost,Arid,79,Integrated Pest Management,Early Spring,Carrot,23C,Medium-Rare,AgriSeeds Co.,Winter,130km,96%
37,Loamy,Chemical,Arid,78,Biological Control - Predatory Insects,Early Summer,Carrot,21C,Well-Done,AgriSeeds Co.,Winter,128km,30%
38,Clay,Compost,Temperate,70,Chemical Control - Synthetic Pesticides,Early Summer,Carrot,31C,Well-Done,CropLife Solutions,Winter,134km,64%
39,Sandy,Compost,Tropical,63,Chemical Control - Organic Pesticides,Autumn,Wheat,20C,Medium-Well,CropLife Solutions,Winter,130km,68%
40,Saline,Chemical,Arid,79,Chemical Control - Organic Pesticides,Late Summer,Lettuce,27C,Overdone,GreenFields,Summer,132km,73%
41,Sandy,Compost,Tropical,69,Integrated Pest Management,Autumn,Wheat,26C,Well-Done,FarmGrow Inc.,Spring,130km,59%
42,Loamy,Organic,Tropical,68,Chemical Control - Organic Pesticides,Early Spring,Corn,29C,Medium-Rare,FarmGrow Inc.,Winter,129km,74%
43,Loamy,Compost,Arid,72,Integrated Pest Management,Late Spring,Potato,31C,Medium-Rare,CropLife Solutions,Summer,130km,63%
44,Clay,Chemical,Tropical,84,Integrated Pest Management,Late Spring,Tomato,33C,Medium,CropLife Solutions,Spring,134km,87%
45,Clay,Organic,Temperate,61,Chemical Control - Organic Pesticides,Late Spring,Carrot,21C,Medium-Well,GreenFields,Summer,129km,65%
46,Saline,Chemical,Arid,82,Biological Control - Predatory Insects,Late Summer,Wheat,33C,Overdone,FarmGrow Inc.,Winter,133km,82%
47,Clay,Chemical,Temperate,70,Chemical Control - Synthetic Pesticides,Early Summer,Corn,33C,Medium,GreenFields,Autumn,128km,63%
48,Sandy,Chemical,Arid,64,Chemical Control - Organic Pesticides,Late Summer,Corn,26C,Well-Done,FarmGrow Inc.,Winter,130km,41%
49,Sandy,Compost,Temperate,73,Integrated Pest Management,Autumn,Lettuce,26C,Medium-Well,CropLife Solutions,Summer,131km,31%
50,Loamy,Organic,Tropical,76,Integrated Pest Management,Early Spring,Potato,27C,Rare,FarmGrow Inc.,Summer,130km,63%
51,Sandy,Chemical,Tropical,81,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,31C,Rare,GreenFields,Summer,129km,62%
52,Clay,Chemical,Arid,73,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,24C,Medium-Well,FarmGrow Inc.,Spring,129km,64%
53,Clay,Chemical,Arid,67,Biological Control - Predatory Insects,Late Summer,Tomato,33C,Overdone,AgriSeeds Co.,Summer,128km,30%
54,Loamy,Compost,Arid,76,Chemical Control - Organic Pesticides,Late Spring,Tomato,31C,Medium,GreenFields,Autumn,134km,93%
55,Loamy,Organic,Tropical,84,Chemical Control - Synthetic Pesticides,Winter,Tomato,30C,Medium-Rare,FarmGrow Inc.,Summer,131km,53%
56,Saline,Chemical,Temperate,72,Integrated Pest Management,Early Spring,Wheat,20C,Medium,GreenFields,Autumn,131km,95%
57,Loamy,Compost,Tropical,65,Chemical Control - Synthetic Pesticides,Early Summer,Corn,33C,Rare,GreenFields,Spring,134km,22%
58,Saline,Organic,Tropical,63,Chemical Control - Organic Pesticides,Autumn,Tomato,22C,Overdone,GreenFields,Autumn,134km,62%
59,Sandy,Chemical,Temperate,61,Biological Control - Predatory Insects,Autumn,Corn,31C,Overdone,GreenFields,Summer,128km,94%
60,Sandy,Compost,Tropical,71,Biological Control - Predatory Insects,Late Summer,Potato,24C,Medium-Rare,AgriSeeds Co.,Summer,129km,61%
61,Loamy,Organic,Tropical,74,Biological Control - Predatory Insects,Late Summer,Carrot,27C,Overdone,AgriSeeds Co.,Spring,129km,73%
62,Saline,Compost,Arid,71,Biological Control - Predatory Insects,Late Spring,Wheat,22C,Medium-Well,CropLife Solutions,Summer,132km,76%
63,Clay,Organic,Arid,80,Biological Control - Predatory Insects,Early Summer,Tomato,29C,Overdone,GreenFields,Spring,132km,95%
64,Sandy,Compost,Arid,63,Chemical Control - Synthetic Pesticides,Winter,Tomato,20C,Medium,CropLife Solutions,Spring,133km,35%
65,Loamy,Organic,Arid,83,Integrated Pest Management,Late Summer,Corn,21C,Medium-Well,GreenFields,Winter,131km,100%
66,Clay,Compost,Arid,60,Chemical Control - Organic Pesticides,Early Summer,Tomato,32C,Well-Done,AgriSeeds Co.,Spring,133km,46%
67,Sandy,Organic,Temperate,78,Biological Control - Predatory Insects,Early Spring,Wheat,23C,Overdone,GreenFields,Spring,129km,81%
68,Clay,Compost,Tropical,83,Biological Control - Predatory Insects,Late Spring,Corn,30C,Overdone,AgriSeeds Co.,Spring,128km,96%
69,Sandy,Chemical,Arid,78,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,23C,Medium-Rare,FarmGrow Inc.,Spring,128km,29%
70,Sandy,Organic,Arid,63,Chemical Control - Organic Pesticides,Early Spring,Tomato,20C,Overdone,FarmGrow Inc.,Spring,128km,46%
71,Loamy,Compost,Arid,68,Chemical Control - Synthetic Pesticides,Autumn,Wheat,26C,Well-Done,FarmGrow Inc.,Summer,131km,50%
72,Clay,Chemical,Tropical,79,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,30C,Overdone,GreenFields,Spring,134km,55%
73,Clay,Chemical,Arid,82,Integrated Pest Management,Autumn,Wheat,28C,Rare,FarmGrow Inc.,Spring,128km,98%
74,Saline,Organic,Tropical,60,Chemical Control - Organic Pesticides,Winter,Lettuce,26C,Medium-Rare,CropLife Solutions,Spring,134km,32%
75,Clay,Chemical,Temperate,78,Biological Control - Predatory Insects,Autumn,Lettuce,21C,Medium,AgriSeeds Co.,Spring,133km,67%
76,Saline,Organic,Tropical,68,Chemical Control - Organic Pesticides,Winter,Carrot,22C,Rare,CropLife Solutions,Spring,134km,90%
77,Clay,Organic,Tropical,81,Integrated Pest Management,Late Summer,Lettuce,21C,Overdone,AgriSeeds Co.,Winter,131km,83%
78,Sandy,Compost,Temperate,65,Chemical Control - Organic Pesticides,Winter,Carrot,27C,Medium-Rare,GreenFields,Spring,134km,81%
79,Clay,Chemical,Arid,66,Chemical Control - Synthetic Pesticides,Early Summer,Lettuce,33C,Medium,FarmGrow Inc.,Autumn,132km,40%
80,Loamy,Compost,Arid,81,Biological Control - Predatory Insects,Autumn,Corn,22C,Rare,AgriSeeds Co.,Winter,134km,55%
81,Clay,Chemical,Arid,83,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,27C,Well-Done,GreenFields,Spring,134km,21%
82,Clay,Organic,Tropical,80,Integrated Pest Management,Early Spring,Corn,26C,Overdone,AgriSeeds Co.,Winter,133km,99%
83,Clay,Compost,Temperate,62,Biological Control - Predatory Insects,Autumn,Carrot,21C,Medium,GreenFields,Summer,133km,48%
84,Sandy,Organic,Arid,66,Chemical Control - Synthetic Pesticides,Early Spring,Wheat,20C,Well-Done,GreenFields,Summer,132km,98%
85,Sandy,Chemical,Temperate,69,Chemical Control - Organic Pesticides,Early Summer,Lettuce,32C,Overdone,AgriSeeds Co.,Autumn,132km,80%
86,Sandy,Organic,Arid,67,Biological Control - Predatory Insects,Early Summer,Carrot,28C,Rare,AgriSeeds Co.,Winter,128km,90%
87,Loamy,Chemical,Tropical,63,Chemical Control - Organic Pesticides,Early Spring,Lettuce,26C,Medium,FarmGrow Inc.,Autumn,133km,82%
88,Sandy,Organic,Temperate,79,Biological Control - Predatory Insects,Early Spring,Lettuce,26C,Overdone,GreenFields,Spring,128km,62%
89,Clay,Chemical,Tropical,73,Biological Control - Predatory Insects,Early Spring,Lettuce,30C,Medium-Rare,CropLife Solutions,Autumn,134km,84%
90,Saline,Organic,Arid,62,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,25C,Medium-Rare,AgriSeeds Co.,Winter,128km,23%
91,Saline,Compost,Arid,73,Chemical Control - Organic Pesticides,Late Spring,Potato,32C,Overdone,FarmGrow Inc.,Spring,129km,50%
92,Loamy,Compost,Temperate,78,Biological Control - Predatory Insects,Winter,Corn,30C,Rare,FarmGrow Inc.,Autumn,132km,33%
93,Clay,Organic,Arid,62,Biological Control - Predatory Insects,Late Spring,Lettuce,28C,Rare,FarmGrow Inc.,Spring,134km,87%
94,Clay,Chemical,Arid,70,Chemical Control - Organic Pesticides,Early Summer,Potato,26C,Medium-Rare,AgriSeeds Co.,Spring,133km,88%
95,Sandy,Organic,Tropical,84,Chemical Control - Organic Pesticides,Early Spring,Tomato,33C,Rare,GreenFields,Spring,130km,78%
96,Clay,Compost,Tropical,82,Integrated Pest Management,Early Spring,Carrot,23C,Well-Done,FarmGrow Inc.,Autumn,130km,94%
97,Sandy,Organic,Temperate,64,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,26C,Rare,AgriSeeds Co.,Spring,134km,31%
98,Saline,Compost,Tropical,69,Chemical Control - Organic Pesticides,Early Summer,Lettuce,31C,Overdone,GreenFields,Summer,128km,86%
99,Saline,Chemical,Temperate,67,Biological Control - Predatory Insects,Late Summer,Corn,27C,Medium,AgriSeeds Co.,Winter,128km,49%
100,Saline,Chemical,Arid,74,Chemical Control - Organic Pesticides,Winter,Corn,21C,Medium,FarmGrow Inc.,Spring,133km,55%
101,Loamy,Chemical,Arid,63,Chemical Control - Organic Pesticides,Early Summer,Wheat,33C,Medium-Well,AgriSeeds Co.,Spring,132km,62%
102,Sandy,Chemical,Tropical,68,Biological Control - Predatory Insects,Early Spring,Corn,30C,Well-Done,GreenFields,Spring,133km,76%
103,Loamy,Organic,Tropical,67,Integrated Pest Management,Late Spring,Corn,28C,Overdone,AgriSeeds Co.,Summer,131km,51%
104,Loamy,Compost,Tropical,83,Biological Control - Predatory Insects,Winter,Potato,32C,Medium,GreenFields,Winter,134km,58%
105,Loamy,Organic,Tropical,83,Biological Control - Predatory Insects,Winter,Wheat,23C,Medium-Well,CropLife Solutions,Summer,130km,47%
106,Saline,Compost,Arid,73,Biological Control - Predatory Insects,Early Spring,Wheat,27C,Medium-Rare,CropLife Solutions,Summer,132km,21%
107,Saline,Organic,Temperate,68,Biological Control - Predatory Insects,Autumn,Lettuce,34C,Overdone,GreenFields,Winter,134km,66%
108,Sandy,Compost,Tropical,71,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,30C,Medium,AgriSeeds Co.,Autumn,132km,85%
109,Sandy,Organic,Tropical,84,Integrated Pest Management,Early Summer,Carrot,22C,Medium-Rare,GreenFields,Summer,131km,59%
110,Loamy,Organic,Temperate,84,Integrated Pest Management,Early Spring,Corn,27C,Medium-Well,AgriSeeds Co.,Winter,131km,20%
111,Clay,Compost,Arid,69,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,32C,Medium-Rare,AgriSeeds Co.,Autumn,133km,73%
112,Saline,Organic,Temperate,75,Biological Control - Predatory Insects,Autumn,Lettuce,32C,Rare,GreenFields,Summer,128km,96%
113,Loamy,Chemical,Arid,84,Chemical Control - Synthetic Pesticides,Early Spring,Potato,30C,Well-Done,GreenFields,Spring,134km,25%
114,Saline,Compost,Temperate,71,Chemical Control - Synthetic Pesticides,Winter,Corn,31C,Rare,AgriSeeds Co.,Summer,133km,74%
115,Sandy,Chemical,Arid,72,Biological Control - Predatory Insects,Late Summer,Corn,24C,Well-Done,AgriSeeds Co.,Autumn,134km,80%
116,Loamy,Compost,Tropical,66,Chemical Control - Organic Pesticides,Early Spring,Tomato,24C,Well-Done,AgriSeeds Co.,Summer,129km,21%
117,Loamy,Chemical,Temperate,67,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,32C,Well-Done,AgriSeeds Co.,Spring,129km,91%
118,Clay,Chemical,Arid,61,Chemical Control - Synthetic Pesticides,Late Spring,Corn,30C,Medium,GreenFields,Summer,129km,57%
119,Sandy,Chemical,Tropical,83,Chemical Control - Organic Pesticides,Autumn,Carrot,25C,Medium-Well,GreenFields,Winter,132km,57%
120,Saline,Compost,Tropical,76,Integrated Pest Management,Early Summer,Corn,28C,Medium-Well,AgriSeeds Co.,Winter,130km,56%
121,Saline,Compost,Temperate,80,Chemical Control - Synthetic Pesticides,Winter,Corn,23C,Medium-Well,GreenFields,Spring,133km,20%
122,Saline,Compost,Arid,75,Biological Control - Predatory Insects,Early Summer,Potato,28C,Medium-Well,AgriSeeds Co.,Summer,132km,100%
123,Clay,Organic,Tropical,73,Chemical Control - Organic Pesticides,Early Spring,Potato,28C,Medium-Well,FarmGrow Inc.,Winter,133km,53%
124,Saline,Compost,Tropical,79,Chemical Control - Synthetic Pesticides,Autumn,Corn,22C,Well-Done,GreenFields,Summer,129km,90%
125,Saline,Chemical,Temperate,70,Chemical Control - Synthetic Pesticides,Late Summer,Potato,31C,Medium-Rare,FarmGrow Inc.,Winter,134km,38%
126,Loamy,Compost,Arid,83,Biological Control - Predatory Insects,Early Summer,Wheat,33C,Medium,CropLife Solutions,Spring,132km,45%
127,Clay,Organic,Tropical,69,Integrated Pest Management,Late Summer,Wheat,32C,Medium,GreenFields,Summer,128km,21%
128,Saline,Compost,Temperate,68,Chemical Control - Organic Pesticides,Late Summer,Wheat,31C,Medium-Rare,AgriSeeds Co.,Summer,131km,33%
129,Clay,Organic,Arid,71,Chemical Control - Organic Pesticides,Early Spring,Tomato,26C,Medium-Well,GreenFields,Winter,129km,79%
130,Loamy,Organic,Temperate,73,Chemical Control - Organic Pesticides,Late Spring,Wheat,28C,Medium-Well,GreenFields,Autumn,129km,29%
131,Loamy,Organic,Tropical,66,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,32C,Medium-Rare,CropLife Solutions,Winter,129km,40%
132,Sandy,Compost,Arid,71,Biological Control - Predatory Insects,Autumn,Potato,20C,Overdone,GreenFields,Spring,130km,65%
133,Sandy,Organic,Temperate,65,Integrated Pest Management,Autumn,Tomato,33C,Well-Done,AgriSeeds Co.,Spring,131km,43%
134,Sandy,Compost,Tropical,61,Integrated Pest Management,Autumn,Potato,33C,Medium,GreenFields,Autumn,129km,90%
135,Loamy,Compost,Temperate,84,Integrated Pest Management,Autumn,Tomato,25C,Rare,CropLife Solutions,Spring,134km,71%
136,Clay,Organic,Arid,73,Integrated Pest Management,Late Spring,Wheat,26C,Well-Done,AgriSeeds Co.,Autumn,130km,76%
137,Clay,Chemical,Temperate,80,Integrated Pest Management,Late Spring,Carrot,22C,Well-Done,GreenFields,Winter,131km,32%
138,Saline,Compost,Temperate,77,Chemical Control - Synthetic Pesticides,Early Summer,Carrot,24C,Overdone,CropLife Solutions,Spring,128km,80%
139,Loamy,Organic,Temperate,79,Chemical Control - Synthetic Pesticides,Early Spring,Corn,25C,Rare,AgriSeeds Co.,Winter,131km,26%
140,Loamy,Organic,Temperate,70,Chemical Control - Synthetic Pesticides,Autumn,Wheat,28C,Medium-Well,CropLife Solutions,Winter,131km,88%
141,Clay,Organic,Arid,81,Chemical Control - Organic Pesticides,Late Spring,Corn,30C,Medium-Well,FarmGrow Inc.,Autumn,131km,71%
142,Sandy,Compost,Arid,84,Biological Control - Predatory Insects,Late Spring,Carrot,27C,Medium-Rare,CropLife Solutions,Autumn,129km,28%
143,Saline,Organic,Tropical,68,Biological Control - Predatory Insects,Late Spring,Wheat,31C,Medium-Rare,GreenFields,Spring,134km,64%
144,Sandy,Organic,Arid,76,Integrated Pest Management,Late Summer,Potato,20C,Overdone,FarmGrow Inc.,Autumn,134km,86%
145,Clay,Organic,Temperate,66,Chemical Control - Organic Pesticides,Late Spring,Carrot,27C,Overdone,AgriSeeds Co.,Autumn,133km,42%
146,Loamy,Organic,Arid,77,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,33C,Overdone,FarmGrow Inc.,Summer,131km,25%
147,Sandy,Chemical,Arid,79,Biological Control - Predatory Insects,Late Spring,Lettuce,24C,Medium,GreenFields,Winter,130km,68%
148,Sandy,Organic,Tropical,80,Chemical Control - Organic Pesticides,Early Summer,Corn,31C,Rare,FarmGrow Inc.,Spring,131km,31%
149,Saline,Chemical,Temperate,81,Integrated Pest Management,Winter,Corn,22C,Well-Done,AgriSeeds Co.,Summer,133km,82%
150,Saline,Compost,Tropical,72,Chemical Control - Organic Pesticides,Late Summer,Lettuce,34C,Medium-Rare,FarmGrow Inc.,Winter,134km,89%
151,Saline,Organic,Arid,71,Integrated Pest Management,Late Spring,Carrot,32C,Rare,CropLife Solutions,Autumn,129km,37%
152,Sandy,Chemical,Tropical,80,Biological Control - Predatory Insects,Autumn,Corn,20C,Medium-Well,GreenFields,Summer,128km,23%
153,Sandy,Organic,Tropical,84,Chemical Control - Synthetic Pesticides,Winter,Lettuce,32C,Medium-Rare,GreenFields,Summer,128km,48%
154,Sandy,Chemical,Tropical,72,Integrated Pest Management,Late Spring,Tomato,27C,Medium-Well,AgriSeeds Co.,Summer,134km,38%
155,Sandy,Organic,Arid,77,Biological Control - Predatory Insects,Early Spring,Tomato,22C,Medium,FarmGrow Inc.,Spring,131km,47%
156,Clay,Compost,Temperate,71,Integrated Pest Management,Winter,Potato,24C,Overdone,FarmGrow Inc.,Winter,131km,49%
157,Clay,Compost,Temperate,62,Integrated Pest Management,Autumn,Potato,22C,Overdone,GreenFields,Summer,132km,77%
158,Clay,Chemical,Tropical,83,Integrated Pest Management,Late Spring,Lettuce,25C,Overdone,CropLife Solutions,Spring,128km,25%
159,Loamy,Compost,Tropical,76,Integrated Pest Management,Winter,Tomato,22C,Well-Done,FarmGrow Inc.,Winter,134km,64%
160,Sandy,Organic,Temperate,67,Chemical Control - Synthetic Pesticides,Autumn,Potato,25C,Medium-Well,AgriSeeds Co.,Autumn,134km,55%
161,Saline,Chemical,Tropical,62,Chemical Control - Organic Pesticides,Early Summer,Corn,25C,Medium-Well,FarmGrow Inc.,Autumn,129km,53%
162,Loamy,Chemical,Tropical,65,Biological Control - Predatory Insects,Early Summer,Carrot,25C,Rare,FarmGrow Inc.,Spring,132km,90%
163,Clay,Compost,Tropical,79,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,33C,Overdone,GreenFields,Winter,128km,80%
164,Sandy,Compost,Temperate,81,Chemical Control - Organic Pesticides,Late Spring,Potato,29C,Rare,FarmGrow Inc.,Spring,130km,78%
165,Clay,Organic,Tropical,61,Biological Control - Predatory Insects,Late Spring,Lettuce,32C,Well-Done,FarmGrow Inc.,Spring,131km,61%
166,Sandy,Compost,Arid,82,Biological Control - Predatory Insects,Winter,Wheat,30C,Medium-Rare,AgriSeeds Co.,Spring,130km,48%
167,Saline,Chemical,Tropical,80,Biological Control - Predatory Insects,Winter,Corn,32C,Rare,FarmGrow Inc.,Spring,130km,36%
168,Sandy,Chemical,Tropical,72,Integrated Pest Management,Winter,Tomato,32C,Medium-Well,GreenFields,Winter,134km,43%
169,Clay,Organic,Temperate,72,Chemical Control - Synthetic Pesticides,Early Summer,Potato,26C,Overdone,AgriSeeds Co.,Autumn,129km,89%
170,Loamy,Chemical,Temperate,74,Chemical Control - Synthetic Pesticides,Late Spring,Wheat,34C,Overdone,CropLife Solutions,Winter,134km,70%
171,Clay,Compost,Arid,66,Chemical Control - Synthetic Pesticides,Autumn,Tomato,34C,Well-Done,GreenFields,Winter,130km,91%
172,Loamy,Chemical,Arid,82,Integrated Pest Management,Winter,Wheat,27C,Medium-Well,CropLife Solutions,Autumn,133km,74%
173,Saline,Organic,Temperate,69,Chemical Control - Synthetic Pesticides,Autumn,Tomato,23C,Medium,AgriSeeds Co.,Autumn,130km,81%
174,Sandy,Organic,Temperate,71,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,30C,Rare,CropLife Solutions,Autumn,128km,37%
175,Clay,Compost,Temperate,66,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,27C,Medium-Rare,AgriSeeds Co.,Summer,133km,22%
176,Sandy,Organic,Tropical,60,Integrated Pest Management,Winter,Carrot,31C,Well-Done,CropLife Solutions,Spring,133km,90%
177,Saline,Chemical,Temperate,81,Chemical Control - Organic Pesticides,Early Spring,Wheat,24C,Rare,AgriSeeds Co.,Autumn,128km,36%
178,Clay,Chemical,Temperate,73,Chemical Control - Organic Pesticides,Late Spring,Lettuce,24C,Medium,CropLife Solutions,Winter,131km,92%
179,Saline,Chemical,Arid,72,Biological Control - Predatory Insects,Early Summer,Lettuce,23C,Medium-Well,FarmGrow Inc.,Spring,131km,69%
180,Clay,Organic,Arid,75,Integrated Pest Management,Late Spring,Carrot,32C,Medium-Rare,AgriSeeds Co.,Winter,132km,32%
181,Loamy,Chemical,Temperate,85,Biological Control - Predatory Insects,Early Spring,Wheat,22C,Medium-Well,GreenFields,Summer,131km,34%
182,Saline,Compost,Temperate,74,Chemical Control - Synthetic Pesticides,Late Spring,Wheat,22C,Medium-Rare,GreenFields,Autumn,128km,69%
183,Sandy,Organic,Arid,63,Integrated Pest Management,Early Summer,Wheat,33C,Overdone,FarmGrow Inc.,Spring,128km,51%
184,Sandy,Organic,Temperate,69,Biological Control - Predatory Insects,Late Summer,Wheat,21C,Medium-Rare,FarmGrow Inc.,Autumn,131km,42%
185,Saline,Compost,Arid,69,Biological Control - Predatory Insects,Late Summer,Potato,26C,Well-Done,CropLife Solutions,Spring,133km,68%
186,Sandy,Chemical,Temperate,68,Chemical Control - Organic Pesticides,Late Summer,Corn,25C,Medium-Well,FarmGrow Inc.,Winter,132km,95%
187,Saline,Chemical,Tropical,78,Integrated Pest Management,Early Spring,Potato,33C,Rare,FarmGrow Inc.,Winter,128km,57%
188,Loamy,Organic,Temperate,78,Biological Control - Predatory Insects,Early Summer,Tomato,29C,Medium-Rare,CropLife Solutions,Spring,130km,87%
189,Saline,Compost,Tropical,81,Biological Control - Predatory Insects,Winter,Carrot,23C,Medium,AgriSeeds Co.,Spring,128km,36%
190,Loamy,Organic,Temperate,60,Chemical Control - Synthetic Pesticides,Early Summer,Carrot,28C,Medium-Rare,FarmGrow Inc.,Summer,133km,68%
191,Loamy,Compost,Temperate,69,Integrated Pest Management,Autumn,Wheat,33C,Medium,AgriSeeds Co.,Spring,130km,37%
192,Saline,Chemical,Temperate,63,Integrated Pest Management,Autumn,Wheat,34C,Overdone,FarmGrow Inc.,Autumn,129km,41%
193,Clay,Organic,Tropical,62,Chemical Control - Synthetic Pesticides,Autumn,Carrot,20C,Medium,FarmGrow Inc.,Winter,128km,86%
194,Sandy,Chemical,Arid,82,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,23C,Overdone,GreenFields,Autumn,132km,99%
195,Sandy,Compost,Tropical,64,Chemical Control - Organic Pesticides,Late Summer,Lettuce,31C,Rare,GreenFields,Summer,129km,59%
196,Saline,Compost,Tropical,71,Integrated Pest Management,Late Spring,Lettuce,28C,Overdone,AgriSeeds Co.,Autumn,131km,58%
