id,soil_type,fertilizer_type,climate,humidity_level,pest_disease_management,plant_time,crop_harvested,water_temperature,harvest_colour,seed_supplier,season,distance_to_retailer,harvest_yield
25,Sandy,Organic,Temperate,64,Chemical Control - Synthetic Pesticides,Autumn,Tomato,21C,Rare,AgriSeeds Co.,Summer,129km,64%
26,Saline,Compost,Tropical,62,Integrated Pest Management,Early Summer,Potato,28C,Well-Done,GreenFields,Winter,133km,97%
27,Loamy,Compost,Temperate,76,Integrated Pest Management,Early Summer,Wheat,22C,Medium-Rare,FarmGrow Inc.,Autumn,128km,88%
28,Clay,Chemical,Arid,85,Chemical Control - Synthetic Pesticides,Winter,Tomato,33C,Medium,AgriSeeds Co.,Summer,134km,32%
29,Clay,Compost,Arid,82,Integrated Pest Management,Early Summer,Lettuce,20C,Rare,GreenFields,Summer,132km,20%
30,Clay,Compost,Tropical,60,Chemical Control - Organic Pesticides,Winter,Potato,21C,Well-Done,GreenFields,Spring,134km,95%
31,Loamy,Compost,Tropical,85,Chemical Control - Organic Pesticides,Early Summer,Potato,34C,Overdone,GreenFields,Winter,134km,30%
32,Loamy,Organic,Temperate,70,Biological Control - Predatory Insects,Late Spring,Corn,24C,Well-Done,GreenFields,Spring,128km,76%
33,Saline,Organic,Arid,69,Biological Control - Predatory Insects,Winter,Wheat,29C,Medium-Well,GreenFields,Summer,130km,55%
34,Saline,Compost,Arid,61,Biological Control - Predatory Insects,Late Spring,Lettuce,26C,Medium-Well,FarmGrow Inc.,Autumn,133km,89%
35,Saline,Compost,Arid,75,Biological Control - Predatory Insects,Early Summer,Corn,21C,Medium-Rare,GreenFields,Winter,130km,78%
36,Clay,Compost,Arid,79,Biological Control - Predatory Insects,Late Summer,Corn,25C,Medium-Rare,FarmGrow Inc.,Autumn,132km,38%
37,Clay,Organic,Arid,85,Chemical Control - Organic Pesticides,Early Spring,Tomato,28C,Medium-Rare,CropLife Solutions,Winter,129km,28%
38,Loamy,Organic,Tropical,66,Biological Control - Predatory Insects,Late Spring,Wheat,29C,Medium-Rare,CropLife Solutions,Spring,129km,53%
39,Saline,Chemical,Arid,63,Biological Control - Predatory Insects,Early Summer,Carrot,25C,Medium,FarmGrow Inc.,Spring,128km,96%
40,Loamy,Compost,Arid,75,Chemical Control - Organic Pesticides,Late Spring,Wheat,22C,Medium-Well,CropLife Solutions,Summer,131km,92%
41,Saline,Compost,Tropical,72,Chemical Control - Organic Pesticides,Late Spring,Wheat,26C,Rare,GreenFields,Autumn,133km,25%
42,Saline,Compost,Tropical,66,Integrated Pest Management,Winter,Potato,32C,Medium-Well,FarmGrow Inc.,Autumn,134km,53%
43,Sandy,Compost,Temperate,60,Integrated Pest Management,Early Summer,Tomato,26C,Overdone,GreenFields,Autumn,134km,32%
44,Saline,Chemical,Tropical,68,Chemical Control - Synthetic Pesticides,Early Summer,Tomato,23C,Well-Done,FarmGrow Inc.,Autumn,128km,66%
45,Saline,Chemical,Tropical,67,Chemical Control - Organic Pesticides,Late Summer,Corn,32C,Well-Done,CropLife Solutions,Spring,129km,72%
46,Loamy,Chemical,Temperate,84,Integrated Pest Management,Late Summer,Carrot,32C,Medium,AgriSeeds Co.,Summer,132km,51%
47,Loamy,Compost,Temperate,81,Chemical Control - Organic Pesticides,Late Summer,Lettuce,22C,Medium-Well,FarmGrow Inc.,Autumn,129km,22%
48,Loamy,Chemical,Arid,67,Integrated Pest Management,Autumn,Carrot,24C,Rare,AgriSeeds Co.,Summer,131km,22%
49,Clay,Chemical,Tropical,62,Chemical Control - Synthetic Pesticides,Early Spring,Corn,25C,Medium-Well,GreenFields,Autumn,132km,91%
50,Clay,Chemical,Tropical,75,Chemical Control - Organic Pesticides,Late Summer,Tomato,28C,Medium-Rare,FarmGrow Inc.,Spring,134km,22%
51,Sandy,Chemical,Tropical,82,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,34C,Medium-Rare,CropLife Solutions,Spring,132km,43%
52,Sandy,Chemical,Tropical,60,Integrated Pest Management,Early Spring,Carrot,24C,Well-Done,CropLife Solutions,Summer,129km,50%
53,Clay,Chemical,Arid,74,Biological Control - Predatory Insects,Autumn,Lettuce,27C,Well-Done,FarmGrow Inc.,Autumn,134km,81%
54,Saline,Chemical,Tropical,79,Biological Control - Predatory Insects,Autumn,Carrot,20C,Medium-Rare,CropLife Solutions,Autumn,128km,47%
55,Saline,Chemical,Tropical,79,Chemical Control - Organic Pesticides,Early Summer,Carrot,30C,Medium,GreenFields,Winter,129km,98%
56,Sandy,Organic,Temperate,83,Biological Control - Predatory Insects,Late Summer,Lettuce,24C,Overdone,CropLife Solutions,Autumn,128km,43%
57,Loamy,Compost,Arid,73,Integrated Pest Management,Early Spring,Lettuce,20C,Rare,FarmGrow Inc.,Spring,134km,85%
58,Loamy,Chemical,Arid,66,Chemical Control - Organic Pesticides,Early Summer,Lettuce,33C,Medium-Rare,CropLife Solutions,Winter,129km,40%
59,Saline,Chemical,Tropical,76,Biological Control - Predatory Insects,Autumn,Lettuce,22C,Well-Done,GreenFields,Spring,129km,47%
60,Loamy,Compost,Tropical,82,Chemical Control - Organic Pesticides,Early Spring,Lettuce,32C,Medium,FarmGrow Inc.,Summer,128km,72%
61,Sandy,Organic,Tropical,73,Chemical Control - Organic Pesticides,Winter,Wheat,29C,Medium-Well,GreenFields,Summer,130km,46%
62,Saline,Compost,Arid,78,Biological Control - Predatory Insects,Winter,Carrot,34C,Medium,AgriSeeds Co.,Autumn,128km,91%
63,Clay,Organic,Tropical,68,Chemical Control - Organic Pesticides,Late Spring,Lettuce,23C,Rare,GreenFields,Winter,131km,49%
64,Loamy,Chemical,Tropical,63,Biological Control - Predatory Insects,Early Spring,Potato,25C,Medium-Well,CropLife Solutions,Summer,129km,52%
65,Clay,Chemical,Temperate,83,Integrated Pest Management,Late Spring,Wheat,23C,Medium-Well,CropLife Solutions,Autumn,132km,27%
66,Saline,Compost,Temperate,72,Biological Control - Predatory Insects,Winter,Wheat,30C,Well-Done,GreenFields,Summer,128km,63%
67,Saline,Organic,Arid,67,Chemical Control - Organic Pesticides,Autumn,Wheat,23C,Well-Done,CropLife Solutions,Spring,133km,88%
68,Loamy,Compost,Temperate,77,Integrated Pest Management,Autumn,Tomato,27C,Overdone,CropLife Solutions,Spring,134km,41%
69,Clay,Compost,Arid,71,Chemical Control - Synthetic Pesticides,Early Summer,Potato,32C,Medium-Well,GreenFields,Summer,134km,52%
70,Sandy,Organic,Arid,80,Integrated Pest Management,Late Summer,Lettuce,28C,Medium,FarmGrow Inc.,Spring,132km,20%
71,Clay,Chemical,Tropical,63,Chemical Control - Synthetic Pesticides,Late Spring,Potato,29C,Well-Done,CropLife Solutions,Summer,133km,98%
72,Saline,Chemical,Temperate,60,Integrated Pest Management,Winter,Tomato,25C,Well-Done,AgriSeeds Co.,Summer,132km,59%
73,Sandy,Compost,Arid,71,Integrated Pest Management,Late Summer,Corn,30C,Well-Done,AgriSeeds Co.,Autumn,130km,62%
74,Loamy,Chemical,Arid,84,Biological Control - Predatory Insects,Late Summer,Potato,25C,Well-Done,AgriSeeds Co.,Winter,130km,93%
75,Clay,Chemical,Tropical,68,Integrated Pest Management,Winter,Wheat,22C,Medium-Well,AgriSeeds Co.,Winter,134km,31%
76,Loamy,Compost,Tropical,68,Biological Control - Predatory Insects,Early Summer,Lettuce,26C,Medium-Well,AgriSeeds Co.,Spring,132km,81%
77,Saline,Chemical,Tropical,79,Chemical Control - Organic Pesticides,Autumn,Corn,21C,Medium-Well,GreenFields,Spring,129km,25%
78,Saline,Organic,Tropical,81,Biological Control - Predatory Insects,Autumn,Potato,20C,Medium-Well,CropLife Solutions,Autumn,132km,21%
79,Saline,Organic,Arid,78,Chemical Control - Organic Pesticides,Early Spring,Corn,23C,Well-Done,CropLife Solutions,Summer,134km,69%
80,Sandy,Compost,Arid,83,Chemical Control - Synthetic Pesticides,Early Spring,Tomato,23C,Overdone,GreenFields,Winter,129km,65%
81,Clay,Compost,Temperate,63,Integrated Pest Management,Late Spring,Corn,25C,Overdone,CropLife Solutions,Autumn,129km,30%
82,Sandy,Chemical,Arid,85,Biological Control - Predatory Insects,Autumn,Potato,27C,Overdone,CropLife Solutions,Summer,132km,83%
83,Clay,Chemical,Arid,69,Integrated Pest Management,Late Summer,Lettuce,30C,Well-Done,FarmGrow Inc.,Autumn,128km,20%
84,Loamy,Chemical,Tropical,85,Biological Control - Predatory Insects,Late Summer,Corn,30C,Medium,AgriSeeds Co.,Summer,131km,54%
85,Clay,Compost,Temperate,63,Biological Control - Predatory Insects,Early Summer,Carrot,30C,Medium-Well,FarmGrow Inc.,Summer,128km,23%
86,Saline,Compost,Arid,75,Chemical Control - Organic Pesticides,Late Summer,Tomato,30C,Medium,CropLife Solutions,Summer,133km,84%
87,Sandy,Compost,Temperate,67,Chemical Control - Synthetic Pesticides,Late Summer,Tomato,26C,Medium,AgriSeeds Co.,Autumn,131km,43%
88,Sandy,Compost,Arid,64,Chemical Control - Organic Pesticides,Winter,Tomato,21C,Medium,GreenFields,Summer,132km,60%
89,Loamy,Chemical,Temperate,76,Biological Control - Predatory Insects,Winter,Wheat,28C,Overdone,FarmGrow Inc.,Summer,131km,42%
90,Sandy,Compost,Tropical,76,Chemical Control - Synthetic Pesticides,Autumn,Potato,24C,Medium,AgriSeeds Co.,Spring,132km,73%
91,Clay,Chemical,Temperate,82,Chemical Control - Synthetic Pesticides,Winter,Potato,22C,Well-Done,AgriSeeds Co.,Winter,133km,98%
92,Clay,Compost,Arid,85,Integrated Pest Management,Early Spring,Tomato,20C,Medium-Well,CropLife Solutions,Autumn,130km,26%
93,Saline,Compost,Arid,71,Integrated Pest Management,Winter,Carrot,24C,Rare,FarmGrow Inc.,Summer,128km,81%
94,Loamy,Chemical,Arid,69,Integrated Pest Management,Autumn,Corn,29C,Rare,GreenFields,Summer,132km,23%
95,Saline,Organic,Arid,68,Chemical Control - Organic Pesticides,Late Spring,Carrot,28C,Overdone,GreenFields,Winter,133km,69%
96,Saline,Organic,Tropical,65,Chemical Control - Organic Pesticides,Late Summer,Wheat,23C,Well-Done,CropLife Solutions,Summer,131km,96%
97,Clay,Compost,Temperate,62,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,23C,Rare,CropLife Solutions,Winter,131km,61%
98,Loamy,Organic,Arid,76,Integrated Pest Management,Winter,Carrot,31C,Medium-Rare,GreenFields,Spring,128km,53%
99,Clay,Compost,Tropical,61,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,25C,Medium,GreenFields,Summer,132km,87%
100,Sandy,Chemical,Arid,71,Chemical Control - Organic Pesticides,Early Summer,Potato,33C,Medium-Well,GreenFields,Spring,131km,97%
101,Saline,Organic,Temperate,80,Integrated Pest Management,Autumn,Tomato,28C,Medium,GreenFields,Summer,128km,52%
102,Saline,Compost,Tropical,82,Integrated Pest Management,Winter,Carrot,27C,Rare,AgriSeeds Co.,Winter,134km,97%
103,Saline,Chemical,Arid,74,Chemical Control - Organic Pesticides,Winter,Lettuce,25C,Medium,GreenFields,Spring,134km,28%
104,Sandy,Chemical,Tropical,63,Biological Control - Predatory Insects,Early Spring,Tomato,22C,Well-Done,AgriSeeds Co.,Autumn,128km,53%
105,Loamy,Chemical,Arid,69,Biological Control - Predatory Insects,Late Summer,Tomato,29C,Medium,CropLife Solutions,Spring,133km,35%
106,Clay,Compost,Tropical,83,Chemical Control - Organic Pesticides,Late Spring,Corn,20C,Overdone,AgriSeeds Co.,Winter,132km,78%
107,Loamy,Chemical,Temperate,85,Chemical Control - Organic Pesticides,Winter,Wheat,27C,Well-Done,FarmGrow Inc.,Autumn,132km,45%
108,Saline,Organic,Tropical,61,Integrated Pest Management,Winter,Tomato,21C,Medium,AgriSeeds Co.,Spring,130km,71%
109,Saline,Chemical,Temperate,66,Integrated Pest Management,Autumn,Lettuce,26C,Well-Done,GreenFields,Spring,131km,47%
110,Clay,Organic,Arid,81,Integrated Pest Management,Late Summer,Corn,23C,Medium,GreenFields,Winter,133km,60%
111,Loamy,Organic,Temperate,85,Integrated Pest Management,Late Spring,Corn,34C,Overdone,CropLife Solutions,Spring,132km,47%
112,Saline,Chemical,Tropical,60,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,27C,Medium-Well,AgriSeeds Co.,Autumn,133km,25%
113,Loamy,Chemical,Arid,74,Chemical Control - Synthetic Pesticides,Winter,Potato,22C,Overdone,AgriSeeds Co.,Autumn,133km,59%
114,Clay,Organic,Arid,61,Chemical Control - Organic Pesticides,Early Spring,Carrot,21C,Medium-Well,AgriSeeds Co.,Spring,128km,57%
115,Clay,Chemical,Temperate,72,Chemical Control - Organic Pesticides,Early Summer,Carrot,33C,Overdone,FarmGrow Inc.,Winter,130km,47%
116,Sandy,Organic,Tropical,82,Chemical Control - Organic Pesticides,Late Spring,Potato,31C,Medium-Rare,AgriSeeds Co.,Spring,133km,87%
117,Loamy,Chemical,Temperate,63,Biological Control - Predatory Insects,Winter,Wheat,34C,Rare,CropLife Solutions,Winter,129km,67%
118,Loamy,Chemical,Tropical,65,Biological Control - Predatory Insects,Winter,Tomato,26C,Well-Done,CropLife Solutions,Spring,129km,37%
119,Sandy,Chemical,Arid,78,Biological Control - Predatory Insects,Early Summer,Tomato,27C,Medium-Rare,FarmGrow Inc.,Summer,131km,21%
120,Sandy,Chemical,Temperate,85,Chemical Control - Organic Pesticides,Autumn,Tomato,24C,Medium-Well,CropLife Solutions,Winter,134km,45%
121,Saline,Organic,Arid,71,Integrated Pest Management,Early Summer,Tomato,28C,Medium,GreenFields,Autumn,131km,68%
122,Clay,Organic,Temperate,63,Chemical Control - Synthetic Pesticides,Early Spring,Carrot,22C,Medium-Rare,CropLife Solutions,Autumn,130km,77%
123,Clay,Compost,Temperate,66,Chemical Control - Organic Pesticides,Early Spring,Tomato,22C,Well-Done,AgriSeeds Co.,Autumn,133km,27%
124,Clay,Organic,Tropical,61,Integrated Pest Management,Late Spring,Carrot,22C,Overdone,GreenFields,Winter,129km,56%
125,Saline,Compost,Arid,80,Chemical Control - Organic Pesticides,Early Summer,Corn,20C,Medium-Well,GreenFields,Winter,130km,83%
126,Saline,Organic,Arid,82,Chemical Control - Synthetic Pesticides,Late Summer,Wheat,22C,Rare,FarmGrow Inc.,Winter,131km,46%
127,Loamy,Chemical,Temperate,75,Chemical Control - Organic Pesticides,Late Spring,Wheat,31C,Medium-Rare,CropLife Solutions,Autumn,134km,34%
128,Sandy,Chemical,Temperate,74,Chemical Control - Synthetic Pesticides,Late Spring,Wheat,28C,Overdone,GreenFields,Autumn,132km,92%
129,Clay,Organic,Arid,63,Chemical Control - Synthetic Pesticides,Late Spring,Tomato,30C,Rare,CropLife Solutions,Spring,134km,89%
130,Loamy,Chemical,Temperate,77,Chemical Control - Organic Pesticides,Late Summer,Lettuce,24C,Medium,FarmGrow Inc.,Autumn,131km,46%
131,Loamy,Compost,Temperate,75,Chemical Control - Synthetic Pesticides,Late Spring,Potato,30C,Well-Done,GreenFields,Summer,134km,42%
132,Saline,Chemical,Temperate,67,Integrated Pest Management,Early Summer,Carrot,22C,Well-Done,GreenFields,Autumn,129km,57%
133,Clay,Chemical,Temperate,81,Chemical Control - Synthetic Pesticides,Early Summer,Corn,20C,Rare,GreenFields,Spring,130km,74%
134,Saline,Chemical,Tropical,60,Biological Control - Predatory Insects,Autumn,Carrot,30C,Well-Done,AgriSeeds Co.,Winter,133km,61%
135,Clay,Chemical,Arid,60,Biological Control - Predatory Insects,Late Summer,Carrot,32C,Well-Done,CropLife Solutions,Winter,133km,26%
136,Loamy,Compost,Tropical,85,Integrated Pest Management,Late Spring,Lettuce,28C,Well-Done,AgriSeeds Co.,Autumn,131km,87%
137,Clay,Chemical,Temperate,65,Biological Control - Predatory Insects,Early Spring,Potato,28C,Medium,CropLife Solutions,Spring,131km,48%
138,Saline,Chemical,Arid,85,Biological Control - Predatory Insects,Late Spring,Wheat,31C,Overdone,AgriSeeds Co.,Summer,132km,44%
139,Loamy,Chemical,Arid,72,Chemical Control - Synthetic Pesticides,Autumn,Tomato,20C,Rare,FarmGrow Inc.,Spring,128km,88%
140,Loamy,Chemical,Arid,78,Chemical Control - Organic Pesticides,Winter,Tomato,27C,Well-Done,AgriSeeds Co.,Autumn,134km,91%
141,Clay,Organic,Tropical,74,Integrated Pest Management,Late Summer,Lettuce,20C,Medium,GreenFields,Autumn,130km,98%
142,Clay,Compost,Temperate,84,Biological Control - Predatory Insects,Late Summer,Wheat,29C,Medium-Rare,AgriSeeds Co.,Winter,132km,44%
143,Saline,Organic,Tropical,74,Biological Control - Predatory Insects,Autumn,Tomato,32C,Medium-Rare,FarmGrow Inc.,Spring,133km,82%
144,Sandy,Organic,Temperate,82,Integrated Pest Management,Early Spring,Tomato,29C,Medium-Rare,CropLife Solutions,Spring,130km,68%
145,Clay,Compost,Temperate,84,Chemical Control - Synthetic Pesticides,Late Summer,Carrot,21C,Medium,FarmGrow Inc.,Spring,133km,59%
146,Clay,Compost,Temperate,79,Chemical Control - Synthetic Pesticides,Late Spring,Carrot,25C,Medium-Well,AgriSeeds Co.,Winter,132km,71%
147,Loamy,Chemical,Arid,62,Chemical Control - Organic Pesticides,Autumn,Potato,29C,Rare,CropLife Solutions,Summer,130km,32%
148,Saline,Chemical,Temperate,62,Chemical Control - Organic Pesticides,Autumn,Lettuce,31C,Well-Done,CropLife Solutions,Autumn,128km,39%
149,Saline,Compost,Tropical,80,Chemical Control - Synthetic Pesticides,Late Spring,Potato,31C,Medium,GreenFields,Spring,128km,24%
150,Loamy,Organic,Temperate,69,Chemical Control - Synthetic Pesticides,Autumn,Tomato,27C,Medium-Well,CropLife Solutions,Summer,129km,23%
151,Saline,Organic,Arid,68,Biological Control - Predatory Insects,Autumn,Tomato,21C,Medium-Rare,CropLife Solutions,Spring,132km,53%
152,Clay,Organic,Arid,64,Chemical Control - Organic Pesticides,Early Summer,Wheat,33C,Rare,AgriSeeds Co.,Winter,130km,22%
153,Clay,Compost,Temperate,75,Chemical Control - Organic Pesticides,Winter,Carrot,31C,Medium,AgriSeeds Co.,Summer,131km,70%
154,Loamy,Compost,Tropical,66,Chemical Control - Synthetic Pesticides,Late Spring,Lettuce,26C,Medium-Well,AgriSeeds Co.,Winter,129km,49%
155,Loamy,Compost,Temperate,83,Biological Control - Predatory Insects,Late Spring,Lettuce,25C,Medium,AgriSeeds Co.,Winter,129km,29%
156,Loamy,Compost,Tropical,80,Biological Control - Predatory Insects,Winter,Tomato,30C,Medium,GreenFields,Winter,130km,47%
157,Loamy,Chemical,Temperate,66,Biological Control - Predatory Insects,Autumn,Corn,29C,Overdone,CropLife Solutions,Winter,128km,97%
158,Saline,Organic,Arid,85,Biological Control - Predatory Insects,Late Spring,Lettuce,22C,Medium,CropLife Solutions,Spring,131km,89%
159,Clay,Organic,Tropical,65,Chemical Control - Organic Pesticides,Late Spring,Wheat,31C,Well-Done,CropLife Solutions,Summer,131km,63%
160,Loamy,Organic,Arid,73,Integrated Pest Management,Early Summer,Potato,24C,Overdone,AgriSeeds Co.,Winter,133km,48%
161,Clay,Organic,Arid,85,Biological Control - Predatory Insects,Autumn,Wheat,26C,Rare,GreenFields,Summer,128km,23%
162,Saline,Organic,Tropical,60,Chemical Control - Synthetic Pesticides,Winter,Carrot,34C,Well-Done,FarmGrow Inc.,Autumn,132km,77%
163,Saline,Organic,Tropical,72,Biological Control - Predatory Insects,Late Spring,Corn,22C,Overdone,FarmGrow Inc.,Summer,134km,80%
164,Clay,Compost,Tropical,82,Integrated Pest Management,Early Summer,Lettuce,33C,Medium-Well,FarmGrow Inc.,Spring,133km,64%
165,Clay,Chemical,Arid,84,Integrated Pest Management,Autumn,Corn,21C,Medium-Rare,FarmGrow Inc.,Spring,131km,43%
166,Sandy,Chemical,Temperate,78,Biological Control - Predatory Insects,Winter,Lettuce,31C,Rare,AgriSeeds Co.,Autumn,128km,97%
167,Sandy,Compost,Tropical,79,Chemical Control - Organic Pesticides,Early Spring,Wheat,33C,Overdone,CropLife Solutions,Spring,130km,26%
168,Loamy,Compost,Arid,64,Chemical Control - Organic Pesticides,Late Spring,Wheat,28C,Medium-Rare,CropLife Solutions,Autumn,134km,27%
169,Sandy,Compost,Temperate,83,Integrated Pest Management,Late Spring,Corn,34C,Medium-Rare,FarmGrow Inc.,Summer,131km,47%
170,Sandy,Organic,Arid,62,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,20C,Well-Done,GreenFields,Spring,130km,67%
171,Sandy,Compost,Arid,77,Integrated Pest Management,Winter,Carrot,31C,Rare,GreenFields,Autumn,132km,85%
172,Clay,Chemical,Temperate,60,Biological Control - Predatory Insects,Early Summer,Potato,25C,Rare,GreenFields,Summer,129km,53%
173,Sandy,Chemical,Arid,66,Biological Control - Predatory Insects,Winter,Tomato,24C,Medium-Well,GreenFields,Summer,129km,96%
174,Loamy,Organic,Tropical,60,Chemical Control - Organic Pesticides,Early Summer,Potato,21C,Well-Done,FarmGrow Inc.,Autumn,131km,27%
175,Loamy,Organic,Arid,69,Biological Control - Predatory Insects,Autumn,Potato,27C,Medium-Well,GreenFields,Winter,128km,63%
176,Loamy,Organic,Temperate,70,Biological Control - Predatory Insects,Winter,Corn,22C,Overdone,CropLife Solutions,Autumn,134km,33%
177,Saline,Organic,Temperate,69,Chemical Control - Organic Pesticides,Late Spring,Tomato,22C,Overdone,AgriSeeds Co.,Summer,131km,49%
178,Saline,Compost,Temperate,72,Chemical Control - Synthetic Pesticides,Late Spring,Wheat,20C,Well-Done,AgriSeeds Co.,Summer,134km,43%
179,Loamy,Compost,Tropical,63,Biological Control - Predatory Insects,Late Summer,Wheat,33C,Overdone,FarmGrow Inc.,Spring,128km,79%
180,Sandy,Chemical,Arid,80,Chemical Control - Synthetic Pesticides,Autumn,Wheat,31C,Overdone,CropLife Solutions,Spring,134km,53%
181,Sandy,Chemical,Tropical,81,Integrated Pest Management,Early Spring,Wheat,32C,Well-Done,AgriSeeds Co.,Autumn,132km,45%
182,Sandy,Compost,Tropical,78,Chemical Control - Organic Pesticides,Late Summer,Tomato,20C,Medium-Rare,GreenFields,Spring,133km,77%
183,Loamy,Compost,Tropical,64,Integrated Pest Management,Winter,Corn,22C,Rare,AgriSeeds Co.,Autumn,130km,90%
184,Saline,Compost,Arid,60,Biological Control - Predatory Insects,Early Spring,Tomato,34C,Rare,FarmGrow Inc.,Autumn,133km,64%
185,Loamy,Organic,Arid,79,Biological Control - Predatory Insects,Late Summer,Carrot,21C,Overdone,GreenFields,Autumn,133km,23%
186,Sandy,Compost,Tropical,71,Integrated Pest Management,Early Summer,Wheat,32C,Medium-Rare,FarmGrow Inc.,Winter,134km,59%
187,Clay,Chemical,Arid,74,Biological Control - Predatory Insects,Early Spring,Corn,30C,Overdone,GreenFields,Winter,128km,29%
188,Clay,Chemical,Tropical,83,Integrated Pest Management,Late Spring,Wheat,23C,Medium-Well,GreenFields,Spring,131km,100%
189,Loamy,Organic,Temperate,81,Chemical Control - Organic Pesticides,Early Summer,Corn,22C,Overdone,CropLife Solutions,Autumn,133km,78%
190,Clay,Chemical,Arid,81,Chemical Control - Organic Pesticides,Late Summer,Wheat,23C,Medium-Well,GreenFields,Spring,132km,72%
191,Sandy,Organic,Tropical,77,Chemical Control - Organic Pesticides,Autumn,Potato,21C,Medium-Rare,FarmGrow Inc.,Autumn,131km,49%
192,Saline,Chemical,Tropical,60,Chemical Control - Synthetic Pesticides,Early Spring,Lettuce,33C,Rare,CropLife Solutions,Autumn,132km,77%
193,Clay,Chemical,Tropical,72,Integrated Pest Management,Late Spring,Carrot,28C,Medium-Well,FarmGrow Inc.,Autumn,130km,77%
194,Clay,Compost,Tropical,66,Integrated Pest Management,Winter,Wheat,26C,Overdone,GreenFields,Winter,130km,32%
195,Clay,Compost,Arid,67,Chemical Control - Organic Pesticides,Winter,Potato,33C,Medium-Well,CropLife Solutions,Spring,128km,52%
196,Loamy,Organic,Arid,75,Integrated Pest Management,Winter,Lettuce,30C,Overdone,GreenFields,Autumn,133km,63%
